amount,weight,avg_price,yyyy,mm,dd,origin_제주도,standard_10미,standard_20미,standard_25미,standard_5미
64440,12,2.7,30000,2018,11,26,1,1,0,0,0
64441,8,3.0,43500,2018,11,26,1,1,0,0,0
64442,97,3.5,54500,2018,11,26,1,1,0,0,0
64443,11,4.0,80000,2018,11,26,1,1,0,0,0
64444,1,4.3,85000,2018,11,26,1,1,0,0,0
64445,25,4.5,96800,2018,11,26,1,1,0,0,0
64453,3,2.7,24000,2018,11,27,1,1,0,0,0
64454,10,3.0,45000,2018,11,27,1,1,0,0,0
64455,79,3.5,54000,2018,11,27,1,1,0,0,0
64456,27,4.0,75100,2018,11,27,1,1,0,0,0
64457,68,4.5,84400,2018,11,27,1,1,0,0,0
64458,67,5.0,104700,2018,11,27,1,1,0,0,0
64462,10,5.0,18400,2018,11,27,1,0,1,0,0
64463,24,6.0,43900,2018,11,27,1,0,0,1,0
64470,7,2.7,27000,2018,11,28,1,1,0,0,0
64471,25,3.0,42800,2018,11,28,1,1,0,0,0
64472,85,3.5,52800,2018,11,28,1,1,0,0,0
64473,55,4.0,69800,2018,11,28,1,1,0,0,0
64474,2,4.2,80000,2018,11,28,1,1,0,0,0
64475,1,4.3,80000,2018,11,28,1,1,0,0,0
64476,93,4.5,78900,2018,11,28,1,1,0,0,0
64477,2,4.6,90000,2018,11,28,1,1,0,0,0
64478,90,5.0,98700,2018,11,28,1,1,0,0,0
64483,15,5.0,18000,2018,11,28,1,0,1,0,0
64484,4,5.0,13000,2018,11,28,1,0,0,1,0
64485,45,6.0,34700,2018,11,28,1,0,0,1,0
64489,6,2.7,30000,2018,11,29,1,1,0,0,0
64490,16,3.0,43000,2018,11,29,1,1,0,0,0
64491,68,3.5,51200,2018,11,29,1,1,0,0,0
64492,20,4.0,74000,2018,11,29,1,1,0,0,0
64493,55,4.5,72000,2018,11,29,1,1,0,0,0
64494,56,5.0,97900,2018,11,29,1,1,0,0,0
64495,1,5.3,120000,2018,11,29,1,1,0,0,0
64496,3,10.0,126000,2018,11,29,1,1,0,0,0
64499,15,5.0,18000,2018,11,29,1,0,1,0,0
64500,33,6.0,45000,2018,11,29,1,0,0,1,0
64503,1,3.7,55000,2018,11,29,1,0,0,0,1
64504,9,5.0,158300,2018,11,29,1,0,0,0,1
64514,27,2.7,25000,2018,11,30,1,1,0,0,0
64515,25,3.0,40600,2018,11,30,1,1,0,0,0
64516,90,3.5,52400,2018,11,30,1,1,0,0,0
64517,26,4.0,73100,2018,11,30,1,1,0,0,0
64518,54,4.5,77200,2018,11,30,1,1,0,0,0
64519,1,4.8,100000,2018,11,30,1,1,0,0,0
64520,22,5.0,109600,2018,11,30,1,1,0,0,0
64523,30,5.0,34500,2018,11,30,1,0,1,0,0
64524,2,5.0,20000,2018,11,30,1,0,0,1,0
64525,32,6.0,40000,2018,11,30,1,0,0,1,0
64527,26,3.0,35600,2018,12,1,1,1,0,0,0
64528,107,3.5,53700,2018,12,1,1,1,0,0,0
64529,97,4.0,68000,2018,12,1,1,1,0,0,0
64530,110,4.5,78700,2018,12,1,1,1,0,0,0
64531,99,5.0,98100,2018,12,1,1,1,0,0,0
64532,4,10.0,45000,2018,12,1,1,1,0,0,0
64537,32,5.0,35000,2018,12,1,1,0,1,0,0
64538,17,5.5,43600,2018,12,1,1,0,1,0,0
64539,35,6.0,47300,2018,12,1,1,0,1,0,0
64540,2,5.0,15000,2018,12,1,1,0,0,1,0
64541,30,6.0,40000,2018,12,1,1,0,0,1,0
64542,1,7.3,45000,2018,12,1,1,0,0,1,0
64553,64,3.0,31400,2018,12,3,1,1,0,0,0
64554,8,3.4,46000,2018,12,3,1,1,0,0,0
64555,115,3.5,50700,2018,12,3,1,1,0,0,0
64556,155,4.0,58500,2018,12,3,1,1,0,0,0
64557,117,4.5,71800,2018,12,3,1,1,0,0,0
64558,141,5.0,88200,2018,12,3,1,1,0,0,0
64559,1,5.3,95000,2018,12,3,1,1,0,0,0
64560,1,10.0,60000,2018,12,3,1,1,0,0,0
64563,35,5.0,29700,2018,12,3,1,0,1,0,0
64564,26,5.5,45000,2018,12,3,1,0,1,0,0
64565,34,6.0,43200,2018,12,3,1,0,1,0,0
64576,21,3.0,30800,2018,12,4,1,1,0,0,0
64577,2,3.1,32000,2018,12,4,1,1,0,0,0
64578,50,3.5,48400,2018,12,4,1,1,0,0,0
64579,1,3.8,50000,2018,12,4,1,1,0,0,0
64580,29,4.0,62600,2018,12,4,1,1,0,0,0
64581,35,4.5,69300,2018,12,4,1,1,0,0,0
64582,6,4.7,95000,2018,12,4,1,1,0,0,0
64583,87,5.0,87700,2018,12,4,1,1,0,0,0
64584,1,10.0,40000,2018,12,4,1,1,0,0,0
64600,11,3.0,41000,2018,12,5,1,1,0,0,0
64601,36,3.5,53500,2018,12,5,1,1,0,0,0
64602,18,4.0,63900,2018,12,5,1,1,0,0,0
64603,30,4.5,75600,2018,12,5,1,1,0,0,0
64604,1,4.8,70000,2018,12,5,1,1,0,0,0
64605,105,5.0,86500,2018,12,5,1,1,0,0,0
64617,59,3.5,51300,2018,12,6,1,1,0,0,0
64618,41,4.5,69100,2018,12,6,1,1,0,0,0
64619,51,5.0,88400,2018,12,6,1,1,0,0,0
64620,8,5.5,40000,2018,12,6,1,0,1,0,0
64621,17,6.0,42000,2018,12,6,1,0,0,1,0
64624,1,4.5,110000,2018,12,6,1,0,0,0,1
64625,1,4.8,130000,2018,12,6,1,0,0,0,1
64641,52,3.5,52400,2018,12,7,1,1,0,0,0
64642,20,4.0,60000,2018,12,7,1,1,0,0,0
64643,10,4.4,75000,2018,12,7,1,1,0,0,0
64644,63,4.5,67800,2018,12,7,1,1,0,0,0
64645,71,5.0,89800,2018,12,7,1,1,0,0,0
64659,53,3.5,53200,2018,12,8,1,1,0,0,0
64660,10,4.0,62000,2018,12,8,1,1,0,0,0
64661,60,4.5,70000,2018,12,8,1,1,0,0,0
64662,43,5.0,88200,2018,12,8,1,1,0,0,0
64665,12,5.0,20000,2018,12,8,1,0,1,0,0
64669,7,3.0,40000,2018,12,10,1,1,0,0,0
64670,110,3.5,49100,2018,12,10,1,1,0,0,0
64671,1,4.0,65000,2018,12,10,1,1,0,0,0
64672,86,4.5,70600,2018,12,10,1,1,0,0,0
64673,11,5.0,100000,2018,12,10,1,1,0,0,0
64675,30,5.0,18100,2018,12,10,1,0,1,0,0
64676,62,6.0,38300,2018,12,10,1,0,0,1,0
64677,2,5.0,150000,2018,12,10,1,0,0,0,1
64688,11,3.0,42000,2018,12,11,1,1,0,0,0
64689,1,3.3,55000,2018,12,11,1,1,0,0,0
64690,97,3.5,53500,2018,12,11,1,1,0,0,0
64691,17,4.0,78600,2018,12,11,1,1,0,0,0
64692,37,4.5,93000,2018,12,11,1,1,0,0,0
64693,27,5.0,113500,2018,12,11,1,1,0,0,0
64694,1,6.0,165000,2018,12,11,1,1,0,0,0
64695,1,8.0,147000,2018,12,11,1,1,0,0,0
64697,1,5.0,42000,2018,12,11,1,0,1,0,0
64698,9,5.5,53000,2018,12,11,1,0,1,0,0
64700,8,6.0,55000,2018,12,11,1,0,0,1,0
64701,11,5.0,160900,2018,12,11,1,0,0,0,1
64712,1,3.0,45000,2018,12,12,1,1,0,0,0
64713,51,3.5,65200,2018,12,12,1,1,0,0,0
64714,14,4.0,83400,2018,12,12,1,1,0,0,0
64715,55,4.5,100400,2018,12,12,1,1,0,0,0
64716,58,5.0,117100,2018,12,12,1,1,0,0,0
64718,5,5.5,50000,2018,12,12,1,0,1,0,0
64719,6,5.0,17000,2018,12,12,1,0,0,1,0
64720,38,6.0,45000,2018,12,12,1,0,0,1,0
64724,1,4.0,100000,2018,12,12,1,0,0,0,1
64725,12,5.0,147900,2018,12,12,1,0,0,0,1
64733,66,3.5,60100,2018,12,13,1,1,0,0,0
64734,16,4.0,81000,2018,12,13,1,1,0,0,0
64735,45,4.5,89500,2018,12,13,1,1,0,0,0
64736,38,5.0,117200,2018,12,13,1,1,0,0,0
64739,9,5.5,52000,2018,12,13,1,0,1,0,0
64740,30,6.0,40000,2018,12,13,1,0,0,1,0
64744,1,4.0,135000,2018,12,13,1,0,0,0,1
64745,14,5.0,143200,2018,12,13,1,0,0,0,1
64751,11,3.0,43000,2018,12,14,1,1,0,0,0
64752,68,3.5,64700,2018,12,14,1,1,0,0,0
64753,72,4.0,75000,2018,12,14,1,1,0,0,0
64754,89,4.5,88300,2018,12,14,1,1,0,0,0
64755,70,5.0,105000,2018,12,14,1,1,0,0,0
64756,5,10.0,50000,2018,12,14,1,1,0,0,0
64759,10,5.0,43000,2018,12,14,1,0,1,0,0
64760,18,5.5,47000,2018,12,14,1,0,1,0,0
64761,25,6.0,45000,2018,12,14,1,0,0,1,0
64771,74,3.0,43800,2018,12,15,1,1,0,0,0
64772,74,3.5,58400,2018,12,15,1,1,0,0,0
64773,38,4.5,86600,2018,12,15,1,1,0,0,0
64774,89,5.0,97900,2018,12,15,1,1,0,0,0
64775,12,5.5,75400,2018,12,15,1,1,0,0,0
64777,19,6.0,52000,2018,12,15,1,0,0,1,0
64780,12,5.0,145800,2018,12,15,1,0,0,0,1
64788,29,2.7,26000,2018,12,17,1,1,0,0,0
64789,17,3.0,35000,2018,12,17,1,1,0,0,0
64790,79,3.5,58100,2018,12,17,1,1,0,0,0
64791,35,4.0,68600,2018,12,17,1,1,0,0,0
64792,93,4.5,80400,2018,12,17,1,1,0,0,0
64793,5,4.8,93000,2018,12,17,1,1,0,0,0
64794,99,5.0,92900,2018,12,17,1,1,0,0,0
64795,4,10.0,40000,2018,12,17,1,1,0,0,0
64797,35,6.0,52000,2018,12,17,1,0,0,1,0
64802,29,5.0,133800,2018,12,17,1,0,0,0,1
64812,28,3.0,33000,2018,12,18,1,1,0,0,0
64813,120,3.5,47900,2018,12,18,1,1,0,0,0
64814,61,4.0,65100,2018,12,18,1,1,0,0,0
64815,79,4.5,71100,2018,12,18,1,1,0,0,0
64816,63,5.0,87400,2018,12,18,1,1,0,0,0
64817,1,10.0,47000,2018,12,18,1,1,0,0,0
64819,46,5.0,37000,2018,12,18,1,0,1,0,0
64821,2,5.0,17000,2018,12,18,1,0,0,1,0
64822,45,6.0,35000,2018,12,18,1,0,0,1,0
64836,45,3.0,36700,2018,12,19,1,1,0,0,0
64837,104,3.5,51300,2018,12,19,1,1,0,0,0
64838,17,4.0,67300,2018,12,19,1,1,0,0,0
64839,71,4.5,74000,2018,12,19,1,1,0,0,0
64840,68,5.0,92200,2018,12,19,1,1,0,0,0
64843,5,5.5,40000,2018,12,19,1,0,1,0,0
64844,4,5.0,15000,2018,12,19,1,0,0,1,0
64845,45,6.0,37700,2018,12,19,1,0,0,1,0
64850,33,3.0,32800,2018,12,20,1,1,0,0,0
64851,84,3.5,45300,2018,12,20,1,1,0,0,0
64852,42,4.0,63400,2018,12,20,1,1,0,0,0
64853,120,4.5,69500,2018,12,20,1,1,0,0,0
64854,122,5.0,89600,2018,12,20,1,1,0,0,0
64858,18,5.0,30000,2018,12,20,1,0,1,0,0
64859,50,6.0,28700,2018,12,20,1,0,0,1,0
64865,14,5.0,142100,2018,12,20,1,0,0,0,1
64868,94,3.0,28500,2018,12,21,1,1,0,0,0
64869,146,3.5,43600,2018,12,21,1,1,0,0,0
64870,119,4.0,53900,2018,12,21,1,1,0,0,0
64871,125,4.5,64700,2018,12,21,1,1,0,0,0
64872,93,5.0,83500,2018,12,21,1,1,0,0,0
64878,63,5.0,24300,2018,12,21,1,0,1,0,0
64879,11,5.5,35000,2018,12,21,1,0,1,0,0
64880,25,6.0,41000,2018,12,21,1,0,1,0,0
64882,25,6.0,37000,2018,12,21,1,0,0,1,0
64893,89,3.5,42400,2018,12,22,1,1,0,0,0
64894,29,4.0,51500,2018,12,22,1,1,0,0,0
64895,3,4.4,65000,2018,12,22,1,1,0,0,0
64896,79,4.5,60900,2018,12,22,1,1,0,0,0
64897,55,5.0,82400,2018,12,22,1,1,0,0,0
64899,5,5.5,32000,2018,12,22,1,0,1,0,0
64900,29,6.0,40900,2018,12,22,1,0,1,0,0
64914,16,3.0,28000,2018,12,24,1,1,0,0,0
64915,71,3.5,41000,2018,12,24,1,1,0,0,0
64916,14,4.0,55900,2018,12,24,1,1,0,0,0
64917,67,4.5,58700,2018,12,24,1,1,0,0,0
64918,34,5.0,90000,2018,12,24,1,1,0,0,0
64921,5,5.5,32000,2018,12,24,1,0,1,0,0
64922,12,6.0,42000,2018,12,24,1,0,1,0,0
64925,14,6.0,28000,2018,12,24,1,0,0,1,0
64936,1,3.0,41000,2018,12,25,1,1,0,0,0
64937,93,3.5,44300,2018,12,25,1,1,0,0,0
64938,20,4.0,63700,2018,12,25,1,1,0,0,0
64939,34,4.5,69800,2018,12,25,1,1,0,0,0
64940,29,5.0,88300,2018,12,25,1,1,0,0,0
64942,2,5.5,40000,2018,12,25,1,0,1,0,0
64944,3,5.0,15000,2018,12,25,1,0,0,1,0
64945,35,6.0,28000,2018,12,25,1,0,0,1,0
64951,14,3.0,30000,2018,12,26,1,1,0,0,0
64952,49,3.5,51400,2018,12,26,1,1,0,0,0
64953,4,4.0,70000,2018,12,26,1,1,0,0,0
64954,23,4.5,79300,2018,12,26,1,1,0,0,0
64955,17,5.0,120000,2018,12,26,1,1,0,0,0
64956,12,5.5,38000,2018,12,26,1,0,1,0,0
64958,2,5.0,20000,2018,12,26,1,0,0,1,0
64959,26,6.0,30000,2018,12,26,1,0,0,1,0
64964,6,5.0,149200,2018,12,26,1,0,0,0,1
64977,5,3.0,40000,2018,12,27,1,1,0,0,0
64978,26,3.5,63700,2018,12,27,1,1,0,0,0
64979,38,4.0,76500,2018,12,27,1,1,0,0,0
64980,54,4.5,95000,2018,12,27,1,1,0,0,0
64981,35,5.0,111100,2018,12,27,1,1,0,0,0
64982,5,10.0,30000,2018,12,27,1,1,0,0,0
64983,3,5.5,38000,2018,12,27,1,0,1,0,0
64984,3,5.0,13000,2018,12,27,1,0,0,1,0
64985,40,6.0,28000,2018,12,27,1,0,0,1,0
64988,33,3.5,63000,2018,12,28,1,1,0,0,0
64989,21,4.5,89300,2018,12,28,1,1,0,0,0
64990,11,5.0,118600,2018,12,28,1,1,0,0,0
64991,5,5.0,15000,2018,12,28,1,0,0,1,0
64992,21,6.0,32000,2018,12,28,1,0,0,1,0
65000,15,4.0,100000,2018,12,29,1,1,0,0,0
65001,15,4.5,120000,2018,12,29,1,1,0,0,0
65002,16,5.0,135000,2018,12,29,1,1,0,0,0
65004,23,5.0,40000,2018,12,29,1,0,0,1,0
65005,30,6.0,40000,2018,12,29,1,0,0,1,0
65012,4,3.0,57800,2019,1,2,1,1,0,0,0
65013,50,3.5,90000,2019,1,2,1,1,0,0,0
65014,3,4.0,120000,2019,1,2,1,1,0,0,0
65015,11,4.5,132700,2019,1,2,1,1,0,0,0
65016,19,5.0,162600,2019,1,2,1,1,0,0,0
65019,1,6.0,50000,2019,1,2,1,0,0,1,0
65031,11,3.0,50000,2019,1,3,1,1,0,0,0
65032,62,3.5,81200,2019,1,3,1,1,0,0,0
65033,6,4.0,105000,2019,1,3,1,1,0,0,0
65034,26,4.5,120200,2019,1,3,1,1,0,0,0
65035,47,5.0,138800,2019,1,3,1,1,0,0,0
65036,1,10.0,30000,2019,1,3,1,1,0,0,0
65039,10,5.5,60000,2019,1,3,1,0,1,0,0
65040,10,6.0,45000,2019,1,3,1,0,0,1,0
65052,1,3.0,52000,2019,1,4,1,1,0,0,0
65053,5,3.2,60000,2019,1,4,1,1,0,0,0
65054,69,3.5,84100,2019,1,4,1,1,0,0,0
65055,18,4.0,96900,2019,1,4,1,1,0,0,0
65056,1,4.3,100000,2019,1,4,1,1,0,0,0
65057,51,4.5,112700,2019,1,4,1,1,0,0,0
65058,46,5.0,137300,2019,1,4,1,1,0,0,0
65059,1,5.3,135000,2019,1,4,1,1,0,0,0
65063,2,5.0,55000,2019,1,4,1,0,1,0,0
65064,2,5.5,60000,2019,1,4,1,0,1,0,0
65065,2,6.0,40000,2019,1,4,1,0,1,0,0
65069,9,3.0,54800,2019,1,5,1,1,0,0,0
65070,69,3.5,78300,2019,1,5,1,1,0,0,0
65071,36,4.0,89200,2019,1,5,1,1,0,0,0
65072,44,4.5,97600,2019,1,5,1,1,0,0,0
65073,84,5.0,110200,2019,1,5,1,1,0,0,0
65074,1,6.0,135000,2019,1,5,1,1,0,0,0
65075,4,5.5,60000,2019,1,5,1,0,1,0,0
65076,1,6.5,40000,2019,1,5,1,0,1,0,0
65077,36,6.0,50000,2019,1,5,1,0,0,1,0
65091,3,3.0,58000,2019,1,7,1,1,0,0,0
65092,81,3.5,75800,2019,1,7,1,1,0,0,0
65093,7,4.0,100000,2019,1,7,1,1,0,0,0
65094,47,4.5,105200,2019,1,7,1,1,0,0,0
65095,59,5.0,124200,2019,1,7,1,1,0,0,0
65097,7,5.5,60000,2019,1,7,1,0,1,0,0
65098,35,6.0,48800,2019,1,7,1,0,0,1,0
65104,12,5.0,145400,2019,1,7,1,0,0,0,1
65105,1,5.7,160000,2019,1,7,1,0,0,0,1
65109,2,3.0,55000,2019,1,8,1,1,0,0,0
65110,89,3.5,72700,2019,1,8,1,1,0,0,0
65111,1,3.6,75000,2019,1,8,1,1,0,0,0
65112,43,4.0,91900,2019,1,8,1,1,0,0,0
65113,48,4.5,97200,2019,1,8,1,1,0,0,0
65114,2,4.7,110000,2019,1,8,1,1,0,0,0
65115,30,5.0,121300,2019,1,8,1,1,0,0,0
65117,8,5.5,60000,2019,1,8,1,0,1,0,0
65118,8,5.0,20000,2019,1,8,1,0,0,1,0
65119,30,6.0,50000,2019,1,8,1,0,0,1,0
65131,27,3.0,37600,2019,1,9,1,1,0,0,0
65132,97,3.5,63800,2019,1,9,1,1,0,0,0
65133,3,3.7,67000,2019,1,9,1,1,0,0,0
65134,30,4.0,81000,2019,1,9,1,1,0,0,0
65135,60,4.5,88900,2019,1,9,1,1,0,0,0
65136,5,4.7,100000,2019,1,9,1,1,0,0,0
65137,69,5.0,112400,2019,1,9,1,1,0,0,0
65140,9,5.5,60000,2019,1,9,1,0,1,0,0
65141,1,6.5,45000,2019,1,9,1,0,1,0,0
65143,4,5.0,18000,2019,1,9,1,0,0,1,0
65144,35,6.0,49700,2019,1,9,1,0,0,1,0
65151,11,3.0,41800,2019,1,10,1,1,0,0,0
65152,104,3.5,52100,2019,1,10,1,1,0,0,0
65153,55,4.0,70200,2019,1,10,1,1,0,0,0
65154,88,4.5,74100,2019,1,10,1,1,0,0,0
65155,70,5.0,92700,2019,1,10,1,1,0,0,0
65157,3,5.0,40000,2019,1,10,1,0,1,0,0
65160,2,5.0,15000,2019,1,10,1,0,0,1,0
65161,35,6.0,37000,2019,1,10,1,0,0,1,0
65171,7,3.0,42000,2019,1,11,1,1,0,0,0
65172,58,3.5,55100,2019,1,11,1,1,0,0,0
65173,10,4.0,73000,2019,1,11,1,1,0,0,0
65174,34,4.5,75100,2019,1,11,1,1,0,0,0
65175,43,5.0,97200,2019,1,11,1,1,0,0,0
65177,5,5.5,55000,2019,1,11,1,0,1,0,0
65178,30,6.0,54800,2019,1,11,1,0,1,0,0
65179,3,5.0,18000,2019,1,11,1,0,0,1,0
65180,35,6.0,42900,2019,1,11,1,0,0,1,0
65192,87,3.5,58400,2019,1,12,1,1,0,0,0
65193,49,4.0,80400,2019,1,12,1,1,0,0,0
65194,5,4.3,90000,2019,1,12,1,1,0,0,0
65195,47,4.5,89600,2019,1,12,1,1,0,0,0
65196,51,5.0,113100,2019,1,12,1,1,0,0,0
65197,6,5.0,40000,2019,1,12,1,0,1,0,0
65198,1,5.5,55000,2019,1,12,1,0,1,0,0
65199,25,6.0,55000,2019,1,12,1,0,1,0,0
65202,35,6.0,42400,2019,1,12,1,0,0,1,0
65208,1,3.0,65000,2019,1,14,1,1,0,0,0
65209,44,3.5,75000,2019,1,14,1,1,0,0,0
65210,11,4.0,94500,2019,1,14,1,1,0,0,0
65211,35,4.5,100900,2019,1,14,1,1,0,0,0
65212,37,5.0,125800,2019,1,14,1,1,0,0,0
65213,3,5.5,57000,2019,1,14,1,0,1,0,0
65214,42,6.0,55000,2019,1,14,1,0,1,0,0
65216,38,6.0,40000,2019,1,14,1,0,0,1,0
65230,24,3.0,40300,2019,1,15,1,1,0,0,0
65231,3,3.2,35000,2019,1,15,1,1,0,0,0
65232,112,3.5,54800,2019,1,15,1,1,0,0,0
65233,60,4.0,68000,2019,1,15,1,1,0,0,0
65234,1,4.2,55000,2019,1,15,1,1,0,0,0
65235,102,4.5,78600,2019,1,15,1,1,0,0,0
65236,99,5.0,105600,2019,1,15,1,1,0,0,0
65237,2,10.0,30000,2019,1,15,1,1,0,0,0
65241,24,5.0,41300,2019,1,15,1,0,1,0,0
65242,3,5.5,50000,2019,1,15,1,0,1,0,0
65243,25,6.0,47000,2019,1,15,1,0,1,0,0
65244,5,6.5,42000,2019,1,15,1,0,1,0,0
65249,44,3.0,33600,2019,1,16,1,1,0,0,0
65250,133,3.5,46500,2019,1,16,1,1,0,0,0
65251,46,4.0,65700,2019,1,16,1,1,0,0,0
65252,82,4.5,73600,2019,1,16,1,1,0,0,0
65253,82,5.0,96300,2019,1,16,1,1,0,0,0
65261,3,5.0,32000,2019,1,16,1,0,1,0,0
65262,13,5.5,44600,2019,1,16,1,0,1,0,0
65263,20,6.0,47000,2019,1,16,1,0,1,0,0
65264,2,6.5,35000,2019,1,16,1,0,1,0,0
65268,57,3.5,48100,2019,1,17,1,1,0,0,0
65269,5,4.0,63000,2019,1,17,1,1,0,0,0
65270,35,4.5,71400,2019,1,17,1,1,0,0,0
65271,19,5.0,110700,2019,1,17,1,1,0,0,0
65273,4,5.0,33000,2019,1,17,1,0,1,0,0
65274,28,5.5,45000,2019,1,17,1,0,1,0,0
65275,10,6.0,48000,2019,1,17,1,0,1,0,0
65283,7,5.0,157100,2019,1,17,1,0,0,0,1
65303,55,3.5,55400,2019,1,18,1,1,0,0,0
65304,2,4.5,105000,2019,1,18,1,1,0,0,0
65305,12,5.0,130000,2019,1,18,1,1,0,0,0
65306,1,3.3,60000,2019,1,19,1,1,0,0,0
65307,74,3.5,50600,2019,1,19,1,1,0,0,0
65308,10,4.0,84500,2019,1,19,1,1,0,0,0
65309,1,4.3,120000,2019,1,19,1,1,0,0,0
65310,33,4.5,106100,2019,1,19,1,1,0,0,0
65311,38,5.0,124500,2019,1,19,1,1,0,0,0
65312,1,6.5,150000,2019,1,19,1,1,0,0,0
65314,10,5.5,55000,2019,1,19,1,0,1,0,0
65315,35,6.0,61100,2019,1,19,1,0,1,0,0
65317,30,6.0,42000,2019,1,19,1,0,0,1,0
65324,17,5.0,157400,2019,1,19,1,0,0,0,1
65327,16,3.0,48400,2019,1,21,1,1,0,0,0
65328,81,3.5,55700,2019,1,21,1,1,0,0,0
65329,41,4.0,71200,2019,1,21,1,1,0,0,0
65330,47,4.5,89900,2019,1,21,1,1,0,0,0
65331,73,5.0,115700,2019,1,21,1,1,0,0,0
65337,4,5.5,45000,2019,1,21,1,0,1,0,0
65338,40,6.0,51000,2019,1,21,1,0,1,0,0
65339,15,10.0,50000,2019,1,21,1,0,1,0,0
65341,1,5.0,18000,2019,1,21,1,0,0,1,0
65342,40,6.0,37000,2019,1,21,1,0,0,1,0
65351,15,3.0,33400,2019,1,22,1,1,0,0,0
65352,40,3.5,53600,2019,1,22,1,1,0,0,0
65353,10,4.0,83000,2019,1,22,1,1,0,0,0
65354,19,4.5,105100,2019,1,22,1,1,0,0,0
65355,39,5.0,119100,2019,1,22,1,1,0,0,0
65356,45,6.0,54000,2019,1,22,1,0,1,0,0
65359,45,6.0,33000,2019,1,22,1,0,0,1,0
65373,48,3.5,51900,2019,1,23,1,1,0,0,0
65374,8,4.0,82500,2019,1,23,1,1,0,0,0
65375,24,4.5,99000,2019,1,23,1,1,0,0,0
65376,38,5.0,132100,2019,1,23,1,1,0,0,0
65378,4,5.0,35000,2019,1,23,1,0,1,0,0
65379,12,5.5,47000,2019,1,23,1,0,1,0,0
65380,36,6.0,54900,2019,1,23,1,0,1,0,0
65381,34,6.0,35000,2019,1,23,1,0,0,1,0
65388,3,3.0,45000,2019,1,24,1,1,0,0,0
65389,54,3.5,64400,2019,1,24,1,1,0,0,0
65390,12,4.0,84300,2019,1,24,1,1,0,0,0
65391,4,4.5,125000,2019,1,24,1,1,0,0,0
65392,28,5.0,126900,2019,1,24,1,1,0,0,0
65393,1,5.0,48000,2019,1,24,1,0,1,0,0
65395,25,6.0,41800,2019,1,24,1,0,0,1,0
65412,27,3.5,70000,2019,1,25,1,1,0,0,0
65413,33,4.5,112600,2019,1,25,1,1,0,0,0
65414,47,5.0,135700,2019,1,25,1,1,0,0,0
65417,15,6.0,43000,2019,1,25,1,0,0,1,0
65423,10,5.0,200000,2019,1,25,1,0,0,0,1
65431,20,3.0,51100,2019,1,26,1,1,0,0,0
65432,66,3.5,74800,2019,1,26,1,1,0,0,0
65433,29,4.0,107900,2019,1,26,1,1,0,0,0
65434,35,4.5,129700,2019,1,26,1,1,0,0,0
65435,48,5.0,152100,2019,1,26,1,1,0,0,0
65436,8,10.0,40000,2019,1,26,1,1,0,0,0
65438,4,5.0,53000,2019,1,26,1,0,1,0,0
65439,2,5.5,60000,2019,1,26,1,0,1,0,0
65440,10,8.0,50000,2019,1,26,1,0,1,0,0
65442,17,6.0,47000,2019,1,26,1,0,0,1,0
65449,67,3.0,47200,2019,1,28,1,1,0,0,0
65450,102,3.5,71800,2019,1,28,1,1,0,0,0
65451,30,4.0,97500,2019,1,28,1,1,0,0,0
65452,41,4.5,111200,2019,1,28,1,1,0,0,0
65453,1,4.9,142000,2019,1,28,1,1,0,0,0
65454,56,5.0,136900,2019,1,28,1,1,0,0,0
65459,6,5.0,40000,2019,1,28,1,0,1,0,0
65460,13,5.5,49100,2019,1,28,1,0,1,0,0
65461,24,6.0,55000,2019,1,28,1,0,1,0,0
65463,30,6.0,42000,2019,1,28,1,0,0,1,0
65469,8,3.0,55000,2019,1,29,1,1,0,0,0
65470,61,3.5,72700,2019,1,29,1,1,0,0,0
65471,21,4.0,102100,2019,1,29,1,1,0,0,0
65472,61,4.5,113100,2019,1,29,1,1,0,0,0
65473,55,5.0,148300,2019,1,29,1,1,0,0,0
65476,38,6.0,59700,2019,1,29,1,0,1,0,0
65477,11,8.0,52000,2019,1,29,1,0,1,0,0
65479,25,6.0,40000,2019,1,29,1,0,0,1,0
65482,1,3.3,150000,2019,1,29,1,0,0,0,1
65486,15,3.0,50000,2019,1,30,1,1,0,0,0
65487,53,3.5,69500,2019,1,30,1,1,0,0,0
65488,22,4.0,106000,2019,1,30,1,1,0,0,0
65489,45,4.5,116300,2019,1,30,1,1,0,0,0
65490,27,5.0,151000,2019,1,30,1,1,0,0,0
65494,8,5.5,50000,2019,1,30,1,0,1,0,0
65495,40,6.0,57000,2019,1,30,1,0,1,0,0
65499,25,6.0,37000,2019,1,30,1,0,0,1,0
65508,20,3.0,42800,2019,1,31,1,1,0,0,0
65509,1,3.3,60000,2019,1,31,1,1,0,0,0
65510,57,3.5,65000,2019,1,31,1,1,0,0,0
65511,7,4.0,91400,2019,1,31,1,1,0,0,0
65512,33,4.5,104800,2019,1,31,1,1,0,0,0
65513,66,5.0,133500,2019,1,31,1,1,0,0,0
65516,4,5.5,50000,2019,1,31,1,0,1,0,0
65517,40,6.0,54500,2019,1,31,1,0,1,0,0
65518,6,8.0,52000,2019,1,31,1,0,1,0,0
65526,36,3.5,78900,2019,2,1,1,1,0,0,0
65527,28,4.5,138200,2019,2,1,1,1,0,0,0
65528,18,5.0,162900,2019,2,1,1,1,0,0,0
65529,15,6.0,45000,2019,2,1,1,0,0,1,0
