amount,weight,avg_price,yyyy,mm,dd,origin_제주도,standard_10미,standard_20미,standard_25미,standard_5미
78109,65,3.5,65300,2021,7,8,1,1,0,0,0
78110,16,4.0,113100,2021,7,8,1,1,0,0,0
78111,1,4.2,60000,2021,7,8,1,1,0,0,0
78112,26,4.5,134800,2021,7,8,1,1,0,0,0
78113,10,5.0,186500,2021,7,8,1,1,0,0,0
78115,20,5.2,50000,2021,7,8,1,0,1,0,0
78116,4,6.0,70000,2021,7,8,1,0,1,0,0
78117,40,6.0,47000,2021,7,8,1,0,0,1,0
78125,54,3.0,40000,2021,7,9,1,1,0,0,0
78126,66,3.5,61600,2021,7,9,1,1,0,0,0
78127,17,4.0,102600,2021,7,9,1,1,0,0,0
78128,20,4.5,129000,2021,7,9,1,1,0,0,0
78129,15,5.0,172100,2021,7,9,1,1,0,0,0
78131,8,5.2,50000,2021,7,9,1,0,1,0,0
78132,4,6.0,70000,2021,7,9,1,0,1,0,0
78133,35,6.0,44100,2021,7,9,1,0,0,1,0
78137,2,5.0,220000,2021,7,9,1,0,0,0,1
78144,21,3.0,42700,2021,7,10,1,1,0,0,0
78145,91,3.5,51600,2021,7,10,1,1,0,0,0
78146,29,4.0,82000,2021,7,10,1,1,0,0,0
78147,35,4.5,115800,2021,7,10,1,1,0,0,0
78148,19,5.0,167400,2021,7,10,1,1,0,0,0
78150,75,5.5,58000,2021,7,10,1,0,1,0,0
78151,1,6.0,68000,2021,7,10,1,0,1,0,0
78154,34,6.0,48000,2021,7,10,1,0,0,1,0
78160,1,3.0,110000,2021,7,10,1,0,0,0,1
78161,1,5.0,220000,2021,7,10,1,0,0,0,1
78163,46,3.0,32400,2021,7,12,1,1,0,0,0
78164,1,3.3,15000,2021,7,12,1,1,0,0,0
78165,160,3.5,45000,2021,7,12,1,1,0,0,0
78166,67,4.0,75300,2021,7,12,1,1,0,0,0
78167,1,4.3,61000,2021,7,12,1,1,0,0,0
78168,59,4.5,94900,2021,7,12,1,1,0,0,0
78169,32,5.0,155200,2021,7,12,1,1,0,0,0
78175,98,5.5,42600,2021,7,12,1,0,1,0,0
78176,31,6.0,55000,2021,7,12,1,0,1,0,0
78177,79,6.2,51500,2021,7,12,1,0,1,0,0
78178,1,6.5,65000,2021,7,12,1,0,1,0,0
78179,86,6.0,30900,2021,7,12,1,0,0,1,0
78184,42,3.0,30300,2021,7,13,1,1,0,0,0
78185,113,3.5,44900,2021,7,13,1,1,0,0,0
78186,37,4.0,64300,2021,7,13,1,1,0,0,0
78187,31,4.5,93800,2021,7,13,1,1,0,0,0
78188,18,5.0,140400,2021,7,13,1,1,0,0,0
78190,2,5.2,33000,2021,7,13,1,0,1,0,0
78191,49,5.2,33000,2021,7,13,1,0,1,0,0
78192,1,5.2,33000,2021,7,13,1,0,1,0,0
78193,1,5.3,33000,2021,7,13,1,0,1,0,0
78194,3,5.3,33000,2021,7,13,1,0,1,0,0
78195,2,5.3,33000,2021,7,13,1,0,1,0,0
78196,1,5.3,33000,2021,7,13,1,0,1,0,0
78197,1,5.4,33000,2021,7,13,1,0,1,0,0
78198,1,5.4,33000,2021,7,13,1,0,1,0,0
78199,36,6.0,50000,2021,7,13,1,0,1,0,0
78200,1,5.8,20000,2021,7,13,1,0,0,1,0
78201,19,6.0,35000,2021,7,13,1,0,0,1,0
78203,54,3.0,28700,2021,7,14,1,1,0,0,0
78204,151,3.5,37400,2021,7,14,1,1,0,0,0
78205,82,4.0,47300,2021,7,14,1,1,0,0,0
78206,35,4.5,86200,2021,7,14,1,1,0,0,0
78207,17,5.0,139700,2021,7,14,1,1,0,0,0
78209,25,6.0,42000,2021,7,14,1,0,1,0,0
78210,7,6.5,60000,2021,7,14,1,0,1,0,0
78211,8,7.0,52000,2021,7,14,1,0,1,0,0
78213,25,6.0,28000,2021,7,14,1,0,0,1,0
78222,19,3.0,30500,2021,7,15,1,1,0,0,0
78223,28,3.5,43300,2021,7,15,1,1,0,0,0
78224,9,4.0,66900,2021,7,15,1,1,0,0,0
78225,14,4.5,93200,2021,7,15,1,1,0,0,0
78226,12,5.0,135900,2021,7,15,1,1,0,0,0
78227,20,5.2,35100,2021,7,15,1,0,1,0,0
78228,31,6.0,51000,2021,7,15,1,0,1,0,0
78229,5,6.0,28000,2021,7,15,1,0,0,1,0
78231,1,5.0,185000,2021,7,15,1,0,0,0,1
78238,19,3.0,34900,2021,7,16,1,1,0,0,0
78239,65,3.5,49500,2021,7,16,1,1,0,0,0
78240,26,4.0,79800,2021,7,16,1,1,0,0,0
78241,37,4.5,95000,2021,7,16,1,1,0,0,0
78242,1,4.8,115000,2021,7,16,1,1,0,0,0
78243,27,5.0,136900,2021,7,16,1,1,0,0,0
78244,1,5.8,200000,2021,7,16,1,1,0,0,0
78246,11,5.2,38000,2021,7,16,1,0,1,0,0
78247,34,6.0,56300,2021,7,16,1,0,1,0,0
78248,15,6.0,36400,2021,7,16,1,0,0,1,0
78261,24,3.0,32700,2021,7,17,1,1,0,0,0
78262,106,3.5,43400,2021,7,17,1,1,0,0,0
78263,48,4.0,68800,2021,7,17,1,1,0,0,0
78264,47,4.5,83400,2021,7,17,1,1,0,0,0
78265,24,5.0,118600,2021,7,17,1,1,0,0,0
78268,19,5.2,40500,2021,7,17,1,0,1,0,0
78269,30,6.0,55000,2021,7,17,1,0,1,0,0
78270,6,6.5,60000,2021,7,17,1,0,1,0,0
78271,13,6.0,35300,2021,7,17,1,0,0,1,0
78272,6,3.0,33000,2021,7,19,1,1,0,0,0
78273,109,3.5,44900,2021,7,19,1,1,0,0,0
78274,6,4.0,82000,2021,7,19,1,1,0,0,0
78275,16,4.5,95300,2021,7,19,1,1,0,0,0
78276,14,5.0,122100,2021,7,19,1,1,0,0,0
78277,30,5.2,42500,2021,7,19,1,0,1,0,0
78278,39,6.0,57000,2021,7,19,1,0,1,0,0
78279,21,6.0,39300,2021,7,19,1,0,0,1,0
78282,26,3.5,59400,2021,7,20,1,1,0,0,0
78283,10,4.0,84000,2021,7,20,1,1,0,0,0
78284,10,4.5,103000,2021,7,20,1,1,0,0,0
78285,8,5.0,135000,2021,7,20,1,1,0,0,0
78286,41,5.2,47000,2021,7,20,1,0,1,0,0
78287,20,6.0,67000,2021,7,20,1,0,1,0,0
78289,6,5.5,45000,2021,7,20,1,0,0,1,0
78290,51,6.0,30200,2021,7,20,1,0,0,1,0
78294,2,5.0,205000,2021,7,20,1,0,0,0,1
78300,17,3.0,33800,2021,7,21,1,1,0,0,0
78301,78,3.5,55700,2021,7,21,1,1,0,0,0
78302,30,4.0,81400,2021,7,21,1,1,0,0,0
78303,25,4.5,90800,2021,7,21,1,1,0,0,0
78304,13,5.0,135400,2021,7,21,1,1,0,0,0
78305,47,5.2,37000,2021,7,21,1,0,1,0,0
78306,25,6.0,58000,2021,7,21,1,0,1,0,0
78307,4,6.5,71300,2021,7,21,1,0,1,0,0
78308,35,6.0,32000,2021,7,21,1,0,0,1,0
78309,23,3.0,32600,2021,7,22,1,1,0,0,0
78310,182,3.5,42100,2021,7,22,1,1,0,0,0
78311,68,4.0,59100,2021,7,22,1,1,0,0,0
78312,13,4.5,72700,2021,7,22,1,1,0,0,0
78313,10,5.0,110000,2021,7,22,1,1,0,0,0
78314,8,5.2,35000,2021,7,22,1,0,1,0,0
78315,26,6.0,50200,2021,7,22,1,0,1,0,0
78316,18,6.0,34700,2021,7,22,1,0,0,1,0
78320,2,5.0,220000,2021,7,22,1,0,0,0,1
78326,70,3.5,46100,2021,7,23,1,1,0,0,0
78327,8,4.0,83800,2021,7,23,1,1,0,0,0
78328,8,4.5,78000,2021,7,23,1,1,0,0,0
78329,3,5.0,140000,2021,7,23,1,1,0,0,0
78330,27,6.0,55000,2021,7,23,1,0,1,0,0
78331,10,6.0,40000,2021,7,23,1,0,0,1,0
78334,1,5.0,210000,2021,7,23,1,0,0,0,1
78337,73,3.5,51300,2021,7,24,1,1,0,0,0
78338,7,4.0,83300,2021,7,24,1,1,0,0,0
78339,6,4.5,125000,2021,7,24,1,1,0,0,0
78340,15,5.2,46300,2021,7,24,1,0,1,0,0
78341,1,6.0,25000,2021,7,24,1,0,0,1,0
78343,2,3.0,55000,2021,7,26,1,1,0,0,0
78344,1,5.2,60000,2021,7,26,1,0,1,0,0
78349,10,3.0,59500,2021,7,27,1,1,0,0,0
78350,2,3.5,90000,2021,7,27,1,1,0,0,0
78351,6,4.0,123300,2021,7,27,1,1,0,0,0
78352,3,4.5,153300,2021,7,27,1,1,0,0,0
78353,1,5.0,225000,2021,7,27,1,1,0,0,0
78354,7,5.2,65000,2021,7,27,1,0,1,0,0
78355,3,6.0,56700,2021,7,27,1,0,0,1,0
78361,7,5.0,110000,2021,7,27,1,0,0,0,1
78366,27,3.0,50900,2021,7,28,1,1,0,0,0
78367,51,3.5,78400,2021,7,28,1,1,0,0,0
78368,10,4.0,108000,2021,7,28,1,1,0,0,0
78369,15,4.5,131300,2021,7,28,1,1,0,0,0
78370,5,5.0,176000,2021,7,28,1,1,0,0,0
78373,1,5.2,55000,2021,7,28,1,0,1,0,0
78374,18,6.0,46900,2021,7,28,1,0,0,1,0
78376,1,5.0,250000,2021,7,28,1,0,0,0,1
78385,29,3.0,46300,2021,7,29,1,1,0,0,0
78386,154,3.5,60100,2021,7,29,1,1,0,0,0
78387,36,4.0,88600,2021,7,29,1,1,0,0,0
78388,2,4.2,130000,2021,7,29,1,1,0,0,0
78389,30,4.5,105300,2021,7,29,1,1,0,0,0
78390,6,5.0,173300,2021,7,29,1,1,0,0,0
78391,1,5.2,170000,2021,7,29,1,1,0,0,0
78397,29,5.2,50000,2021,7,29,1,0,1,0,0
78398,12,6.5,100000,2021,7,29,1,0,1,0,0
78399,58,6.0,32700,2021,7,29,1,0,0,1,0
78405,38,3.0,42400,2021,7,30,1,1,0,0,0
78406,91,3.5,50800,2021,7,30,1,1,0,0,0
78407,15,3.7,55000,2021,7,30,1,1,0,0,0
78408,23,4.0,77600,2021,7,30,1,1,0,0,0
78409,35,4.5,97100,2021,7,30,1,1,0,0,0
78410,21,5.0,141300,2021,7,30,1,1,0,0,0
78413,2,5.0,48000,2021,7,30,1,0,1,0,0
78414,36,5.2,48500,2021,7,30,1,0,1,0,0
78415,4,5.5,55000,2021,7,30,1,0,1,0,0
78416,15,6.0,75000,2021,7,30,1,0,1,0,0
78417,7,6.0,40000,2021,7,30,1,0,0,1,0
78418,1,7.0,70000,2021,7,30,1,0,0,1,0
78419,7,5.0,201400,2021,7,30,1,0,0,0,1
78422,36,3.0,37300,2021,8,2,1,1,0,0,0
78423,95,3.5,52800,2021,8,2,1,1,0,0,0
78424,1,3.7,43000,2021,8,2,1,1,0,0,0
78425,1,3.8,43000,2021,8,2,1,1,0,0,0
78426,33,4.0,71100,2021,8,2,1,1,0,0,0
78427,44,4.5,83200,2021,8,2,1,1,0,0,0
78428,19,5.0,130100,2021,8,2,1,1,0,0,0
78438,18,5.2,47000,2021,8,2,1,0,1,0,0
78439,6,5.4,47000,2021,8,2,1,0,1,0,0
78440,11,6.0,40000,2021,8,2,1,0,0,1,0
78446,27,3.0,32300,2021,8,3,1,1,0,0,0
78447,132,3.5,46700,2021,8,3,1,1,0,0,0
78448,67,4.0,59700,2021,8,3,1,1,0,0,0
78449,44,4.5,75200,2021,8,3,1,1,0,0,0
78450,36,5.0,104000,2021,8,3,1,1,0,0,0
78457,50,5.2,37000,2021,8,3,1,0,1,0,0
78458,13,6.0,50000,2021,8,3,1,0,1,0,0
78461,23,3.0,32900,2021,8,4,1,1,0,0,0
78462,102,3.5,47200,2021,8,4,1,1,0,0,0
78463,40,4.0,69800,2021,8,4,1,1,0,0,0
78464,32,4.5,81200,2021,8,4,1,1,0,0,0
78465,26,5.0,120700,2021,8,4,1,1,0,0,0
78475,64,6.0,36600,2021,8,4,1,0,0,1,0
78483,22,3.0,33400,2021,8,5,1,1,0,0,0
78484,123,3.5,48700,2021,8,5,1,1,0,0,0
78485,16,3.8,47000,2021,8,5,1,1,0,0,0
78486,42,4.0,68100,2021,8,5,1,1,0,0,0
78487,36,4.5,82000,2021,8,5,1,1,0,0,0
78488,17,5.0,125900,2021,8,5,1,1,0,0,0
78489,1,5.5,130000,2021,8,5,1,1,0,0,0
78490,3,6.0,38000,2021,8,5,1,1,0,0,0
78493,51,5.2,33700,2021,8,5,1,0,1,0,0
78494,9,6.5,60000,2021,8,5,1,0,1,0,0
78496,90,6.0,23100,2021,8,5,1,0,0,1,0
78499,5,5.0,182000,2021,8,5,1,0,0,0,1
78502,32,3.0,33100,2021,8,6,1,1,0,0,0
78503,167,3.5,46900,2021,8,6,1,1,0,0,0
78504,1,3.6,42000,2021,8,6,1,1,0,0,0
78505,2,3.8,48500,2021,8,6,1,1,0,0,0
78506,93,4.0,62300,2021,8,6,1,1,0,0,0
78507,57,4.5,88700,2021,8,6,1,1,0,0,0
78508,28,5.0,122000,2021,8,6,1,1,0,0,0
78517,11,5.0,41400,2021,8,6,1,0,1,0,0
78518,30,5.2,33000,2021,8,6,1,0,1,0,0
78525,1,3.0,30000,2021,8,7,1,1,0,0,0
78526,114,3.5,45600,2021,8,7,1,1,0,0,0
78527,14,3.8,52000,2021,8,7,1,1,0,0,0
78528,86,4.0,60900,2021,8,7,1,1,0,0,0
78529,59,4.5,83500,2021,8,7,1,1,0,0,0
78530,25,5.0,140900,2021,8,7,1,1,0,0,0
78531,1,5.2,135000,2021,8,7,1,1,0,0,0
78537,6,5.0,36000,2021,8,7,1,0,1,0,0
78538,30,5.2,32400,2021,8,7,1,0,1,0,0
78539,3,6.0,55000,2021,8,7,1,0,1,0,0
78540,2,6.2,70000,2021,8,7,1,0,1,0,0
78544,3,3.0,33300,2021,8,9,1,1,0,0,0
78545,129,3.5,48400,2021,8,9,1,1,0,0,0
78546,71,4.0,63300,2021,8,9,1,1,0,0,0
78547,50,4.5,86500,2021,8,9,1,1,0,0,0
78548,25,5.0,130800,2021,8,9,1,1,0,0,0
78551,20,5.2,36000,2021,8,9,1,0,1,0,0
78552,21,6.0,57000,2021,8,9,1,0,1,0,0
78554,60,6.0,36200,2021,8,9,1,0,0,1,0
78556,3,5.0,156700,2021,8,9,1,0,0,0,1
78569,3,3.0,37000,2021,8,10,1,1,0,0,0
78570,95,3.5,52400,2021,8,10,1,1,0,0,0
78571,60,4.0,70700,2021,8,10,1,1,0,0,0
78572,49,4.5,94900,2021,8,10,1,1,0,0,0
78573,17,5.0,141500,2021,8,10,1,1,0,0,0
78576,5,6.5,70000,2021,8,10,1,0,1,0,0
78578,3,5.0,17000,2021,8,10,1,0,0,1,0
78579,45,6.0,41000,2021,8,10,1,0,0,1,0
78585,2,3.0,37000,2021,8,11,1,1,0,0,0
78586,72,3.5,57500,2021,8,11,1,1,0,0,0
78587,29,4.0,71600,2021,8,11,1,1,0,0,0
78588,48,4.5,91800,2021,8,11,1,1,0,0,0
78589,10,5.0,135600,2021,8,11,1,1,0,0,0
78592,20,5.2,44500,2021,8,11,1,0,1,0,0
78594,50,6.0,44100,2021,8,11,1,0,0,1,0
78601,39,3.0,35800,2021,8,12,1,1,0,0,0
78602,127,3.5,52300,2021,8,12,1,1,0,0,0
78603,75,4.0,68000,2021,8,12,1,1,0,0,0
78604,54,4.5,90200,2021,8,12,1,1,0,0,0
78605,23,5.0,129700,2021,8,12,1,1,0,0,0
78608,1,4.9,30000,2021,8,12,1,0,1,0,0
78609,44,5.2,38000,2021,8,12,1,0,1,0,0
78610,4,6.5,70000,2021,8,12,1,0,1,0,0
78611,22,10.0,35000,2021,8,12,1,0,1,0,0
78613,61,6.0,34300,2021,8,12,1,0,0,1,0
78615,4,5.0,167500,2021,8,12,1,0,0,0,1
78616,1,5.3,100000,2021,8,12,1,0,0,0,1
78622,6,3.0,38000,2021,8,13,1,1,0,0,0
78623,86,3.5,56100,2021,8,13,1,1,0,0,0
78624,38,4.0,68800,2021,8,13,1,1,0,0,0
78625,19,4.5,83200,2021,8,13,1,1,0,0,0
78626,6,5.0,120000,2021,8,13,1,1,0,0,0
78627,55,6.0,41000,2021,8,13,1,0,1,0,0
78629,38,6.0,20100,2021,8,13,1,0,0,1,0
78642,5,3.0,41600,2021,8,14,1,1,0,0,0
78643,91,3.5,61100,2021,8,14,1,1,0,0,0
78644,41,4.0,79400,2021,8,14,1,1,0,0,0
78645,41,4.5,104200,2021,8,14,1,1,0,0,0
78646,12,5.0,172500,2021,8,14,1,1,0,0,0
78647,20,5.2,38000,2021,8,14,1,0,1,0,0
78648,55,6.0,46800,2021,8,14,1,0,1,0,0
78649,23,6.0,20000,2021,8,14,1,0,0,1,0
78658,8,3.0,47500,2021,8,16,1,1,0,0,0
78659,92,3.5,69200,2021,8,16,1,1,0,0,0
78660,43,4.0,98300,2021,8,16,1,1,0,0,0
78661,37,4.5,111800,2021,8,16,1,1,0,0,0
78662,19,5.0,168200,2021,8,16,1,1,0,0,0
78663,36,5.2,40000,2021,8,16,1,0,1,0,0
78664,14,6.5,90000,2021,8,16,1,0,1,0,0
78665,250,6.0,33500,2021,8,16,1,0,0,1,0
78667,1,5.0,260000,2021,8,16,1,0,0,0,1
78679,8,3.0,41300,2021,8,17,1,1,0,0,0
78680,107,3.5,69300,2021,8,17,1,1,0,0,0
78681,72,4.0,89600,2021,8,17,1,1,0,0,0
78682,61,4.5,102100,2021,8,17,1,1,0,0,0
78683,39,5.0,159700,2021,8,17,1,1,0,0,0
78684,34,5.2,30400,2021,8,17,1,0,1,0,0
78685,8,6.5,100000,2021,8,17,1,0,1,0,0
78689,41,6.0,25800,2021,8,17,1,0,0,1,0
78693,4,5.0,248800,2021,8,17,1,0,0,0,1
78698,13,3.0,50700,2021,8,18,1,1,0,0,0
78699,97,3.5,69800,2021,8,18,1,1,0,0,0
78700,39,4.0,94500,2021,8,18,1,1,0,0,0
78701,40,4.5,108300,2021,8,18,1,1,0,0,0
78702,14,5.0,158800,2021,8,18,1,1,0,0,0
78704,8,5.2,47000,2021,8,18,1,0,1,0,0
78705,5,6.5,100000,2021,8,18,1,0,1,0,0
78708,58,6.0,36000,2021,8,18,1,0,0,1,0
78710,2,5.0,250000,2021,8,18,1,0,0,0,1
78716,35,3.0,41300,2021,8,19,1,1,0,0,0
78717,142,3.5,57600,2021,8,19,1,1,0,0,0
78718,61,4.0,73900,2021,8,19,1,1,0,0,0
78719,64,4.5,98400,2021,8,19,1,1,0,0,0
78720,31,5.0,151000,2021,8,19,1,1,0,0,0
78721,19,5.2,35000,2021,8,19,1,0,1,0,0
78722,5,6.5,100000,2021,8,19,1,0,1,0,0
78725,75,6.0,38000,2021,8,19,1,0,0,1,0
78729,1,4.2,200000,2021,8,19,1,0,0,0,1
78730,4,5.0,242500,2021,8,19,1,0,0,0,1
78744,17,3.0,41200,2021,8,20,1,1,0,0,0
78745,128,3.5,54400,2021,8,20,1,1,0,0,0
78746,44,4.0,72100,2021,8,20,1,1,0,0,0
78747,47,4.5,94600,2021,8,20,1,1,0,0,0
78748,16,5.0,142500,2021,8,20,1,1,0,0,0
78752,30,5.2,38000,2021,8,20,1,0,1,0,0
78753,69,6.0,34600,2021,8,20,1,0,0,1,0
78760,78,3.0,36200,2021,8,21,1,1,0,0,0
78761,1,3.2,40000,2021,8,21,1,1,0,0,0
78762,144,3.5,50400,2021,8,21,1,1,0,0,0
78763,56,4.0,66000,2021,8,21,1,1,0,0,0
78764,53,4.5,87400,2021,8,21,1,1,0,0,0
78765,25,5.0,132500,2021,8,21,1,1,0,0,0
78767,20,5.2,40000,2021,8,21,1,0,1,0,0
78768,10,6.5,80000,2021,8,21,1,0,1,0,0
78769,31,6.0,38400,2021,8,21,1,0,0,1,0
78773,4,5.0,250000,2021,8,21,1,0,0,0,1
78777,26,3.0,42600,2021,8,23,1,1,0,0,0
78778,63,3.5,67500,2021,8,23,1,1,0,0,0
78779,35,4.0,82100,2021,8,23,1,1,0,0,0
78780,41,4.5,104200,2021,8,23,1,1,0,0,0
78781,26,5.0,141800,2021,8,23,1,1,0,0,0
78783,43,5.2,35100,2021,8,23,1,0,1,0,0
78784,35,6.0,70000,2021,8,23,1,0,1,0,0
78785,9,6.5,90000,2021,8,23,1,0,1,0,0
78786,71,6.0,35400,2021,8,23,1,0,0,1,0
78787,34,8.0,35000,2021,8,23,1,0,0,1,0
78792,2,5.0,225000,2021,8,23,1,0,0,0,1
78797,8,3.0,47000,2021,8,24,1,1,0,0,0
78798,80,3.5,66300,2021,8,24,1,1,0,0,0
78799,47,4.0,90500,2021,8,24,1,1,0,0,0
78800,58,4.5,115600,2021,8,24,1,1,0,0,0
78801,24,5.0,173800,2021,8,24,1,1,0,0,0
78802,20,5.2,40000,2021,8,24,1,0,1,0,0
78803,2,6.0,70000,2021,8,24,1,0,1,0,0
78804,5,6.5,100000,2021,8,24,1,0,1,0,0
78810,30,3.5,62000,2021,8,25,1,1,0,0,0
78811,13,4.5,98000,2021,8,25,1,1,0,0,0
78812,8,5.0,126800,2021,8,25,1,1,0,0,0
78814,18,5.2,42000,2021,8,25,1,0,1,0,0
78817,14,3.0,50000,2021,8,26,1,1,0,0,0
78818,59,3.5,66200,2021,8,26,1,1,0,0,0
78819,21,4.0,93500,2021,8,26,1,1,0,0,0
78820,35,4.5,129700,2021,8,26,1,1,0,0,0
78821,4,5.0,178800,2021,8,26,1,1,0,0,0
78822,10,5.2,45000,2021,8,26,1,0,1,0,0
78823,2,6.5,90000,2021,8,26,1,0,1,0,0
78825,115,6.0,34900,2021,8,26,1,0,0,1,0
78827,1,5.0,250000,2021,8,26,1,0,0,0,1
78833,12,3.0,52800,2021,8,27,1,1,0,0,0
78834,142,3.5,66100,2021,8,27,1,1,0,0,0
78835,26,4.0,94800,2021,8,27,1,1,0,0,0
78836,58,4.5,121100,2021,8,27,1,1,0,0,0
78837,31,5.0,164700,2021,8,27,1,1,0,0,0
78846,4,6.5,100000,2021,8,27,1,0,1,0,0
78849,67,6.0,40000,2021,8,27,1,0,0,1,0
78854,17,3.0,50500,2021,8,28,1,1,0,0,0
78855,115,3.5,67100,2021,8,28,1,1,0,0,0
78856,54,4.0,92900,2021,8,28,1,1,0,0,0
78857,50,4.5,118800,2021,8,28,1,1,0,0,0
78858,17,5.0,171800,2021,8,28,1,1,0,0,0
78865,1,4.7,70000,2021,8,28,1,0,1,0,0
78866,5,5.0,50000,2021,8,28,1,0,1,0,0
78867,5,6.5,100000,2021,8,28,1,0,1,0,0
78869,55,6.0,52900,2021,8,28,1,0,0,1,0
78875,26,3.0,48200,2021,8,30,1,1,0,0,0
78876,119,3.5,68100,2021,8,30,1,1,0,0,0
78877,32,4.0,90500,2021,8,30,1,1,0,0,0
78878,49,4.5,112600,2021,8,30,1,1,0,0,0
78879,27,5.0,159600,2021,8,30,1,1,0,0,0
78882,20,5.2,50000,2021,8,30,1,0,1,0,0
78883,16,6.0,75000,2021,8,30,1,0,1,0,0
78884,54,8.0,50000,2021,8,30,1,0,1,0,0
78886,71,6.0,47000,2021,8,30,1,0,0,1,0
78894,8,3.0,50000,2021,8,31,1,1,0,0,0
78895,105,3.5,66100,2021,8,31,1,1,0,0,0
78896,66,4.0,80200,2021,8,31,1,1,0,0,0
78897,86,4.5,111800,2021,8,31,1,1,0,0,0
78898,49,5.0,160900,2021,8,31,1,1,0,0,0
78904,14,5.2,45000,2021,8,31,1,0,1,0,0
78905,18,6.0,70000,2021,8,31,1,0,1,0,0
78907,57,6.0,45500,2021,8,31,1,0,0,1,0
78914,32,3.0,47400,2021,9,1,1,1,0,0,0
78915,99,3.5,61600,2021,9,1,1,1,0,0,0
78916,39,4.0,79100,2021,9,1,1,1,0,0,0
78917,1,4.3,63000,2021,9,1,1,1,0,0,0
78918,68,4.5,104400,2021,9,1,1,1,0,0,0
78919,31,5.0,132700,2021,9,1,1,1,0,0,0
78920,2,5.2,80500,2021,9,1,1,1,0,0,0
78927,62,5.0,44800,2021,9,1,1,0,1,0,0
78928,35,5.2,46500,2021,9,1,1,0,1,0,0
78929,22,6.0,65000,2021,9,1,1,0,1,0,0
78930,4,6.5,100000,2021,9,1,1,0,1,0,0
78933,36,3.0,45800,2021,9,2,1,1,0,0,0
78934,103,3.5,55400,2021,9,2,1,1,0,0,0
78935,54,4.0,75900,2021,9,2,1,1,0,0,0
78936,60,4.5,98500,2021,9,2,1,1,0,0,0
78937,36,5.0,144900,2021,9,2,1,1,0,0,0
78938,1,5.3,40000,2021,9,2,1,1,0,0,0
78944,63,5.0,35500,2021,9,2,1,0,1,0,0
78945,1,5.4,40000,2021,9,2,1,0,1,0,0
78946,15,6.0,56000,2021,9,2,1,0,1,0,0
78947,12,5.0,18000,2021,9,2,1,0,0,1,0
78948,28,5.5,43000,2021,9,2,1,0,0,1,0
78949,44,6.0,35000,2021,9,2,1,0,0,1,0
78950,8,6.5,85000,2021,9,2,1,0,0,1,0
78954,2,3.0,55000,2021,9,3,1,1,0,0,0
78955,31,3.5,70100,2021,9,3,1,1,0,0,0
78956,1,3.8,62000,2021,9,3,1,1,0,0,0
78957,7,4.0,100000,2021,9,3,1,1,0,0,0
78958,23,4.5,115000,2021,9,3,1,1,0,0,0
78959,6,5.0,158000,2021,9,3,1,1,0,0,0
78965,21,5.0,39400,2021,9,3,1,0,1,0,0
78966,46,5.2,25000,2021,9,3,1,0,1,0,0
78967,22,6.0,65000,2021,9,3,1,0,1,0,0
78969,17,5.0,23000,2021,9,3,1,0,0,1,0
78970,35,5.5,40000,2021,9,3,1,0,0,1,0
78971,60,6.0,37000,2021,9,3,1,0,0,1,0
78973,40,3.0,50300,2021,9,4,1,1,0,0,0
78974,117,3.5,70200,2021,9,4,1,1,0,0,0
78975,75,4.0,89300,2021,9,4,1,1,0,0,0
78976,58,4.5,130000,2021,9,4,1,1,0,0,0
78977,37,5.0,165000,2021,9,4,1,1,0,0,0
78980,23,5.2,32000,2021,9,4,1,0,1,0,0
78981,3,6.0,75000,2021,9,4,1,0,1,0,0
78982,3,6.5,95000,2021,9,4,1,0,1,0,0
78984,52,6.0,36500,2021,9,4,1,0,0,1,0
78985,4,10.0,30000,2021,9,4,1,0,0,1,0
78990,5,5.0,290000,2021,9,4,1,0,0,0,1
78996,21,3.0,54200,2021,9,6,1,1,0,0,0
78997,50,3.5,79600,2021,9,6,1,1,0,0,0
78998,9,4.0,118000,2021,9,6,1,1,0,0,0
78999,30,4.5,142000,2021,9,6,1,1,0,0,0
79000,19,5.0,170300,2021,9,6,1,1,0,0,0
79001,1,5.2,48000,2021,9,6,1,1,0,0,0
79002,1,8.0,50000,2021,9,6,1,1,0,0,0
79005,19,5.2,44600,2021,9,6,1,0,1,0,0
79006,36,6.0,77000,2021,9,6,1,0,1,0,0
79008,70,5.5,37000,2021,9,6,1,0,0,1,0
79009,67,6.0,36100,2021,9,6,1,0,0,1,0
79018,33,3.0,56000,2021,9,7,1,1,0,0,0
79019,98,3.5,71300,2021,9,7,1,1,0,0,0
79020,61,4.0,113300,2021,9,7,1,1,0,0,0
79021,72,4.5,130700,2021,9,7,1,1,0,0,0
79022,1,4.7,160000,2021,9,7,1,1,0,0,0
79023,37,5.0,164000,2021,9,7,1,1,0,0,0
79025,17,5.2,47700,2021,9,7,1,0,1,0,0
79026,7,6.0,27000,2021,9,7,1,0,0,1,0
79029,1,3.0,155000,2021,9,7,1,0,0,0,1
79030,5,5.0,294000,2021,9,7,1,0,0,0,1
79041,20,3.0,55600,2021,9,8,1,1,0,0,0
79042,1,3.3,60000,2021,9,8,1,1,0,0,0
79043,88,3.5,68700,2021,9,8,1,1,0,0,0
79044,35,4.0,98200,2021,9,8,1,1,0,0,0
79045,52,4.5,118300,2021,9,8,1,1,0,0,0
79046,30,5.0,165300,2021,9,8,1,1,0,0,0
