수량,중량,평균가,yyyy,mm,dd,산지_부산(기장),산지_제주도,규격_18미,규격_20미,규격_24미,규격_26미,규격_28미,규격_중
50,15.0,60000,2019,2,15,1,0,0,1,0,0,0,0
161,15.0,47900,2019,2,16,1,0,0,1,0,0,0,0
72,10.0,40000,2019,2,18,1,0,0,1,0,0,0,0
280,15.0,42900,2019,2,27,1,0,0,1,0,0,0,0
325,15.0,33800,2019,2,28,1,0,0,1,0,0,0,0
168,10.0,36700,2019,3,1,1,0,0,1,0,0,0,0
147,15.0,40000,2019,3,2,1,0,0,1,0,0,0,0
27,15.0,50000,2019,3,4,1,0,0,1,0,0,0,0
95,15.0,55000,2019,3,5,1,0,0,1,0,0,0,0
40,15.0,60000,2019,3,6,1,0,0,1,0,0,0,0
179,15.0,50000,2019,3,12,1,0,0,1,0,0,0,0
56,15.0,60000,2019,3,16,1,0,0,1,0,0,0,0
167,15.0,40000,2019,3,18,1,0,0,1,0,0,0,0
135,15.0,70300,2019,3,19,1,0,0,1,0,0,0,0
250,15.0,39100,2019,3,20,1,0,0,1,0,0,0,0
694,15.0,39400,2019,3,21,1,0,0,1,0,0,0,0
165,15.0,41200,2019,3,22,1,0,0,1,0,0,0,0
342,15.0,55000,2019,3,27,1,0,0,1,0,0,0,0
311,15.0,38700,2019,3,28,1,0,0,1,0,0,0,0
300,15.0,40000,2019,3,29,1,0,0,1,0,0,0,0
61,15.0,40000,2019,3,30,1,0,0,1,0,0,0,0
200,15.0,38800,2019,4,1,1,0,0,1,0,0,0,0
123,20.0,45000,2019,4,1,1,0,0,1,0,0,0,0
367,15.0,51300,2019,4,5,1,0,0,1,0,0,0,0
797,15.0,37900,2019,4,8,1,0,0,1,0,0,0,0
549,15.0,37200,2019,4,9,1,0,0,1,0,0,0,0
149,15.0,39200,2019,4,11,1,0,0,1,0,0,0,0
64,15.0,50000,2019,4,13,1,0,0,1,0,0,0,0
115,15.0,55000,2019,4,15,1,0,0,1,0,0,0,0
91,15.0,34100,2019,4,16,1,0,0,1,0,0,0,0
97,15.0,30100,2019,4,17,1,0,0,1,0,0,0,0
309,15.0,60000,2019,4,18,1,0,0,1,0,0,0,0
24,15.0,45000,2019,4,19,1,0,0,1,0,0,0,0
28,15.0,55000,2019,7,1,1,0,0,1,0,0,0,0
50,15.0,50000,2019,12,7,1,0,0,1,0,0,0,0
35,15.0,78000,2019,12,11,1,0,0,1,0,0,0,0
192,15.0,45000,2019,12,23,1,0,0,1,0,0,0,0
5,15.0,110000,2020,1,2,1,0,0,1,0,0,0,0
23,10.0,50000,2020,7,20,1,0,0,1,0,0,0,0
150,15.0,33000,2020,8,3,1,0,0,1,0,0,0,0
40,15.0,40000,2020,8,26,1,0,0,1,0,0,0,0
130,15.0,49800,2020,9,14,1,0,0,1,0,0,0,0
40,15.0,42000,2020,9,17,1,0,0,1,0,0,0,0
32,15.0,50800,2020,10,23,1,0,0,1,0,0,0,0
56,15.0,49000,2020,11,14,1,0,0,1,0,0,0,0
49,15.0,40000,2020,11,17,1,0,0,1,0,0,0,0
43,15.0,35000,2020,12,9,1,0,0,1,0,0,0,0
38,15.0,35000,2020,12,10,1,0,0,1,0,0,0,0
100,15.0,80000,2021,3,18,1,0,0,1,0,0,0,0
50,10.0,21100,2021,5,6,1,0,0,1,0,0,0,0
40,15.0,38000,2021,8,2,1,0,0,1,0,0,0,0
32,15.0,43000,2021,8,4,1,0,0,1,0,0,0,0
50,15.0,37800,2021,8,6,1,0,0,1,0,0,0,0
40,15.0,45000,2021,8,7,1,0,0,1,0,0,0,0
100,15.0,69000,2021,8,17,1,0,0,1,0,0,0,0
52,15.0,44800,2021,8,18,1,0,0,1,0,0,0,0
46,15.0,40000,2021,8,19,1,0,0,1,0,0,0,0
203,15.0,38700,2021,8,20,1,0,0,1,0,0,0,0
26,15.0,73700,2021,8,23,1,0,0,1,0,0,0,0
100,15.0,41300,2021,8,30,1,0,0,1,0,0,0,0
50,15.0,38000,2021,8,31,1,0,0,1,0,0,0,0
50,15.0,35000,2021,9,3,1,0,0,1,0,0,0,0
50,15.0,35000,2021,9,4,1,0,0,1,0,0,0,0
58,15.0,40000,2021,9,6,1,0,0,1,0,0,0,0
107,15.0,45000,2021,9,8,1,0,0,1,0,0,0,0
80,15.0,38800,2021,9,10,1,0,0,1,0,0,0,0
40,15.0,33000,2021,9,11,1,0,0,1,0,0,0,0
90,15.0,37100,2021,9,13,1,0,0,1,0,0,0,0
38,15.0,33000,2021,9,14,1,0,0,1,0,0,0,0
117,15.0,35600,2021,9,15,1,0,0,1,0,0,0,0
53,15.0,33000,2021,9,16,1,0,0,1,0,0,0,0
118,15.0,39300,2021,9,28,1,0,0,1,0,0,0,0
110,15.0,30100,2021,9,29,1,0,0,1,0,0,0,0
34,10.0,33800,2021,9,30,1,0,0,1,0,0,0,0
76,15.0,32300,2021,10,2,1,0,0,1,0,0,0,0
30,15.0,25000,2021,10,6,1,0,0,1,0,0,0,0
78,15.0,27500,2021,10,7,1,0,0,1,0,0,0,0
100,15.0,27000,2021,10,9,1,0,0,1,0,0,0,0
32,15.0,45000,2021,10,14,1,0,0,1,0,0,0,0
27,15.0,65000,2021,10,18,1,0,0,1,0,0,0,0
78,15.0,49600,2021,10,27,1,0,0,1,0,0,0,0
51,15.0,36500,2021,10,28,1,0,0,1,0,0,0,0
88,15.0,33000,2021,10,29,1,0,0,1,0,0,0,0
90,15.0,33900,2021,11,1,1,0,0,1,0,0,0,0
95,15.0,35100,2021,11,3,1,0,0,1,0,0,0,0
73,15.0,38200,2021,11,4,1,0,0,1,0,0,0,0
76,15.0,40700,2021,11,8,1,0,0,1,0,0,0,0
90,15.0,24400,2021,11,9,1,0,0,1,0,0,0,0
39,15.0,35000,2021,11,10,1,0,0,1,0,0,0,0
20,15.0,30000,2021,11,12,1,0,0,1,0,0,0,0
25,15.0,51600,2021,11,18,1,0,0,1,0,0,0,0
30,15.0,37000,2021,12,8,1,0,0,1,0,0,0,0
44,15.0,41000,2021,12,11,1,0,0,1,0,0,0,0
54,15.0,40300,2021,12,15,1,0,0,1,0,0,0,0
19,15.0,40000,2021,12,18,1,0,0,1,0,0,0,0
27,13.0,75000,2017,1,14,0,1,0,1,0,0,0,0
4,13.0,22000,2017,1,16,0,1,0,1,0,0,0,0
4,13.0,26000,2017,1,17,0,1,0,1,0,0,0,0
3,13.0,33000,2017,3,20,0,1,0,1,0,0,0,0
28,13.0,52000,2017,4,18,0,1,0,1,0,0,0,0
3,13.0,30000,2017,4,20,0,1,0,1,0,0,0,0
5,13.0,30000,2017,4,22,0,1,0,1,0,0,0,0
23,10.0,30700,2017,4,24,0,1,0,1,0,0,0,0
70,13.0,26700,2017,4,27,0,1,0,1,0,0,0,0
3,13.0,60000,2017,5,1,0,1,0,1,0,0,0,0
47,13.0,69400,2017,5,5,0,1,0,1,0,0,0,0
43,13.0,80000,2017,5,6,0,1,0,1,0,0,0,0
45,15.0,45000,2017,5,15,0,1,0,1,0,0,0,0
160,15.0,35000,2017,5,18,0,1,0,1,0,0,0,0
15,15.0,70000,2017,5,23,0,1,0,1,0,0,0,0
25,15.0,80000,2017,5,26,0,1,0,1,0,0,0,0
24,10.0,70000,2017,5,29,0,1,0,1,0,0,0,0
20,15.0,60000,2017,5,30,0,1,0,1,0,0,0,0
10,15.0,45000,2017,6,1,0,1,0,1,0,0,0,0
10,15.0,60000,2017,6,3,0,1,0,1,0,0,0,0
55,10.0,8000,2017,6,8,0,1,0,1,0,0,0,0
15,15.0,65000,2017,6,9,0,1,0,1,0,0,0,0
63,15.0,65000,2017,6,10,0,1,0,1,0,0,0,0
3,10.0,38000,2017,6,19,0,1,0,1,0,0,0,0
41,15.0,24000,2017,6,21,0,1,0,1,0,0,0,0
13,10.0,25400,2017,6,26,0,1,0,1,0,0,0,0
10,10.0,10000,2017,6,27,0,1,0,1,0,0,0,0
1,10.0,45000,2017,7,3,0,1,0,1,0,0,0,0
2,15.0,38000,2017,7,10,0,1,0,1,0,0,0,0
60,15.0,60000,2017,7,14,0,1,0,1,0,0,0,0
110,15.0,40000,2017,7,15,0,1,0,1,0,0,0,0
66,15.0,50000,2017,7,17,0,1,0,1,0,0,0,0
136,15.0,44800,2017,7,18,0,1,0,1,0,0,0,0
1,15.0,13000,2017,7,27,0,1,0,1,0,0,0,0
5,10.0,25000,2017,8,1,0,1,0,1,0,0,0,0
1,13.0,22000,2017,8,2,0,1,0,1,0,0,0,0
1,15.0,10000,2017,8,17,0,1,0,1,0,0,0,0
63,15.0,55000,2017,9,8,0,1,0,1,0,0,0,0
62,18.0,50000,2017,10,17,0,1,0,1,0,0,0,0
1,15.0,10000,2017,10,27,0,1,0,1,0,0,0,0
101,18.0,40000,2017,10,30,0,1,0,1,0,0,0,0
11,15.0,26000,2017,12,9,0,1,0,1,0,0,0,0
5,15.0,16000,2017,12,28,0,1,0,1,0,0,0,0
4,15.0,18000,2017,12,29,0,1,0,1,0,0,0,0
2,15.0,25000,2018,1,16,0,1,0,1,0,0,0,0
1,15.0,25000,2018,1,18,0,1,0,1,0,0,0,0
8,15.0,20000,2018,1,25,0,1,0,1,0,0,0,0
36,13.0,55000,2018,3,16,0,1,0,1,0,0,0,0
2,13.0,30000,2018,4,11,0,1,0,1,0,0,0,0
46,15.0,65000,2018,5,7,0,1,0,1,0,0,0,0
59,15.0,70000,2018,5,12,0,1,0,1,0,0,0,0
14,10.0,80000,2018,5,14,0,1,0,1,0,0,0,0
55,15.0,50000,2018,5,16,0,1,0,1,0,0,0,0
1,15.0,45000,2018,5,17,0,1,0,1,0,0,0,0
2,15.0,40000,2018,5,18,0,1,0,1,0,0,0,0
1,15.0,65000,2018,5,30,0,1,0,1,0,0,0,0
1,15.0,65000,2018,5,31,0,1,0,1,0,0,0,0
55,15.0,55000,2018,6,2,0,1,0,1,0,0,0,0
69,15.0,35100,2018,6,4,0,1,0,1,0,0,0,0
252,15.0,33000,2018,6,5,0,1,0,1,0,0,0,0
3,15.0,45000,2018,6,9,0,1,0,1,0,0,0,0
10,25.0,36500,2018,6,11,0,1,0,1,0,0,0,0
23,15.0,18300,2018,6,13,0,1,0,1,0,0,0,0
3,15.0,70000,2018,6,14,0,1,0,1,0,0,0,0
84,15.0,55600,2018,6,15,0,1,0,1,0,0,0,0
35,15.0,80000,2018,6,21,0,1,0,1,0,0,0,0
29,15.0,41700,2018,6,23,0,1,0,1,0,0,0,0
35,10.0,63000,2018,6,25,0,1,0,1,0,0,0,0
10,15.0,46000,2018,6,26,0,1,0,1,0,0,0,0
4,15.0,42000,2018,6,27,0,1,0,1,0,0,0,0
3,15.0,30000,2018,6,28,0,1,0,1,0,0,0,0
6,10.0,50000,2018,6,30,0,1,0,1,0,0,0,0
2,15.0,50000,2018,7,2,0,1,0,1,0,0,0,0
3,13.0,17000,2018,7,12,0,1,0,1,0,0,0,0
2,13.0,25000,2018,7,25,0,1,0,1,0,0,0,0
26,10.0,46300,2018,8,1,0,1,0,1,0,0,0,0
3,13.0,45000,2018,8,2,0,1,0,1,0,0,0,0
19,13.0,18000,2018,8,8,0,1,0,1,0,0,0,0
179,13.0,45000,2018,9,3,0,1,0,1,0,0,0,0
1,13.0,20000,2018,10,2,0,1,0,1,0,0,0,0
1,13.0,10000,2018,10,9,0,1,0,1,0,0,0,0
8,13.0,7000,2018,12,20,0,1,0,1,0,0,0,0
9,13.0,15000,2018,12,25,0,1,0,1,0,0,0,0
27,15.0,6000,2019,3,4,0,1,0,1,0,0,0,0
23,15.0,22000,2019,4,6,0,1,0,1,0,0,0,0
80,15.0,30000,2019,5,6,0,1,0,1,0,0,0,0
20,15.0,55000,2019,5,10,0,1,0,1,0,0,0,0
4,15.0,48000,2019,5,24,0,1,0,1,0,0,0,0
20,15.0,58000,2019,5,30,0,1,0,1,0,0,0,0
2,15.0,40000,2019,6,5,0,1,0,1,0,0,0,0
6,15.0,20000,2019,6,21,0,1,0,1,0,0,0,0
1,10.0,40000,2019,11,15,0,1,0,1,0,0,0,0
25,15.0,18000,2019,11,18,0,1,0,1,0,0,0,0
6,10.0,40000,2020,1,8,0,1,0,1,0,0,0,0
1,15.0,77000,2020,1,22,0,1,0,1,0,0,0,0
28,15.0,74000,2020,2,12,0,1,0,1,0,0,0,0
1,20.0,40000,2020,3,9,0,1,0,1,0,0,0,0
5,15.0,87000,2020,3,14,0,1,0,1,0,0,0,0
2,10.0,36000,2020,3,23,0,1,0,1,0,0,0,0
3,15.0,34700,2020,3,25,0,1,0,1,0,0,0,0
1,15.0,28000,2020,3,27,0,1,0,1,0,0,0,0
4,15.0,55000,2020,3,28,0,1,0,1,0,0,0,0
11,15.0,17000,2020,4,2,0,1,0,1,0,0,0,0
3,15.0,27000,2020,4,3,0,1,0,1,0,0,0,0
6,15.0,38000,2020,4,18,0,1,0,1,0,0,0,0
5,15.0,50000,2020,4,20,0,1,0,1,0,0,0,0
13,15.0,45000,2020,4,21,0,1,0,1,0,0,0,0
6,15.0,36000,2020,4,22,0,1,0,1,0,0,0,0
2,15.0,20000,2020,4,23,0,1,0,1,0,0,0,0
2,15.0,30000,2020,4,24,0,1,0,1,0,0,0,0
1,15.0,42000,2020,4,25,0,1,0,1,0,0,0,0
50,10.0,42000,2020,5,18,0,1,0,1,0,0,0,0
5,10.0,65000,2020,6,9,0,1,0,1,0,0,0,0
10,10.0,40000,2020,6,23,0,1,0,1,0,0,0,0
170,10.0,24500,2020,6,24,0,1,0,1,0,0,0,0
26,10.0,28000,2020,6,27,0,1,0,1,0,0,0,0
1,10.0,35000,2020,7,3,0,1,0,1,0,0,0,0
2,10.0,20000,2020,7,4,0,1,0,1,0,0,0,0
4,10.0,28000,2020,7,6,0,1,0,1,0,0,0,0
1,10.0,43000,2020,7,11,0,1,0,1,0,0,0,0
22,10.0,33000,2020,7,17,0,1,0,1,0,0,0,0
1,10.0,15000,2020,7,18,0,1,0,1,0,0,0,0
1,15.0,18000,2020,7,30,0,1,0,1,0,0,0,0
2,10.0,12000,2020,8,19,0,1,0,1,0,0,0,0
5,15.0,13000,2020,9,22,0,1,0,1,0,0,0,0
4,15.0,32000,2020,12,26,0,1,0,1,0,0,0,0
1,15.0,24000,2020,12,28,0,1,0,1,0,0,0,0
1,15.0,30000,2021,2,26,0,1,0,1,0,0,0,0
1,10.0,37000,2021,4,2,0,1,0,1,0,0,0,0
1,15.0,20000,2021,4,24,0,1,0,1,0,0,0,0
1,15.0,15000,2021,4,28,0,1,0,1,0,0,0,0
5,15.0,7000,2021,5,6,0,1,0,1,0,0,0,0
6,15.0,35000,2021,6,8,0,1,0,1,0,0,0,0
41,15.0,17000,2021,7,5,0,1,0,1,0,0,0,0
7,15.0,35000,2021,7,8,0,1,0,1,0,0,0,0
14,15.0,20000,2021,7,12,0,1,0,1,0,0,0,0
2,10.0,19000,2021,7,17,0,1,0,1,0,0,0,0
11,15.0,49100,2021,7,17,0,1,0,1,0,0,0,0
8,15.0,28500,2021,7,19,0,1,0,1,0,0,0,0
9,15.0,40000,2021,7,21,0,1,0,1,0,0,0,0
14,15.0,45000,2021,8,21,0,1,0,1,0,0,0,0
10,15.0,65000,2021,8,24,0,1,0,1,0,0,0,0
30,15.0,18000,2021,10,21,0,1,0,1,0,0,0,0
1,15.0,18000,2021,11,19,0,1,0,1,0,0,0,0
3,15.0,16000,2021,12,28,0,1,0,1,0,0,0,0
3,10.0,45000,2017,1,2,1,0,0,0,0,0,0,1
1,15.0,5000,2017,1,3,1,0,0,0,0,0,0,1
140,15.0,13000,2017,1,4,1,0,0,0,0,0,0,1
1,10.0,10000,2017,1,13,1,0,0,0,0,0,0,1
19,15.0,50000,2017,1,18,1,0,0,0,0,0,0,1
312,15.0,12000,2017,1,20,1,0,0,0,0,0,0,1
12,15.0,5000,2017,1,21,1,0,0,0,0,0,0,1
5,15.0,10000,2017,2,6,1,0,0,0,0,0,0,1
1,15.0,35000,2017,3,17,1,0,0,0,0,0,0,1
1,18.0,10000,2017,6,7,1,0,0,0,0,0,0,1
230,18.0,38000,2017,7,3,1,0,0,0,0,0,0,1
1,18.0,10000,2017,7,18,1,0,0,0,0,0,0,1
1,18.0,10000,2017,9,22,1,0,0,0,0,0,0,1
4,18.0,10000,2017,9,30,1,0,0,0,0,0,0,1
4,18.0,8000,2017,10,1,1,0,0,0,0,0,0,1
3,18.0,8000,2017,10,2,1,0,0,0,0,0,0,1
2,18.0,5000,2017,10,11,1,0,0,0,0,0,0,1
19,18.0,7000,2017,10,12,1,0,0,0,0,0,0,1
10,18.0,9200,2017,10,13,1,0,0,0,0,0,0,1
2,18.0,15000,2017,10,16,1,0,0,0,0,0,0,1
7,18.0,10000,2017,10,27,1,0,0,0,0,0,0,1
6,18.0,8000,2017,10,28,1,0,0,0,0,0,0,1
1,18.0,15000,2017,11,3,1,0,0,0,0,0,0,1
1,18.0,10000,2017,11,10,1,0,0,0,0,0,0,1
23,15.0,53000,2017,11,11,1,0,0,0,0,0,0,1
1,18.0,10000,2017,11,20,1,0,0,0,0,0,0,1
4,18.0,10000,2017,12,16,1,0,0,0,0,0,0,1
3,18.0,10000,2017,12,19,1,0,0,0,0,0,0,1
4,18.0,10000,2017,12,21,1,0,0,0,0,0,0,1
21,18.0,10000,2017,12,23,1,0,0,0,0,0,0,1
1,18.0,10000,2017,12,25,1,0,0,0,0,0,0,1
9,18.0,10000,2017,12,27,1,0,0,0,0,0,0,1
124,18.0,18000,2017,12,29,1,0,0,0,0,0,0,1
1,18.0,10000,2017,12,30,1,0,0,0,0,0,0,1
6,18.0,5000,2018,1,16,1,0,0,0,0,0,0,1
39,18.0,30000,2018,1,23,1,0,0,0,0,0,0,1
4,18.0,11300,2018,1,30,1,0,0,0,0,0,0,1
2,18.0,10000,2018,2,22,1,0,0,0,0,0,0,1
130,18.0,10000,2018,3,2,1,0,0,0,0,0,0,1
1,15.0,50000,2018,3,13,1,0,0,0,0,0,0,1
200,18.0,16000,2018,3,13,1,0,0,0,0,0,0,1
28,18.0,30000,2018,3,17,1,0,0,0,0,0,0,1
19,10.0,30000,2018,3,20,1,0,0,0,0,0,0,1
143,18.0,22200,2018,3,29,1,0,0,0,0,0,0,1
40,18.0,83000,2018,3,31,1,0,0,0,0,0,0,1
100,15.0,13000,2018,4,11,1,0,0,0,0,0,0,1
1,15.0,40000,2018,4,19,1,0,0,0,0,0,0,1
1,13.0,30000,2018,4,20,1,0,0,0,0,0,0,1
1,15.0,30000,2018,4,21,1,0,0,0,0,0,0,1
100,15.0,25000,2018,6,4,1,0,0,0,0,0,0,1
5,13.0,35000,2018,6,21,1,0,0,0,0,0,0,1
17,15.0,20000,2018,6,22,1,0,0,0,0,0,0,1
1,15.0,60000,2018,6,25,1,0,0,0,0,0,0,1
1,13.0,10000,2018,7,9,1,0,0,0,0,0,0,1
300,13.0,12000,2018,7,10,1,0,0,0,0,0,0,1
101,13.0,39700,2018,7,13,1,0,0,0,0,0,0,1
1,13.0,10000,2018,7,25,1,0,0,0,0,0,0,1
128,13.0,20000,2018,8,4,1,0,0,0,0,0,0,1
70,13.0,30700,2018,8,10,1,0,0,0,0,0,0,1
80,13.0,37000,2018,8,13,1,0,0,0,0,0,0,1
21,13.0,60000,2018,8,15,1,0,0,0,0,0,0,1
207,13.0,17700,2018,8,16,1,0,0,0,0,0,0,1
150,13.0,14000,2018,8,18,1,0,0,0,0,0,0,1
220,13.0,12000,2018,8,28,1,0,0,0,0,0,0,1
108,13.0,47900,2018,9,4,1,0,0,0,0,0,0,1
1,13.0,30000,2018,9,13,1,0,0,0,0,0,0,1
19,13.0,30000,2018,9,19,1,0,0,0,0,0,0,1
82,13.0,49000,2018,9,21,1,0,0,0,0,0,0,1
43,13.0,15000,2018,10,4,1,0,0,0,0,0,0,1
1,13.0,10000,2018,10,10,1,0,0,0,0,0,0,1
27,13.0,40000,2018,10,13,1,0,0,0,0,0,0,1
18,13.0,30000,2018,10,23,1,0,0,0,0,0,0,1
31,13.0,30000,2018,10,31,1,0,0,0,0,0,0,1
61,13.0,28200,2018,11,2,1,0,0,0,0,0,0,1
32,13.0,30000,2018,11,10,1,0,0,0,0,0,0,1
12,13.0,30000,2018,11,15,1,0,0,0,0,0,0,1
17,13.0,30000,2018,11,16,1,0,0,0,0,0,0,1
37,13.0,30000,2018,11,23,1,0,0,0,0,0,0,1
7,13.0,5000,2018,11,29,1,0,0,0,0,0,0,1
42,13.0,28600,2018,11,30,1,0,0,0,0,0,0,1
5,13.0,16200,2018,12,6,1,0,0,0,0,0,0,1
38,13.0,29600,2018,12,13,1,0,0,0,0,0,0,1
1,13.0,20000,2018,12,18,1,0,0,0,0,0,0,1
47,13.0,30000,2018,12,21,1,0,0,0,0,0,0,1
130,13.0,18000,2018,12,25,1,0,0,0,0,0,0,1
21,13.0,60000,2019,1,3,1,0,0,0,0,0,0,1
170,13.0,22000,2019,1,7,1,0,0,0,0,0,0,1
162,15.0,10000,2019,1,14,1,0,0,0,0,0,0,1
178,15.0,17400,2019,1,15,1,0,0,0,0,0,0,1
3,15.0,70000,2019,1,17,1,0,0,0,0,0,0,1
263,15.0,26600,2019,1,21,1,0,0,0,0,0,0,1
21,15.0,30000,2019,1,22,1,0,0,0,0,0,0,1
80,10.0,28000,2019,2,2,1,0,0,0,0,0,0,1
2,10.0,10000,2019,2,14,1,0,0,0,0,0,0,1
1,15.0,10000,2019,2,16,1,0,0,0,0,0,0,1
21,15.0,23700,2019,2,19,1,0,0,0,0,0,0,1
129,15.0,5000,2019,3,29,1,0,0,0,0,0,0,1
1,15.0,10000,2019,4,17,1,0,0,0,0,0,0,1
10,15.0,50000,2019,6,5,1,0,0,0,0,0,0,1
7,15.0,65000,2019,7,1,1,0,0,0,0,0,0,1
45,15.0,41000,2021,1,7,1,0,0,0,0,0,0,1
27,15.0,30600,2021,9,30,1,0,0,0,0,0,0,1
46,15.0,28200,2021,10,2,1,0,0,0,0,0,0,1
6,13.0,20800,2017,1,2,0,1,0,0,0,0,0,1
14,13.0,20100,2017,1,3,0,1,0,0,0,0,0,1
2,13.0,8500,2017,1,6,0,1,0,0,0,0,0,1
3,13.0,30000,2017,1,18,0,1,0,0,0,0,0,1
50,13.0,30000,2017,1,20,0,1,0,0,0,0,0,1
1,13.0,3000,2017,1,21,0,1,0,0,0,0,0,1
2,13.0,30000,2017,1,26,0,1,0,0,0,0,0,1
1,13.0,25000,2017,4,11,0,1,0,0,0,0,0,1
32,13.0,34800,2017,4,18,0,1,0,0,0,0,0,1
29,13.0,34100,2017,4,21,0,1,0,0,0,0,0,1
18,13.0,60000,2017,4,22,0,1,0,0,0,0,0,1
1,13.0,20000,2017,4,28,0,1,0,0,0,0,0,1
15,13.0,53300,2017,5,5,0,1,0,0,0,0,0,1
1,5.0,30000,2017,5,6,0,1,0,0,0,0,0,1
1,10.0,50000,2017,5,6,0,1,0,0,0,0,0,1
2,13.0,50000,2017,5,6,0,1,0,0,0,0,0,1
1,15.0,27000,2017,5,18,0,1,0,0,0,0,0,1
9,15.0,88900,2017,5,22,0,1,0,0,0,0,0,1
2,13.0,30000,2017,5,24,0,1,0,0,0,0,0,1
28,10.0,80000,2017,5,25,0,1,0,0,0,0,0,1
22,15.0,60000,2017,6,2,0,1,0,0,0,0,0,1
19,15.0,45000,2017,6,3,0,1,0,0,0,0,0,1
88,15.0,41300,2017,6,10,0,1,0,0,0,0,0,1
63,15.0,32000,2017,6,12,0,1,0,0,0,0,0,1
31,15.0,30000,2017,6,15,0,1,0,0,0,0,0,1
1,15.0,20000,2017,6,20,0,1,0,0,0,0,0,1
1,10.0,25000,2017,6,21,0,1,0,0,0,0,0,1
8,15.0,70000,2017,6,21,0,1,0,0,0,0,0,1
101,15.0,38000,2017,6,23,0,1,0,0,0,0,0,1
37,15.0,25800,2017,6,24,0,1,0,0,0,0,0,1
4,10.0,25000,2017,6,26,0,1,0,0,0,0,0,1
26,15.0,50000,2017,7,4,0,1,0,0,0,0,0,1
14,15.0,52100,2017,7,6,0,1,0,0,0,0,0,1
11,15.0,58200,2017,7,7,0,1,0,0,0,0,0,1
9,10.0,38900,2017,7,8,0,1,0,0,0,0,0,1
33,15.0,53300,2017,7,8,0,1,0,0,0,0,0,1
14,10.0,37500,2017,7,10,0,1,0,0,0,0,0,1
3,15.0,41700,2017,7,10,0,1,0,0,0,0,0,1
13,10.0,55000,2017,7,11,0,1,0,0,0,0,0,1
13,15.0,39600,2017,7,11,0,1,0,0,0,0,0,1
33,15.0,53000,2017,7,14,0,1,0,0,0,0,0,1
7,10.0,30000,2017,7,15,0,1,0,0,0,0,0,1
38,15.0,27100,2017,7,15,0,1,0,0,0,0,0,1
20,10.0,35000,2017,7,17,0,1,0,0,0,0,0,1
94,15.0,41300,2017,7,22,0,1,0,0,0,0,0,1
7,15.0,35000,2017,7,28,0,1,0,0,0,0,0,1
1,15.0,30000,2017,8,5,0,1,0,0,0,0,0,1
82,15.0,54000,2017,8,10,0,1,0,0,0,0,0,1
64,15.0,55000,2017,8,12,0,1,0,0,0,0,0,1
1,15.0,15000,2017,8,14,0,1,0,0,0,0,0,1
221,15.0,30000,2017,8,15,0,1,0,0,0,0,0,1
1,15.0,20000,2017,8,18,0,1,0,0,0,0,0,1
189,15.0,37100,2017,9,6,0,1,0,0,0,0,0,1
179,15.0,50000,2017,9,7,0,1,0,0,0,0,0,1
72,15.0,35000,2017,9,12,0,1,0,0,0,0,0,1
5,10.0,19000,2017,9,25,0,1,0,0,0,0,0,1
105,18.0,35000,2017,10,25,0,1,0,0,0,0,0,1
4,15.0,40000,2017,11,3,0,1,0,0,0,0,0,1
7,10.0,30000,2017,11,6,0,1,0,0,0,0,0,1
53,18.0,22000,2017,11,6,0,1,0,0,0,0,0,1
1,15.0,35000,2017,11,8,0,1,0,0,0,0,0,1
21,18.0,30000,2017,11,17,0,1,0,0,0,0,0,1
2,13.0,30000,2017,11,20,0,1,0,0,0,0,0,1
30,15.0,23600,2017,11,23,0,1,0,0,0,0,0,1
13,20.0,30000,2017,11,23,0,1,0,0,0,0,0,1
2,15.0,37000,2017,11,25,0,1,0,0,0,0,0,1
15,15.0,30000,2017,11,30,0,1,0,0,0,0,0,1
5,15.0,75000,2017,12,4,0,1,0,0,0,0,0,1
24,15.0,58100,2017,12,5,0,1,0,0,0,0,0,1
10,16.0,30000,2017,12,5,0,1,0,0,0,0,0,1
48,15.0,38000,2017,12,6,0,1,0,0,0,0,0,1
10,15.0,50000,2017,12,7,0,1,0,0,0,0,0,1
31,15.0,35600,2017,12,9,0,1,0,0,0,0,0,1
10,15.0,18000,2017,12,14,0,1,0,0,0,0,0,1
2,20.0,30000,2017,12,16,0,1,0,0,0,0,0,1
25,15.0,24500,2017,12,18,0,1,0,0,0,0,0,1
8,15.0,15000,2017,12,20,0,1,0,0,0,0,0,1
5,15.0,25000,2017,12,23,0,1,0,0,0,0,0,1
8,15.0,17300,2017,12,26,0,1,0,0,0,0,0,1
137,15.0,22000,2017,12,30,0,1,0,0,0,0,0,1
11,8.0,25000,2018,1,2,0,1,0,0,0,0,0,1
2,15.0,35000,2018,1,4,0,1,0,0,0,0,0,1
14,15.0,33200,2018,1,6,0,1,0,0,0,0,0,1
4,10.0,55000,2018,1,8,0,1,0,0,0,0,0,1
2,15.0,55000,2018,1,8,0,1,0,0,0,0,0,1
5,15.0,30000,2018,1,9,0,1,0,0,0,0,0,1
5,15.0,50000,2018,1,13,0,1,0,0,0,0,0,1
7,15.0,41900,2018,1,18,0,1,0,0,0,0,0,1
2,15.0,30000,2018,1,19,0,1,0,0,0,0,0,1
7,15.0,30000,2018,1,22,0,1,0,0,0,0,0,1
6,15.0,50000,2018,1,24,0,1,0,0,0,0,0,1
2,15.0,28000,2018,1,26,0,1,0,0,0,0,0,1
