수량,중량,평균가,yyyy,mm,dd,산지_부산(기장),산지_제주도,규격_18미,규격_20미,규격_24미,규격_26미,규격_28미,규격_중
14,15.0,58600,2018,1,31,0,1,0,0,0,0,0,1
4,15.0,33500,2018,2,1,0,1,0,0,0,0,0,1
29,15.0,47500,2018,2,2,0,1,0,0,0,0,0,1
8,15.0,32500,2018,2,3,0,1,0,0,0,0,0,1
8,8.0,36300,2018,2,5,0,1,0,0,0,0,0,1
11,13.0,36000,2018,2,5,0,1,0,0,0,0,0,1
1,15.0,30000,2018,2,5,0,1,0,0,0,0,0,1
19,15.0,44200,2018,2,6,0,1,0,0,0,0,0,1
5,20.0,30000,2018,2,6,0,1,0,0,0,0,0,1
2,15.0,57500,2018,2,8,0,1,0,0,0,0,0,1
3,15.0,49300,2018,2,9,0,1,0,0,0,0,0,1
43,15.0,32000,2018,2,10,0,1,0,0,0,0,0,1
57,15.0,31600,2018,2,12,0,1,0,0,0,0,0,1
51,15.0,27300,2018,2,13,0,1,0,0,0,0,0,1
1,15.0,30000,2018,2,26,0,1,0,0,0,0,0,1
20,15.0,38000,2018,2,28,0,1,0,0,0,0,0,1
5,15.0,30000,2018,3,2,0,1,0,0,0,0,0,1
1,15.0,30000,2018,3,5,0,1,0,0,0,0,0,1
10,15.0,32800,2018,3,6,0,1,0,0,0,0,0,1
1,13.0,70000,2018,3,15,0,1,0,0,0,0,0,1
28,10.0,39300,2018,3,21,0,1,0,0,0,0,0,1
81,10.0,54300,2018,3,26,0,1,0,0,0,0,0,1
24,18.0,30000,2018,3,27,0,1,0,0,0,0,0,1
6,18.0,25000,2018,3,29,0,1,0,0,0,0,0,1
3,13.0,20000,2018,4,3,0,1,0,0,0,0,0,1
1,18.0,20000,2018,4,5,0,1,0,0,0,0,0,1
1,13.0,70000,2018,4,11,0,1,0,0,0,0,0,1
3,15.0,50000,2018,4,16,0,1,0,0,0,0,0,1
9,13.0,15000,2018,4,18,0,1,0,0,0,0,0,1
66,15.0,26200,2018,4,24,0,1,0,0,0,0,0,1
4,15.0,20000,2018,5,1,0,1,0,0,0,0,0,1
228,15.0,47800,2018,5,3,0,1,0,0,0,0,0,1
79,10.0,49400,2018,5,4,0,1,0,0,0,0,0,1
4,15.0,30000,2018,5,7,0,1,0,0,0,0,0,1
107,15.0,48600,2018,5,11,0,1,0,0,0,0,0,1
376,10.0,43200,2018,5,14,0,1,0,0,0,0,0,1
127,15.0,63900,2018,5,14,0,1,0,0,0,0,0,1
137,15.0,50000,2018,5,15,0,1,0,0,0,0,0,1
203,15.0,40100,2018,5,16,0,1,0,0,0,0,0,1
2,15.0,37000,2018,5,17,0,1,0,0,0,0,0,1
54,13.0,61200,2018,5,21,0,1,0,0,0,0,0,1
5,15.0,110000,2018,5,21,0,1,0,0,0,0,0,1
2,15.0,45000,2018,5,24,0,1,0,0,0,0,0,1
154,15.0,74400,2018,5,26,0,1,0,0,0,0,0,1
27,15.0,84600,2018,5,28,0,1,0,0,0,0,0,1
75,15.0,91300,2018,5,29,0,1,0,0,0,0,0,1
14,10.0,60700,2018,5,30,0,1,0,0,0,0,0,1
79,15.0,56800,2018,5,31,0,1,0,0,0,0,0,1
27,15.0,81100,2018,6,1,0,1,0,0,0,0,0,1
97,15.0,67600,2018,6,2,0,1,0,0,0,0,0,1
229,15.0,29700,2018,6,4,0,1,0,0,0,0,0,1
212,15.0,32000,2018,6,5,0,1,0,0,0,0,0,1
274,15.0,33900,2018,6,6,0,1,0,0,0,0,0,1
109,15.0,49100,2018,6,7,0,1,0,0,0,0,0,1
49,15.0,76800,2018,6,8,0,1,0,0,0,0,0,1
226,15.0,39700,2018,6,9,0,1,0,0,0,0,0,1
111,15.0,96000,2018,6,13,0,1,0,0,0,0,0,1
125,15.0,78600,2018,6,14,0,1,0,0,0,0,0,1
149,15.0,59300,2018,6,15,0,1,0,0,0,0,0,1
165,15.0,61200,2018,6,19,0,1,0,0,0,0,0,1
18,15.0,65800,2018,6,20,0,1,0,0,0,0,0,1
145,15.0,94000,2018,6,21,0,1,0,0,0,0,0,1
23,15.0,31300,2018,6,23,0,1,0,0,0,0,0,1
10,10.0,50000,2018,6,25,0,1,0,0,0,0,0,1
49,15.0,69000,2018,6,26,0,1,0,0,0,0,0,1
11,8.0,70000,2018,6,28,0,1,0,0,0,0,0,1
43,15.0,56900,2018,6,28,0,1,0,0,0,0,0,1
1,13.0,50000,2018,6,29,0,1,0,0,0,0,0,1
6,15.0,40000,2018,6,29,0,1,0,0,0,0,0,1
3,16.0,50000,2018,6,29,0,1,0,0,0,0,0,1
23,15.0,75400,2018,6,30,0,1,0,0,0,0,0,1
72,10.0,48300,2018,7,2,0,1,0,0,0,0,0,1
69,15.0,59800,2018,7,2,0,1,0,0,0,0,0,1
60,13.0,58900,2018,7,3,0,1,0,0,0,0,0,1
19,18.0,54700,2018,7,5,0,1,0,0,0,0,0,1
60,13.0,87300,2018,7,6,0,1,0,0,0,0,0,1
18,18.0,70000,2018,7,6,0,1,0,0,0,0,0,1
3,13.0,15000,2018,7,9,0,1,0,0,0,0,0,1
1,10.0,10000,2018,7,11,0,1,0,0,0,0,0,1
5,18.0,30000,2018,7,13,0,1,0,0,0,0,0,1
3,13.0,25000,2018,7,14,0,1,0,0,0,0,0,1
3,10.0,16000,2018,7,16,0,1,0,0,0,0,0,1
49,13.0,34200,2018,7,18,0,1,0,0,0,0,0,1
28,13.0,28000,2018,7,19,0,1,0,0,0,0,0,1
71,13.0,49600,2018,7,20,0,1,0,0,0,0,0,1
24,13.0,25000,2018,7,21,0,1,0,0,0,0,0,1
1,14.0,15000,2018,7,25,0,1,0,0,0,0,0,1
8,16.0,25000,2018,7,25,0,1,0,0,0,0,0,1
3,18.0,25000,2018,7,25,0,1,0,0,0,0,0,1
28,13.0,25000,2018,7,26,0,1,0,0,0,0,0,1
7,18.0,25000,2018,7,26,0,1,0,0,0,0,0,1
17,18.0,28200,2018,7,27,0,1,0,0,0,0,0,1
39,13.0,65000,2018,7,30,0,1,0,0,0,0,0,1
16,18.0,30000,2018,7,30,0,1,0,0,0,0,0,1
47,13.0,52700,2018,7,31,0,1,0,0,0,0,0,1
2,16.0,40000,2018,7,31,0,1,0,0,0,0,0,1
3,18.0,30000,2018,8,1,0,1,0,0,0,0,0,1
57,13.0,60900,2018,8,2,0,1,0,0,0,0,0,1
2,17.0,50000,2018,8,2,0,1,0,0,0,0,0,1
9,18.0,30000,2018,8,2,0,1,0,0,0,0,0,1
39,13.0,53000,2018,8,4,0,1,0,0,0,0,0,1
57,13.0,44400,2018,8,6,0,1,0,0,0,0,0,1
79,13.0,42000,2018,8,8,0,1,0,0,0,0,0,1
4,18.0,30000,2018,8,8,0,1,0,0,0,0,0,1
115,13.0,38400,2018,8,10,0,1,0,0,0,0,0,1
14,18.0,10000,2018,8,10,0,1,0,0,0,0,0,1
95,13.0,30500,2018,8,13,0,1,0,0,0,0,0,1
7,13.0,20000,2018,8,14,0,1,0,0,0,0,0,1
1,10.0,30000,2018,8,17,0,1,0,0,0,0,0,1
18,18.0,30000,2018,8,17,0,1,0,0,0,0,0,1
3,15.0,30000,2018,8,21,0,1,0,0,0,0,0,1
27,10.0,30000,2018,8,22,0,1,0,0,0,0,0,1
70,10.0,45000,2018,8,27,0,1,0,0,0,0,0,1
350,13.0,40600,2018,8,27,0,1,0,0,0,0,0,1
149,13.0,44500,2018,8,28,0,1,0,0,0,0,0,1
24,18.0,30000,2018,8,28,0,1,0,0,0,0,0,1
1,10.0,30000,2018,8,29,0,1,0,0,0,0,0,1
80,13.0,47900,2018,8,29,0,1,0,0,0,0,0,1
186,13.0,52300,2018,8,30,0,1,0,0,0,0,0,1
31,18.0,30000,2018,8,30,0,1,0,0,0,0,0,1
46,13.0,48000,2018,8,31,0,1,0,0,0,0,0,1
220,13.0,18300,2018,9,1,0,1,0,0,0,0,0,1
20,13.0,25300,2018,9,3,0,1,0,0,0,0,0,1
9,13.0,11000,2018,9,4,0,1,0,0,0,0,0,1
3,18.0,30000,2018,9,4,0,1,0,0,0,0,0,1
2,7.0,9000,2018,9,5,0,1,0,0,0,0,0,1
2,13.0,30000,2018,9,6,0,1,0,0,0,0,0,1
6,18.0,30000,2018,9,7,0,1,0,0,0,0,0,1
7,10.0,10000,2018,9,17,0,1,0,0,0,0,0,1
2,13.0,20000,2018,9,21,0,1,0,0,0,0,0,1
5,10.0,28000,2018,10,1,0,1,0,0,0,0,0,1
22,18.0,30000,2018,10,4,0,1,0,0,0,0,0,1
11,10.0,9700,2018,10,5,0,1,0,0,0,0,0,1
34,18.0,30000,2018,10,5,0,1,0,0,0,0,0,1
2,13.0,30000,2018,10,9,0,1,0,0,0,0,0,1
4,13.0,30000,2018,10,10,0,1,0,0,0,0,0,1
1,13.0,30000,2018,10,11,0,1,0,0,0,0,0,1
3,18.0,30000,2018,10,13,0,1,0,0,0,0,0,1
3,13.0,30000,2018,10,16,0,1,0,0,0,0,0,1
4,13.0,20000,2018,10,25,0,1,0,0,0,0,0,1
2,13.0,20000,2018,10,26,0,1,0,0,0,0,0,1
25,13.0,36200,2018,10,27,0,1,0,0,0,0,0,1
44,10.0,8000,2018,11,19,0,1,0,0,0,0,0,1
6,13.0,20000,2018,11,19,0,1,0,0,0,0,0,1
25,13.0,48200,2018,11,24,0,1,0,0,0,0,0,1
1,13.0,35000,2018,11,27,0,1,0,0,0,0,0,1
9,13.0,37800,2018,12,14,0,1,0,0,0,0,0,1
23,13.0,16000,2018,12,18,0,1,0,0,0,0,0,1
4,13.0,15000,2018,12,19,0,1,0,0,0,0,0,1
7,18.0,30000,2018,12,26,0,1,0,0,0,0,0,1
8,13.0,30000,2018,12,27,0,1,0,0,0,0,0,1
4,13.0,30000,2018,12,29,0,1,0,0,0,0,0,1
12,15.0,30000,2019,3,4,0,1,0,0,0,0,0,1
2,15.0,80000,2019,3,12,0,1,0,0,0,0,0,1
4,15.0,120000,2019,3,16,0,1,0,0,0,0,0,1
10,15.0,30000,2019,3,19,0,1,0,0,0,0,0,1
190,15.0,48700,2019,3,30,0,1,0,0,0,0,0,1
78,15.0,52800,2019,4,6,0,1,0,0,0,0,0,1
64,15.0,90000,2019,5,3,0,1,0,0,0,0,0,1
159,15.0,52500,2019,5,4,0,1,0,0,0,0,0,1
308,15.0,24400,2019,5,6,0,1,0,0,0,0,0,1
70,15.0,60000,2019,5,7,0,1,0,0,0,0,0,1
149,15.0,65000,2019,5,10,0,1,0,0,0,0,0,1
157,15.0,28800,2019,5,11,0,1,0,0,0,0,0,1
13,15.0,65000,2019,5,13,0,1,0,0,0,0,0,1
38,15.0,47900,2019,5,14,0,1,0,0,0,0,0,1
62,15.0,52700,2019,5,15,0,1,0,0,0,0,0,1
61,15.0,52500,2019,5,16,0,1,0,0,0,0,0,1
37,15.0,56100,2019,5,17,0,1,0,0,0,0,0,1
67,15.0,49000,2019,5,18,0,1,0,0,0,0,0,1
17,15.0,30000,2019,5,20,0,1,0,0,0,0,0,1
4,12.0,51300,2019,5,23,0,1,0,0,0,0,0,1
172,15.0,47400,2019,5,23,0,1,0,0,0,0,0,1
177,15.0,34500,2019,5,24,0,1,0,0,0,0,0,1
106,15.0,28300,2019,5,25,0,1,0,0,0,0,0,1
45,10.0,50000,2019,5,27,0,1,0,0,0,0,0,1
15,15.0,50000,2019,5,27,0,1,0,0,0,0,0,1
77,15.0,30000,2019,5,28,0,1,0,0,0,0,0,1
78,15.0,45300,2019,5,30,0,1,0,0,0,0,0,1
94,15.0,32000,2019,5,31,0,1,0,0,0,0,0,1
70,15.0,55800,2019,6,1,0,1,0,0,0,0,0,1
383,15.0,31400,2019,6,3,0,1,0,0,0,0,0,1
210,15.0,35400,2019,6,4,0,1,0,0,0,0,0,1
410,15.0,28700,2019,6,5,0,1,0,0,0,0,0,1
10,15.0,30000,2019,6,6,0,1,0,0,0,0,0,1
90,15.0,47600,2019,6,7,0,1,0,0,0,0,0,1
195,15.0,38700,2019,6,8,0,1,0,0,0,0,0,1
60,15.0,61700,2019,6,10,0,1,0,0,0,0,0,1
104,15.0,49000,2019,6,11,0,1,0,0,0,0,0,1
60,10.0,45000,2019,6,12,0,1,0,0,0,0,0,1
189,15.0,46000,2019,6,12,0,1,0,0,0,0,0,1
56,15.0,55000,2019,6,13,0,1,0,0,0,0,0,1
113,15.0,48200,2019,6,14,0,1,0,0,0,0,0,1
74,15.0,57300,2019,6,15,0,1,0,0,0,0,0,1
68,15.0,58900,2019,6,17,0,1,0,0,0,0,0,1
41,15.0,55000,2019,6,18,0,1,0,0,0,0,0,1
279,15.0,52900,2019,6,19,0,1,0,0,0,0,0,1
86,15.0,54200,2019,6,21,0,1,0,0,0,0,0,1
180,15.0,47300,2019,6,22,0,1,0,0,0,0,0,1
44,10.0,56000,2019,6,24,0,1,0,0,0,0,0,1
240,15.0,44800,2019,6,27,0,1,0,0,0,0,0,1
109,15.0,43900,2019,6,28,0,1,0,0,0,0,0,1
46,15.0,68500,2019,6,29,0,1,0,0,0,0,0,1
30,10.0,47000,2019,7,1,0,1,0,0,0,0,0,1
98,15.0,46600,2019,7,1,0,1,0,0,0,0,0,1
5,15.0,50000,2019,7,15,0,1,0,0,0,0,0,1
11,10.0,80000,2019,7,20,0,1,0,0,0,0,0,1
1,10.0,35000,2019,7,23,0,1,0,0,0,0,0,1
15,15.0,80000,2019,7,23,0,1,0,0,0,0,0,1
18,10.0,62000,2019,7,24,0,1,0,0,0,0,0,1
2,15.0,35000,2019,8,16,0,1,0,0,0,0,0,1
2,15.0,40000,2019,8,17,0,1,0,0,0,0,0,1
2,15.0,35000,2019,9,17,0,1,0,0,0,0,0,1
1,15.0,30000,2019,10,11,0,1,0,0,0,0,0,1
1,15.0,25000,2019,11,1,0,1,0,0,0,0,0,1
4,15.0,22500,2019,11,5,0,1,0,0,0,0,0,1
39,15.0,34000,2019,12,14,0,1,0,0,0,0,0,1
1,15.0,40000,2019,12,18,0,1,0,0,0,0,0,1
1,15.0,45000,2020,1,4,0,1,0,0,0,0,0,1
4,15.0,40000,2020,1,7,0,1,0,0,0,0,0,1
72,15.0,37500,2020,1,17,0,1,0,0,0,0,0,1
8,15.0,50000,2020,1,21,0,1,0,0,0,0,0,1
1,15.0,39000,2020,1,23,0,1,0,0,0,0,0,1
4,15.0,55000,2020,2,6,0,1,0,0,0,0,0,1
10,15.0,68000,2020,3,7,0,1,0,0,0,0,0,1
6,15.0,87000,2020,3,13,0,1,0,0,0,0,0,1
2,15.0,40000,2020,3,16,0,1,0,0,0,0,0,1
1,15.0,30000,2020,3,20,0,1,0,0,0,0,0,1
3,15.0,100000,2020,4,2,0,1,0,0,0,0,0,1
6,10.0,40300,2020,6,17,0,1,0,0,0,0,0,1
4,15.0,26500,2020,6,22,0,1,0,0,0,0,0,1
7,10.0,45000,2020,6,26,0,1,0,0,0,0,0,1
2,10.0,42000,2020,7,6,0,1,0,0,0,0,0,1
1,10.0,45000,2020,7,22,0,1,0,0,0,0,0,1
2,10.0,23000,2020,8,4,0,1,0,0,0,0,0,1
1,15.0,7000,2020,8,17,0,1,0,0,0,0,0,1
4,15.0,25000,2020,9,2,0,1,0,0,0,0,0,1
1,15.0,40000,2020,9,7,0,1,0,0,0,0,0,1
1,15.0,45000,2020,9,14,0,1,0,0,0,0,0,1
10,15.0,30000,2020,12,18,0,1,0,0,0,0,0,1
3,15.0,25700,2021,2,10,0,1,0,0,0,0,0,1
2,10.0,16000,2021,3,29,0,1,0,0,0,0,0,1
5,15.0,33000,2021,3,30,0,1,0,0,0,0,0,1
45,15.0,50000,2021,5,12,0,1,0,0,0,0,0,1
42,15.0,50000,2021,5,19,0,1,0,0,0,0,0,1
25,15.0,50000,2021,5,26,0,1,0,0,0,0,0,1
1,12.0,15000,2021,6,4,0,1,0,0,0,0,0,1
12,20.0,44200,2021,7,3,0,1,0,0,0,0,0,1
30,15.0,20000,2021,7,5,0,1,0,0,0,0,0,1
1,15.0,20000,2021,7,10,0,1,0,0,0,0,0,1
1,10.0,15000,2021,7,12,0,1,0,0,0,0,0,1
38,15.0,31100,2021,7,13,0,1,0,0,0,0,0,1
1,10.0,10000,2021,7,14,0,1,0,0,0,0,0,1
48,15.0,50000,2021,7,16,0,1,0,0,0,0,0,1
23,15.0,50800,2021,7,29,0,1,0,0,0,0,0,1
13,15.0,45200,2021,7,30,0,1,0,0,0,0,0,1
1,15.0,2000,2021,8,2,0,1,0,0,0,0,0,1
5,15.0,30000,2021,8,25,0,1,0,0,0,0,0,1
7,15.0,15000,2021,9,4,0,1,0,0,0,0,0,1
4,15.0,20000,2021,11,30,0,1,0,0,0,0,0,1
10,15.0,12000,2021,12,2,0,1,0,0,0,0,0,1
2,15.0,38000,2021,12,23,0,1,0,0,0,0,0,1
20,15.0,80000,2017,1,19,1,0,1,0,0,0,0,0
50,15.0,70000,2017,1,20,1,0,1,0,0,0,0,0
38,15.0,65000,2017,1,23,1,0,1,0,0,0,0,0
27,15.0,70000,2017,1,24,1,0,1,0,0,0,0,0
250,15.0,51600,2017,2,6,1,0,1,0,0,0,0,0
12,15.0,75000,2017,2,10,1,0,1,0,0,0,0,0
17,15.0,80000,2017,2,18,1,0,1,0,0,0,0,0
41,15.0,80000,2017,2,20,1,0,1,0,0,0,0,0
158,15.0,60400,2017,2,21,1,0,1,0,0,0,0,0
80,15.0,61600,2017,2,24,1,0,1,0,0,0,0,0
152,15.0,60900,2017,2,28,1,0,1,0,0,0,0,0
88,15.0,64700,2017,3,1,1,0,1,0,0,0,0,0
68,15.0,70000,2017,3,2,1,0,1,0,0,0,0,0
118,15.0,40500,2017,3,3,1,0,1,0,0,0,0,0
40,15.0,35000,2017,3,8,1,0,1,0,0,0,0,0
9,15.0,80000,2017,3,17,1,0,1,0,0,0,0,0
30,15.0,60000,2017,3,18,1,0,1,0,0,0,0,0
319,15.0,52300,2017,3,21,1,0,1,0,0,0,0,0
50,15.0,40000,2017,3,22,1,0,1,0,0,0,0,0
37,15.0,65000,2017,3,27,1,0,1,0,0,0,0,0
9,15.0,80000,2017,3,28,1,0,1,0,0,0,0,0
19,15.0,100000,2017,4,1,1,0,1,0,0,0,0,0
7,15.0,90000,2017,4,3,1,0,1,0,0,0,0,0
75,15.0,90000,2017,4,6,1,0,1,0,0,0,0,0
73,15.0,80000,2017,4,7,1,0,1,0,0,0,0,0
40,18.0,70000,2017,6,23,1,0,1,0,0,0,0,0
42,18.0,65000,2017,6,24,1,0,1,0,0,0,0,0
83,18.0,44900,2017,6,27,1,0,1,0,0,0,0,0
99,18.0,47500,2017,6,28,1,0,1,0,0,0,0,0
23,18.0,60000,2017,6,29,1,0,1,0,0,0,0,0
62,18.0,56200,2017,6,30,1,0,1,0,0,0,0,0
70,18.0,58000,2017,7,1,1,0,1,0,0,0,0,0
14,18.0,70000,2017,7,4,1,0,1,0,0,0,0,0
20,18.0,70000,2017,7,8,1,0,1,0,0,0,0,0
22,18.0,32000,2017,7,18,1,0,1,0,0,0,0,0
15,18.0,50000,2017,7,19,1,0,1,0,0,0,0,0
92,18.0,38300,2017,7,20,1,0,1,0,0,0,0,0
105,18.0,42300,2017,7,21,1,0,1,0,0,0,0,0
107,18.0,32300,2017,7,24,1,0,1,0,0,0,0,0
36,18.0,15000,2017,7,26,1,0,1,0,0,0,0,0
31,18.0,45000,2017,7,28,1,0,1,0,0,0,0,0
64,18.0,16000,2017,8,1,1,0,1,0,0,0,0,0
31,18.0,43000,2017,8,2,1,0,1,0,0,0,0,0
196,18.0,28600,2017,8,4,1,0,1,0,0,0,0,0
61,18.0,40000,2017,8,5,1,0,1,0,0,0,0,0
62,18.0,33000,2017,8,15,1,0,1,0,0,0,0,0
178,18.0,26500,2017,8,16,1,0,1,0,0,0,0,0
29,18.0,18000,2017,8,17,1,0,1,0,0,0,0,0
56,18.0,30000,2017,8,18,1,0,1,0,0,0,0,0
14,10.0,18000,2017,8,23,1,0,1,0,0,0,0,0
100,10.0,55000,2017,8,24,1,0,1,0,0,0,0,0
114,10.0,34500,2017,8,25,1,0,1,0,0,0,0,0
54,18.0,35000,2017,8,28,1,0,1,0,0,0,0,0
62,18.0,37800,2017,8,29,1,0,1,0,0,0,0,0
89,18.0,38300,2017,8,30,1,0,1,0,0,0,0,0
83,18.0,27500,2017,8,31,1,0,1,0,0,0,0,0
29,18.0,38000,2017,9,1,1,0,1,0,0,0,0,0
138,18.0,49500,2017,9,5,1,0,1,0,0,0,0,0
59,18.0,50000,2017,9,6,1,0,1,0,0,0,0,0
112,18.0,46100,2017,9,12,1,0,1,0,0,0,0,0
19,18.0,30000,2017,9,15,1,0,1,0,0,0,0,0
67,18.0,25000,2017,9,19,1,0,1,0,0,0,0,0
52,18.0,39600,2017,9,20,1,0,1,0,0,0,0,0
182,18.0,22000,2017,9,22,1,0,1,0,0,0,0,0
76,18.0,22000,2017,9,23,1,0,1,0,0,0,0,0
30,18.0,30000,2017,9,29,1,0,1,0,0,0,0,0
1,18.0,10000,2017,10,2,1,0,1,0,0,0,0,0
28,18.0,30000,2017,10,11,1,0,1,0,0,0,0,0
30,18.0,35000,2017,10,12,1,0,1,0,0,0,0,0
61,18.0,30000,2017,10,13,1,0,1,0,0,0,0,0
19,18.0,28000,2017,10,14,1,0,1,0,0,0,0,0
42,18.0,40000,2017,10,16,1,0,1,0,0,0,0,0
71,10.0,60000,2017,10,20,1,0,1,0,0,0,0,0
91,18.0,23000,2017,10,23,1,0,1,0,0,0,0,0
32,18.0,45000,2017,10,24,1,0,1,0,0,0,0,0
48,18.0,50000,2017,10,27,1,0,1,0,0,0,0,0
73,18.0,23000,2017,10,28,1,0,1,0,0,0,0,0
16,18.0,65000,2017,11,3,1,0,1,0,0,0,0,0
95,18.0,70000,2017,11,9,1,0,1,0,0,0,0,0
10,18.0,70000,2017,11,10,1,0,1,0,0,0,0,0
50,18.0,70000,2017,11,11,1,0,1,0,0,0,0,0
82,18.0,51200,2017,11,13,1,0,1,0,0,0,0,0
26,18.0,65000,2017,11,14,1,0,1,0,0,0,0,0
45,18.0,60000,2017,11,16,1,0,1,0,0,0,0,0
22,18.0,65000,2017,11,17,1,0,1,0,0,0,0,0
20,18.0,58000,2017,11,18,1,0,1,0,0,0,0,0
16,18.0,50000,2017,11,20,1,0,1,0,0,0,0,0
2,18.0,20000,2017,11,22,1,0,1,0,0,0,0,0
12,18.0,15000,2017,11,23,1,0,1,0,0,0,0,0
85,18.0,63700,2017,11,25,1,0,1,0,0,0,0,0
28,18.0,65000,2017,11,29,1,0,1,0,0,0,0,0
148,18.0,39900,2017,11,30,1,0,1,0,0,0,0,0
13,18.0,60000,2017,12,8,1,0,1,0,0,0,0,0
21,18.0,60000,2017,12,11,1,0,1,0,0,0,0,0
15,18.0,55000,2017,12,12,1,0,1,0,0,0,0,0
45,18.0,60000,2017,12,14,1,0,1,0,0,0,0,0
29,18.0,45000,2017,12,16,1,0,1,0,0,0,0,0
40,18.0,45000,2017,12,18,1,0,1,0,0,0,0,0
21,18.0,45000,2017,12,19,1,0,1,0,0,0,0,0
20,18.0,50000,2017,12,21,1,0,1,0,0,0,0,0
42,18.0,50000,2017,12,22,1,0,1,0,0,0,0,0
108,18.0,48600,2017,12,23,1,0,1,0,0,0,0,0
41,18.0,50000,2017,12,25,1,0,1,0,0,0,0,0
60,18.0,60000,2017,12,26,1,0,1,0,0,0,0,0
52,18.0,70000,2017,12,29,1,0,1,0,0,0,0,0
30,18.0,65000,2017,12,30,1,0,1,0,0,0,0,0
9,18.0,70000,2018,1,10,1,0,1,0,0,0,0,0
64,18.0,85000,2018,1,16,1,0,1,0,0,0,0,0
35,18.0,70000,2018,1,18,1,0,1,0,0,0,0,0
141,10.0,60000,2018,1,22,1,0,1,0,0,0,0,0
214,18.0,86200,2018,2,3,1,0,1,0,0,0,0,0
79,13.0,71200,2018,2,5,1,0,1,0,0,0,0,0
75,18.0,72600,2018,2,21,1,0,1,0,0,0,0,0
95,18.0,68200,2018,2,22,1,0,1,0,0,0,0,0
105,18.0,40000,2018,2,23,1,0,1,0,0,0,0,0
28,10.0,40000,2018,2,26,1,0,1,0,0,0,0,0
16,18.0,40000,2018,2,26,1,0,1,0,0,0,0,0
37,18.0,60000,2018,2,27,1,0,1,0,0,0,0,0
50,18.0,55000,2018,2,28,1,0,1,0,0,0,0,0
17,15.0,90000,2018,3,13,1,0,1,0,0,0,0,0
49,10.0,90000,2018,3,15,1,0,1,0,0,0,0,0
117,10.0,80000,2018,3,20,1,0,1,0,0,0,0,0
166,18.0,62600,2018,3,24,1,0,1,0,0,0,0,0
103,18.0,60000,2018,3,26,1,0,1,0,0,0,0,0
19,18.0,50000,2018,3,27,1,0,1,0,0,0,0,0
41,15.0,85000,2018,4,7,1,0,1,0,0,0,0,0
61,15.0,60000,2018,4,9,1,0,1,0,0,0,0,0
27,15.0,85000,2018,4,12,1,0,1,0,0,0,0,0
10,15.0,80000,2018,4,16,1,0,1,0,0,0,0,0
55,15.0,75000,2018,4,19,1,0,1,0,0,0,0,0
160,15.0,90000,2018,4,20,1,0,1,0,0,0,0,0
44,15.0,50000,2018,4,21,1,0,1,0,0,0,0,0
109,15.0,66000,2018,4,23,1,0,1,0,0,0,0,0
46,15.0,35000,2018,4,24,1,0,1,0,0,0,0,0
5,15.0,30000,2018,6,6,1,0,1,0,0,0,0,0
4,15.0,45000,2018,6,22,1,0,1,0,0,0,0,0
330,13.0,50000,2018,7,9,1,0,1,0,0,0,0,0
50,13.0,35000,2018,7,13,1,0,1,0,0,0,0,0
10,13.0,40000,2018,7,14,1,0,1,0,0,0,0,0
321,13.0,45000,2018,7,16,1,0,1,0,0,0,0,0
60,13.0,50000,2018,7,17,1,0,1,0,0,0,0,0
50,13.0,50000,2018,7,19,1,0,1,0,0,0,0,0
55,13.0,43600,2018,7,20,1,0,1,0,0,0,0,0
41,13.0,50000,2018,7,21,1,0,1,0,0,0,0,0
21,13.0,50000,2018,7,24,1,0,1,0,0,0,0,0
15,13.0,35000,2018,7,25,1,0,1,0,0,0,0,0
90,13.0,50000,2018,7,26,1,0,1,0,0,0,0,0
40,13.0,50000,2018,8,3,1,0,1,0,0,0,0,0
34,13.0,45000,2018,8,4,1,0,1,0,0,0,0,0
100,13.0,47800,2018,8,6,1,0,1,0,0,0,0,0
41,13.0,40000,2018,8,7,1,0,1,0,0,0,0,0
140,13.0,50000,2018,8,8,1,0,1,0,0,0,0,0
241,13.0,47000,2018,8,10,1,0,1,0,0,0,0,0
92,13.0,50000,2018,8,11,1,0,1,0,0,0,0,0
172,13.0,45000,2018,8,13,1,0,1,0,0,0,0,0
61,13.0,40000,2018,8,15,1,0,1,0,0,0,0,0
150,13.0,50000,2018,8,16,1,0,1,0,0,0,0,0
90,13.0,41700,2018,8,17,1,0,1,0,0,0,0,0
87,10.0,50000,2018,8,20,1,0,1,0,0,0,0,0
340,10.0,48200,2018,8,21,1,0,1,0,0,0,0,0
178,10.0,36800,2018,8,22,1,0,1,0,0,0,0,0
109,10.0,65000,2018,8,23,1,0,1,0,0,0,0,0
34,13.0,70000,2018,8,28,1,0,1,0,0,0,0,0
70,13.0,68000,2018,9,1,1,0,1,0,0,0,0,0
227,13.0,50000,2018,9,6,1,0,1,0,0,0,0,0
108,13.0,50000,2018,9,8,1,0,1,0,0,0,0,0
149,13.0,50000,2018,9,10,1,0,1,0,0,0,0,0
50,13.0,60000,2018,9,12,1,0,1,0,0,0,0,0
106,13.0,50000,2018,9,14,1,0,1,0,0,0,0,0
52,13.0,57500,2018,9,15,1,0,1,0,0,0,0,0
51,13.0,41100,2018,9,17,1,0,1,0,0,0,0,0
23,13.0,60000,2018,9,18,1,0,1,0,0,0,0,0
61,13.0,33000,2018,9,19,1,0,1,0,0,0,0,0
