수량,중량,평균가,yyyy,mm,dd,산지_군산,산지_보령,산지_여수,규격_10미,규격_대,규격_중
50,10.0,26900,2020,2,22,1,0,0,1,0,0
37,10.0,25700,2020,2,24,1,0,0,1,0,0
82,10.0,23700,2020,2,25,1,0,0,1,0,0
25,5.0,23100,2020,2,26,1,0,0,1,0,0
57,10.0,23100,2020,2,26,1,0,0,1,0,0
49,10.0,22700,2020,2,27,1,0,0,1,0,0
25,5.0,21800,2020,2,28,1,0,0,1,0,0
23,10.0,24100,2020,2,28,1,0,0,1,0,0
25,5.0,22700,2020,2,29,1,0,0,1,0,0
35,10.0,23800,2020,2,29,1,0,0,1,0,0
63,10.0,24600,2020,3,2,1,0,0,1,0,0
70,10.0,22200,2020,3,3,1,0,0,1,0,0
61,10.0,20800,2020,3,4,1,0,0,1,0,0
30,10.0,23700,2020,3,5,1,0,0,1,0,0
21,10.0,26100,2020,3,6,1,0,0,1,0,0
46,10.0,24900,2020,3,7,1,0,0,1,0,0
48,10.0,27900,2020,3,9,1,0,0,1,0,0
48,10.0,29900,2020,3,10,1,0,0,1,0,0
48,10.0,25500,2020,3,11,1,0,0,1,0,0
35,10.0,24900,2020,3,12,1,0,0,1,0,0
44,10.0,25000,2020,3,13,1,0,0,1,0,0
64,10.0,25700,2020,3,14,1,0,0,1,0,0
58,10.0,29100,2020,3,16,1,0,0,1,0,0
76,10.0,22900,2020,3,17,1,0,0,1,0,0
73,10.0,24100,2020,3,18,1,0,0,1,0,0
48,10.0,24000,2020,3,19,1,0,0,1,0,0
47,10.0,21700,2020,3,20,1,0,0,1,0,0
48,10.0,25600,2020,3,21,1,0,0,1,0,0
60,10.0,24700,2020,3,23,1,0,0,1,0,0
44,10.0,24400,2020,3,24,1,0,0,1,0,0
58,10.0,23400,2020,3,25,1,0,0,1,0,0
45,10.0,23600,2020,3,26,1,0,0,1,0,0
21,10.0,26800,2020,3,27,1,0,0,1,0,0
30,10.0,24800,2020,3,28,1,0,0,1,0,0
56,10.0,24200,2020,3,30,1,0,0,1,0,0
37,10.0,25600,2020,3,31,1,0,0,1,0,0
56,10.0,24200,2020,4,1,1,0,0,1,0,0
30,10.0,26200,2020,4,2,1,0,0,1,0,0
70,10.0,24700,2020,4,3,1,0,0,1,0,0
25,10.0,28500,2020,4,4,1,0,0,1,0,0
9,10.0,29600,2020,4,6,1,0,0,1,0,0
14,10.0,30300,2020,4,7,1,0,0,1,0,0
14,10.0,30000,2020,4,8,1,0,0,1,0,0
38,10.0,29300,2020,4,9,1,0,0,1,0,0
28,10.0,27400,2020,4,10,1,0,0,1,0,0
19,10.0,29500,2020,4,11,1,0,0,1,0,0
14,10.0,34600,2020,4,14,1,0,0,1,0,0
58,10.0,31500,2020,4,15,1,0,0,1,0,0
47,10.0,27900,2020,4,16,1,0,0,1,0,0
16,10.0,32700,2020,4,18,1,0,0,1,0,0
16,5.0,32200,2020,4,20,1,0,0,1,0,0
9,10.0,36200,2020,4,20,1,0,0,1,0,0
54,10.0,28500,2020,4,21,1,0,0,1,0,0
41,10.0,30600,2020,4,22,1,0,0,1,0,0
39,10.0,28100,2020,4,23,1,0,0,1,0,0
33,10.0,27800,2020,4,24,1,0,0,1,0,0
21,10.0,30100,2020,4,25,1,0,0,1,0,0
25,10.0,28900,2020,4,27,1,0,0,1,0,0
34,10.0,29400,2020,4,28,1,0,0,1,0,0
34,10.0,30200,2020,4,29,1,0,0,1,0,0
57,10.0,27500,2020,4,30,1,0,0,1,0,0
30,10.0,31800,2020,5,1,1,0,0,1,0,0
66,10.0,25700,2020,5,4,1,0,0,1,0,0
5,10.0,31500,2020,5,5,1,0,0,1,0,0
35,10.0,27700,2020,5,6,1,0,0,1,0,0
93,10.0,22600,2020,5,7,1,0,0,1,0,0
35,10.0,25500,2020,5,8,1,0,0,1,0,0
44,10.0,27200,2020,5,9,1,0,0,1,0,0
63,10.0,25300,2020,5,11,1,0,0,1,0,0
41,10.0,25500,2020,5,12,1,0,0,1,0,0
47,10.0,25600,2020,5,13,1,0,0,1,0,0
32,10.0,26500,2020,5,14,1,0,0,1,0,0
28,10.0,24400,2020,5,15,1,0,0,1,0,0
14,10.0,25100,2020,5,16,1,0,0,1,0,0
51,10.0,28200,2020,5,18,1,0,0,1,0,0
43,10.0,24300,2020,5,19,1,0,0,1,0,0
42,10.0,26600,2020,5,20,1,0,0,1,0,0
30,10.0,27500,2020,5,21,1,0,0,1,0,0
45,10.0,26500,2020,5,22,1,0,0,1,0,0
22,10.0,30100,2020,5,23,1,0,0,1,0,0
35,10.0,29600,2020,5,25,1,0,0,1,0,0
56,10.0,26000,2020,5,26,1,0,0,1,0,0
43,10.0,24600,2020,5,27,1,0,0,1,0,0
52,10.0,23600,2020,5,28,1,0,0,1,0,0
26,10.0,26500,2020,5,29,1,0,0,1,0,0
18,10.0,24600,2020,5,30,1,0,0,1,0,0
17,10.0,26300,2020,6,1,1,0,0,1,0,0
52,10.0,22200,2020,6,2,1,0,0,1,0,0
5,10.0,27300,2020,6,3,1,0,0,1,0,0
1,10.0,28000,2020,6,5,1,0,0,1,0,0
5,10.0,28300,2020,6,6,1,0,0,1,0,0
24,10.0,23300,2020,6,9,1,0,0,1,0,0
5,10.0,23000,2020,6,10,1,0,0,1,0,0
12,10.0,29900,2020,6,11,1,0,0,1,0,0
31,10.0,24400,2020,6,12,1,0,0,1,0,0
10,10.0,32500,2020,6,13,1,0,0,1,0,0
20,10.0,27500,2020,6,15,1,0,0,1,0,0
26,10.0,24400,2020,6,16,1,0,0,1,0,0
25,10.0,24300,2020,6,17,1,0,0,1,0,0
16,10.0,23000,2020,6,18,1,0,0,1,0,0
25,10.0,23800,2020,6,19,1,0,0,1,0,0
12,10.0,30600,2020,6,20,1,0,0,1,0,0
43,10.0,27500,2020,6,22,1,0,0,1,0,0
22,10.0,32000,2020,6,23,1,0,0,1,0,0
42,10.0,28400,2020,6,24,1,0,0,1,0,0
11,10.0,7000,2020,6,25,1,0,0,1,0,0
21,10.0,29700,2020,6,26,1,0,0,1,0,0
21,10.0,40300,2020,6,27,1,0,0,1,0,0
12,10.0,35500,2020,6,29,1,0,0,1,0,0
26,10.0,37600,2020,6,30,1,0,0,1,0,0
28,10.0,34200,2020,7,1,1,0,0,1,0,0
28,10.0,38900,2020,7,2,1,0,0,1,0,0
9,10.0,30100,2020,7,3,1,0,0,1,0,0
10,10.0,31100,2020,7,4,1,0,0,1,0,0
10,10.0,38000,2020,7,6,1,0,0,1,0,0
1,10.0,34000,2020,7,7,1,0,0,1,0,0
10,10.0,36700,2020,7,8,1,0,0,1,0,0
8,10.0,41800,2020,7,11,1,0,0,1,0,0
20,10.0,42100,2020,7,13,1,0,0,1,0,0
3,10.0,44700,2020,7,14,1,0,0,1,0,0
8,10.0,43300,2020,7,15,1,0,0,1,0,0
10,10.0,44500,2020,7,16,1,0,0,1,0,0
8,10.0,45800,2020,7,17,1,0,0,1,0,0
15,10.0,48700,2020,7,18,1,0,0,1,0,0
10,10.0,42000,2020,7,20,1,0,0,1,0,0
14,10.0,48800,2020,7,21,1,0,0,1,0,0
20,10.0,49700,2020,7,22,1,0,0,1,0,0
24,10.0,43100,2020,7,23,1,0,0,1,0,0
26,10.0,50000,2020,7,24,1,0,0,1,0,0
8,10.0,51100,2020,7,27,1,0,0,1,0,0
22,10.0,42000,2020,7,28,1,0,0,1,0,0
16,10.0,46500,2020,7,29,1,0,0,1,0,0
18,10.0,46000,2020,7,30,1,0,0,1,0,0
20,10.0,48600,2020,7,31,1,0,0,1,0,0
12,10.0,51600,2020,8,1,1,0,0,1,0,0
13,10.0,48800,2020,8,5,1,0,0,1,0,0
12,10.0,48800,2020,8,7,1,0,0,1,0,0
11,10.0,52600,2020,8,10,1,0,0,1,0,0
13,10.0,49600,2020,8,11,1,0,0,1,0,0
11,10.0,46500,2020,8,12,1,0,0,1,0,0
10,10.0,52300,2020,8,14,1,0,0,1,0,0
15,10.0,51200,2020,8,20,1,0,0,1,0,0
18,10.0,45900,2020,8,21,1,0,0,1,0,0
16,10.0,39700,2020,8,22,1,0,0,1,0,0
18,10.0,43300,2020,8,24,1,0,0,1,0,0
16,10.0,39400,2020,8,25,1,0,0,1,0,0
20,10.0,30800,2020,8,26,1,0,0,1,0,0
10,1.0,33300,2020,8,27,1,0,0,1,0,0
10,10.0,34000,2020,8,29,1,0,0,1,0,0
11,10.0,41200,2020,8,31,1,0,0,1,0,0
10,10.0,41500,2020,9,1,1,0,0,1,0,0
17,10.0,33800,2020,9,2,1,0,0,1,0,0
13,10.0,36600,2020,9,3,1,0,0,1,0,0
8,10.0,39300,2020,9,4,1,0,0,1,0,0
17,10.0,40600,2020,9,5,1,0,0,1,0,0
17,10.0,41200,2020,9,7,1,0,0,1,0,0
19,10.0,40800,2020,9,8,1,0,0,1,0,0
13,10.0,39600,2020,9,9,1,0,0,1,0,0
15,10.0,30200,2020,9,10,1,0,0,1,0,0
15,10.0,30300,2020,9,11,1,0,0,1,0,0
14,10.0,31600,2020,9,12,1,0,0,1,0,0
12,10.0,33200,2020,9,14,1,0,0,1,0,0
16,10.0,29400,2020,9,15,1,0,0,1,0,0
16,10.0,26700,2020,9,16,1,0,0,1,0,0
5,10.0,31600,2020,9,17,1,0,0,1,0,0
11,10.0,35300,2020,9,18,1,0,0,1,0,0
15,10.0,30600,2020,9,19,1,0,0,1,0,0
7,10.0,32600,2020,9,21,1,0,0,1,0,0
6,10.0,33500,2020,9,22,1,0,0,1,0,0
10,10.0,35300,2020,9,23,1,0,0,1,0,0
5,10.0,38200,2020,9,24,1,0,0,1,0,0
10,10.0,40000,2020,9,25,1,0,0,1,0,0
11,10.0,37500,2020,9,26,1,0,0,1,0,0
13,10.0,32400,2020,10,5,1,0,0,1,0,0
19,10.0,36200,2020,10,6,1,0,0,1,0,0
20,10.0,32200,2020,10,7,1,0,0,1,0,0
19,10.0,34800,2020,10,9,1,0,0,1,0,0
13,10.0,33700,2020,10,10,1,0,0,1,0,0
18,10.0,32400,2020,10,12,1,0,0,1,0,0
22,10.0,23900,2020,10,13,1,0,0,1,0,0
8,10.0,33500,2020,10,14,1,0,0,1,0,0
10,10.0,32200,2020,10,15,1,0,0,1,0,0
7,10.0,34100,2020,10,16,1,0,0,1,0,0
10,10.0,34600,2020,10,17,1,0,0,1,0,0
27,10.0,29400,2020,10,19,1,0,0,1,0,0
24,10.0,24100,2020,10,20,1,0,0,1,0,0
14,10.0,31700,2020,10,21,1,0,0,1,0,0
28,10.0,27300,2020,10,22,1,0,0,1,0,0
26,10.0,25900,2020,10,23,1,0,0,1,0,0
18,10.0,25800,2020,10,24,1,0,0,1,0,0
18,10.0,27500,2020,10,26,1,0,0,1,0,0
1,10.0,32000,2020,10,29,1,0,0,1,0,0
10,10.0,30200,2020,10,30,1,0,0,1,0,0
8,10.0,33700,2020,10,31,1,0,0,1,0,0
8,10.0,31300,2020,11,2,1,0,0,1,0,0
10,10.0,31500,2020,11,3,1,0,0,1,0,0
11,10.0,33000,2020,11,4,1,0,0,1,0,0
14,10.0,30000,2020,11,5,1,0,0,1,0,0
12,10.0,28400,2020,11,6,1,0,0,1,0,0
9,10.0,27700,2020,11,7,1,0,0,1,0,0
2,10.0,30000,2020,11,9,1,0,0,1,0,0
22,10.0,28300,2020,11,10,1,0,0,1,0,0
10,10.0,32200,2020,11,11,1,0,0,1,0,0
6,10.0,29300,2020,11,12,1,0,0,1,0,0
12,10.0,28100,2020,11,13,1,0,0,1,0,0
11,10.0,27300,2020,11,14,1,0,0,1,0,0
8,10.0,28900,2020,11,16,1,0,0,1,0,0
5,10.0,31000,2020,11,17,1,0,0,1,0,0
2,10.0,28000,2020,11,18,1,0,0,1,0,0
6,10.0,33500,2020,11,19,1,0,0,1,0,0
11,10.0,33200,2020,11,20,1,0,0,1,0,0
15,10.0,26500,2020,11,21,1,0,0,1,0,0
12,10.0,26600,2020,11,23,1,0,0,1,0,0
10,10.0,29000,2020,11,24,1,0,0,1,0,0
5,10.0,29000,2020,11,25,1,0,0,1,0,0
19,10.0,27000,2020,11,26,1,0,0,1,0,0
9,10.0,25600,2020,11,27,1,0,0,1,0,0
8,10.0,27000,2020,11,28,1,0,0,1,0,0
3,10.0,32000,2020,11,30,1,0,0,1,0,0
10,10.0,29100,2020,12,1,1,0,0,1,0,0
10,10.0,27400,2020,12,2,1,0,0,1,0,0
7,10.0,27100,2020,12,3,1,0,0,1,0,0
24,10.0,25900,2020,12,4,1,0,0,1,0,0
5,10.0,30000,2020,12,5,1,0,0,1,0,0
8,10.0,28800,2020,12,7,1,0,0,1,0,0
22,10.0,27800,2020,12,8,1,0,0,1,0,0
5,10.0,25600,2020,12,9,1,0,0,1,0,0
5,10.0,23400,2020,12,10,1,0,0,1,0,0
4,10.0,28000,2020,12,11,1,0,0,1,0,0
3,10.0,26000,2020,12,12,1,0,0,1,0,0
5,10.0,28500,2020,12,14,1,0,0,1,0,0
4,10.0,30000,2020,12,15,1,0,0,1,0,0
17,10.0,28900,2020,12,16,1,0,0,1,0,0
20,10.0,28500,2020,12,17,1,0,0,1,0,0
15,10.0,29000,2020,12,18,1,0,0,1,0,0
18,10.0,29800,2020,12,19,1,0,0,1,0,0
5,10.0,26900,2020,12,21,1,0,0,1,0,0
5,10.0,26500,2020,12,22,1,0,0,1,0,0
4,10.0,27500,2020,12,23,1,0,0,1,0,0
5,10.0,28900,2020,12,24,1,0,0,1,0,0
10,10.0,26600,2020,12,25,1,0,0,1,0,0
6,10.0,26400,2020,12,26,1,0,0,1,0,0
8,10.0,27000,2020,12,28,1,0,0,1,0,0
10,10.0,27000,2020,12,29,1,0,0,1,0,0
8,10.0,27500,2020,12,30,1,0,0,1,0,0
9,10.0,28700,2020,12,31,1,0,0,1,0,0
7,1.0,29000,2021,1,2,1,0,0,1,0,0
10,10.0,28700,2021,1,4,1,0,0,1,0,0
2,10.0,29000,2021,1,5,1,0,0,1,0,0
10,10.0,25000,2021,1,7,1,0,0,1,0,0
2,10.0,25000,2021,1,8,1,0,0,1,0,0
5,10.0,30000,2021,1,11,1,0,0,1,0,0
10,10.0,26700,2021,1,12,1,0,0,1,0,0
2,10.0,31000,2021,1,13,1,0,0,1,0,0
10,10.0,26700,2021,1,14,1,0,0,1,0,0
10,10.0,26600,2021,1,15,1,0,0,1,0,0
7,10.0,29700,2021,1,16,1,0,0,1,0,0
10,10.0,28200,2021,1,18,1,0,0,1,0,0
10,10.0,27600,2021,1,19,1,0,0,1,0,0
10,10.0,26800,2021,1,20,1,0,0,1,0,0
10,10.0,28200,2021,1,21,1,0,0,1,0,0
7,10.0,28900,2021,1,22,1,0,0,1,0,0
2,10.0,33300,2021,1,23,1,0,0,1,0,0
15,10.0,26200,2021,1,25,1,0,0,1,0,0
12,10.0,26700,2021,1,26,1,0,0,1,0,0
5,10.0,27900,2021,1,27,1,0,0,1,0,0
12,10.0,26100,2021,1,28,1,0,0,1,0,0
9,10.0,27400,2021,1,29,1,0,0,1,0,0
10,10.0,26000,2021,1,30,1,0,0,1,0,0
8,10.0,27900,2021,2,1,1,0,0,1,0,0
4,10.0,28800,2021,2,2,1,0,0,1,0,0
11,10.0,26300,2021,2,3,1,0,0,1,0,0
4,10.0,27500,2021,2,4,1,0,0,1,0,0
13,10.0,25700,2021,2,5,1,0,0,1,0,0
4,10.0,26100,2021,2,6,1,0,0,1,0,0
5,10.0,30000,2021,2,8,1,0,0,1,0,0
12,10.0,26300,2021,2,9,1,0,0,1,0,0
15,10.0,26500,2021,2,10,1,0,0,1,0,0
7,10.0,26700,2021,2,11,1,0,0,1,0,0
10,10.0,25700,2021,2,15,1,0,0,1,0,0
9,10.0,27000,2021,2,16,1,0,0,1,0,0
1,10.0,27000,2021,2,17,1,0,0,1,0,0
7,10.0,26600,2021,2,18,1,0,0,1,0,0
15,10.0,26100,2021,2,19,1,0,0,1,0,0
10,10.0,30100,2021,2,20,1,0,0,1,0,0
6,10.0,28300,2021,2,22,1,0,0,1,0,0
14,10.0,28300,2021,2,23,1,0,0,1,0,0
16,10.0,28100,2021,2,24,1,0,0,1,0,0
33,10.0,23300,2021,2,25,1,0,0,1,0,0
19,10.0,27200,2021,2,26,1,0,0,1,0,0
21,10.0,25900,2021,2,27,1,0,0,1,0,0
10,10.0,28000,2021,3,1,1,0,0,1,0,0
12,10.0,28700,2021,3,2,1,0,0,1,0,0
12,10.0,25500,2021,3,3,1,0,0,1,0,0
22,10.0,25600,2021,3,4,1,0,0,1,0,0
3,10.0,28300,2021,3,5,1,0,0,1,0,0
21,10.0,25800,2021,3,6,1,0,0,1,0,0
15,10.0,27300,2021,3,8,1,0,0,1,0,0
19,10.0,26400,2021,3,9,1,0,0,1,0,0
9,10.0,26100,2021,3,10,1,0,0,1,0,0
14,10.0,28400,2021,3,11,1,0,0,1,0,0
8,10.0,27800,2021,3,12,1,0,0,1,0,0
11,10.0,26900,2021,3,13,1,0,0,1,0,0
8,10.0,28600,2021,3,15,1,0,0,1,0,0
15,10.0,26700,2021,3,16,1,0,0,1,0,0
9,10.0,26900,2021,3,17,1,0,0,1,0,0
5,10.0,26900,2021,3,18,1,0,0,1,0,0
7,10.0,26300,2021,3,19,1,0,0,1,0,0
11,10.0,28200,2021,3,20,1,0,0,1,0,0
7,10.0,26000,2021,3,22,1,0,0,1,0,0
17,10.0,24000,2021,3,23,1,0,0,1,0,0
7,10.0,28400,2021,3,24,1,0,0,1,0,0
11,10.0,27900,2021,3,25,1,0,0,1,0,0
15,10.0,27400,2021,3,26,1,0,0,1,0,0
18,10.0,29200,2021,3,27,1,0,0,1,0,0
11,10.0,28900,2021,3,29,1,0,0,1,0,0
18,10.0,27500,2021,3,30,1,0,0,1,0,0
16,10.0,27200,2021,3,31,1,0,0,1,0,0
9,10.0,26100,2021,4,1,1,0,0,1,0,0
17,10.0,25700,2021,4,2,1,0,0,1,0,0
15,10.0,28200,2021,4,3,1,0,0,1,0,0
8,10.0,30200,2021,4,5,1,0,0,1,0,0
15,10.0,27100,2021,4,6,1,0,0,1,0,0
15,10.0,26500,2021,4,7,1,0,0,1,0,0
15,10.0,25500,2021,4,8,1,0,0,1,0,0
23,10.0,22000,2021,4,9,1,0,0,1,0,0
22,10.0,24000,2021,4,10,1,0,0,1,0,0
9,10.0,27300,2021,4,12,1,0,0,1,0,0
12,10.0,26200,2021,4,13,1,0,0,1,0,0
24,10.0,22900,2021,4,14,1,0,0,1,0,0
42,10.0,23900,2021,4,15,1,0,0,1,0,0
51,10.0,21600,2021,4,16,1,0,0,1,0,0
10,10.0,25400,2021,4,17,1,0,0,1,0,0
3,10.0,30000,2021,4,19,1,0,0,1,0,0
19,10.0,24700,2021,4,20,1,0,0,1,0,0
23,10.0,25500,2021,4,21,1,0,0,1,0,0
21,10.0,23700,2021,4,22,1,0,0,1,0,0
20,10.0,25500,2021,4,23,1,0,0,1,0,0
7,10.0,30100,2021,4,24,1,0,0,1,0,0
19,10.0,24000,2021,4,26,1,0,0,1,0,0
14,10.0,24700,2021,4,27,1,0,0,1,0,0
20,10.0,23900,2021,4,28,1,0,0,1,0,0
15,10.0,24800,2021,4,29,1,0,0,1,0,0
13,10.0,25500,2021,4,30,1,0,0,1,0,0
22,10.0,25800,2021,5,1,1,0,0,1,0,0
16,10.0,26100,2021,5,3,1,0,0,1,0,0
40,10.0,21200,2021,5,4,1,0,0,1,0,0
23,10.0,25000,2021,5,5,1,0,0,1,0,0
18,10.0,25200,2021,5,6,1,0,0,1,0,0
20,10.0,28000,2021,5,7,1,0,0,1,0,0
30,10.0,24200,2021,5,8,1,0,0,1,0,0
14,10.0,26600,2021,5,10,1,0,0,1,0,0
16,10.0,27100,2021,5,11,1,0,0,1,0,0
10,10.0,28400,2021,5,12,1,0,0,1,0,0
23,10.0,26000,2021,5,13,1,0,0,1,0,0
22,10.0,25200,2021,5,14,1,0,0,1,0,0
8,10.0,24300,2021,5,15,1,0,0,1,0,0
6,10.0,27300,2021,5,17,1,0,0,1,0,0
6,10.0,29300,2021,5,18,1,0,0,1,0,0
16,10.0,24400,2021,5,19,1,0,0,1,0,0
10,10.0,24000,2021,5,20,1,0,0,1,0,0
16,10.0,24800,2021,5,21,1,0,0,1,0,0
23,10.0,28900,2021,5,22,1,0,0,1,0,0
8,10.0,31400,2021,5,24,1,0,0,1,0,0
11,10.0,27300,2021,5,25,1,0,0,1,0,0
15,10.0,23800,2021,5,26,1,0,0,1,0,0
3,10.0,25300,2021,5,27,1,0,0,1,0,0
5,10.0,27400,2021,5,28,1,0,0,1,0,0
14,10.0,27400,2021,5,29,1,0,0,1,0,0
13,10.0,25900,2021,5,31,1,0,0,1,0,0
4,10.0,23300,2021,6,1,1,0,0,1,0,0
13,10.0,20300,2021,6,2,1,0,0,1,0,0
4,10.0,30000,2021,6,3,1,0,0,1,0,0
6,10.0,24300,2021,6,4,1,0,0,1,0,0
11,10.0,25400,2021,6,5,1,0,0,1,0,0
6,10.0,25900,2021,6,7,1,0,0,1,0,0
8,10.0,27600,2021,6,8,1,0,0,1,0,0
7,10.0,25600,2021,6,9,1,0,0,1,0,0
8,10.0,28000,2021,6,10,1,0,0,1,0,0
9,10.0,26800,2021,6,11,1,0,0,1,0,0
11,10.0,26400,2021,6,12,1,0,0,1,0,0
7,10.0,27500,2021,6,14,1,0,0,1,0,0
11,10.0,24300,2021,6,15,1,0,0,1,0,0
4,10.0,26300,2021,6,16,1,0,0,1,0,0
7,10.0,28400,2021,6,17,1,0,0,1,0,0
22,10.0,26700,2021,6,18,1,0,0,1,0,0
15,10.0,25300,2021,6,19,1,0,0,1,0,0
7,10.0,26400,2021,6,21,1,0,0,1,0,0
8,10.0,23200,2021,6,22,1,0,0,1,0,0
7,10.0,25300,2021,6,23,1,0,0,1,0,0
2,10.0,26600,2021,6,24,1,0,0,1,0,0
9,10.0,26600,2021,6,25,1,0,0,1,0,0
11,10.0,27200,2021,6,26,1,0,0,1,0,0
10,10.0,27400,2021,6,28,1,0,0,1,0,0
10,10.0,23100,2021,6,29,1,0,0,1,0,0
5,10.0,23900,2021,6,30,1,0,0,1,0,0
3,10.0,23000,2021,7,1,1,0,0,1,0,0
3,10.0,25000,2021,7,2,1,0,0,1,0,0
4,10.0,30300,2021,7,5,1,0,0,1,0,0
10,10.0,28800,2021,7,6,1,0,0,1,0,0
10,10.0,27800,2021,7,7,1,0,0,1,0,0
11,10.0,27400,2021,7,8,1,0,0,1,0,0
13,10.0,25600,2021,7,9,1,0,0,1,0,0
10,10.0,27100,2021,7,10,1,0,0,1,0,0
10,10.0,26400,2021,7,12,1,0,0,1,0,0
10,10.0,24400,2021,7,13,1,0,0,1,0,0
10,10.0,24300,2021,7,15,1,0,0,1,0,0
10,10.0,24100,2021,7,17,1,0,0,1,0,0
7,10.0,25100,2021,7,19,1,0,0,1,0,0
8,10.0,24100,2021,7,20,1,0,0,1,0,0
8,10.0,25500,2021,7,21,1,0,0,1,0,0
7,10.0,26500,2021,7,23,1,0,0,1,0,0
7,10.0,28400,2021,7,26,1,0,0,1,0,0
3,10.0,28200,2021,8,5,1,0,0,1,0,0
5,10.0,28300,2021,8,9,1,0,0,1,0,0
4,10.0,28400,2021,8,10,1,0,0,1,0,0
4,10.0,24000,2021,8,11,1,0,0,1,0,0
5,10.0,30300,2021,8,16,1,0,0,1,0,0
5,10.0,26700,2021,8,17,1,0,0,1,0,0
4,10.0,28600,2021,8,18,1,0,0,1,0,0
16,10.0,18300,2021,8,19,1,0,0,1,0,0
5,10.0,30300,2021,8,20,1,0,0,1,0,0
5,10.0,31300,2021,8,21,1,0,0,1,0,0
10,10.0,26700,2021,8,23,1,0,0,1,0,0
5,10.0,30500,2021,8,24,1,0,0,1,0,0
5,10.0,30800,2021,8,25,1,0,0,1,0,0
5,10.0,30300,2021,8,26,1,0,0,1,0,0
3,10.0,31500,2021,8,27,1,0,0,1,0,0
8,10.0,26000,2021,8,28,1,0,0,1,0,0
4,10.0,28500,2021,8,30,1,0,0,1,0,0
4,10.0,28600,2021,8,31,1,0,0,1,0,0
6,10.0,26600,2021,9,1,1,0,0,1,0,0
7,10.0,26800,2021,9,2,1,0,0,1,0,0
6,10.0,27000,2021,9,3,1,0,0,1,0,0
6,10.0,29000,2021,9,4,1,0,0,1,0,0
9,10.0,26300,2021,9,6,1,0,0,1,0,0
9,10.0,27500,2021,9,7,1,0,0,1,0,0
9,10.0,26000,2021,9,8,1,0,0,1,0,0
8,10.0,25800,2021,9,9,1,0,0,1,0,0
7,10.0,27500,2021,9,10,1,0,0,1,0,0
7,10.0,27500,2021,9,13,1,0,0,1,0,0
7,10.0,28100,2021,9,14,1,0,0,1,0,0
5,10.0,30400,2021,9,15,1,0,0,1,0,0
8,10.0,28500,2021,9,16,1,0,0,1,0,0
7,10.0,30500,2021,9,24,1,0,0,1,0,0
10,10.0,26600,2021,9,25,1,0,0,1,0,0
2,10.0,27000,2021,9,27,1,0,0,1,0,0
7,10.0,24600,2021,9,28,1,0,0,1,0,0
4,10.0,26900,2021,9,30,1,0,0,1,0,0
4,10.0,33000,2021,10,2,1,0,0,1,0,0
8,10.0,28200,2021,10,4,1,0,0,1,0,0
5,10.0,26400,2021,10,5,1,0,0,1,0,0
11,10.0,24500,2021,10,6,1,0,0,1,0,0
5,10.0,28200,2021,10,7,1,0,0,1,0,0
5,10.0,28500,2021,10,8,1,0,0,1,0,0
8,10.0,27300,2021,10,9,1,0,0,1,0,0
4,10.0,27000,2021,10,12,1,0,0,1,0,0
6,10.0,27200,2021,10,13,1,0,0,1,0,0
8,10.0,26300,2021,10,14,1,0,0,1,0,0
7,10.0,26500,2021,10,15,1,0,0,1,0,0
3,10.0,27000,2021,10,18,1,0,0,1,0,0
5,10.0,27500,2021,10,19,1,0,0,1,0,0
10,10.0,25100,2021,10,21,1,0,0,1,0,0
5,10.0,28100,2021,10,22,1,0,0,1,0,0
10,10.0,27300,2021,10,23,1,0,0,1,0,0
9,10.0,29100,2021,10,25,1,0,0,1,0,0
13,10.0,28000,2021,10,26,1,0,0,1,0,0
10,10.0,26400,2021,10,27,1,0,0,1,0,0
10,10.0,27100,2021,10,28,1,0,0,1,0,0
11,10.0,24500,2021,10,29,1,0,0,1,0,0
15,10.0,25100,2021,10,30,1,0,0,1,0,0
10,10.0,26300,2021,11,1,1,0,0,1,0,0
9,10.0,25700,2021,11,2,1,0,0,1,0,0
2,10.0,26000,2021,11,3,1,0,0,1,0,0
6,10.0,27000,2021,11,5,1,0,0,1,0,0
7,10.0,24200,2021,11,6,1,0,0,1,0,0
11,10.0,23200,2021,11,8,1,0,0,1,0,0
8,10.0,24500,2021,11,9,1,0,0,1,0,0
5,10.0,28900,2021,11,10,1,0,0,1,0,0
4,10.0,25100,2021,11,11,1,0,0,1,0,0
4,10.0,27500,2021,11,12,1,0,0,1,0,0
5,10.0,29700,2021,11,13,1,0,0,1,0,0
1,10.0,26000,2021,11,15,1,0,0,1,0,0
5,10.0,23300,2021,11,17,1,0,0,1,0,0
5,10.0,26800,2021,11,19,1,0,0,1,0,0
7,10.0,27300,2021,11,20,1,0,0,1,0,0
3,10.0,23000,2021,11,22,1,0,0,1,0,0
1,10.0,26600,2021,11,23,1,0,0,1,0,0
3,10.0,23200,2021,11,24,1,0,0,1,0,0
7,10.0,20700,2021,11,25,1,0,0,1,0,0
5,10.0,30000,2021,11,26,1,0,0,1,0,0
7,10.0,22800,2021,11,27,1,0,0,1,0,0
5,10.0,16800,2021,11,30,1,0,0,1,0,0
8,10.0,21500,2021,12,3,1,0,0,1,0,0
5,10.0,20300,2021,12,4,1,0,0,1,0,0
2,10.0,28500,2021,12,6,1,0,0,1,0,0
4,10.0,26300,2021,12,7,1,0,0,1,0,0
2,10.0,27500,2021,12,8,1,0,0,1,0,0
