수량,중량,평균가,yyyy,mm,dd,산지_군산,산지_보령,산지_여수,규격_10미,규격_대,규격_중
42,10.0,18900,2021,12,10,1,0,0,1,0,0
5,10.0,25400,2021,12,11,1,0,0,1,0,0
5,10.0,26000,2021,12,13,1,0,0,1,0,0
5,10.0,26200,2021,12,14,1,0,0,1,0,0
6,10.0,26700,2021,12,15,1,0,0,1,0,0
6,10.0,25200,2021,12,16,1,0,0,1,0,0
7,10.0,25100,2021,12,17,1,0,0,1,0,0
3,10.0,24000,2021,12,18,1,0,0,1,0,0
5,10.0,25700,2021,12,20,1,0,0,1,0,0
6,10.0,20900,2021,12,22,1,0,0,1,0,0
5,10.0,26600,2021,12,24,1,0,0,1,0,0
1,10.0,25000,2021,12,27,1,0,0,1,0,0
5,10.0,20800,2021,12,28,1,0,0,1,0,0
3,10.0,25500,2021,12,30,1,0,0,1,0,0
3,10.0,28000,2021,12,31,1,0,0,1,0,0
3,10.0,58000,2017,3,22,0,0,1,1,0,0
2,10.0,58000,2017,3,30,0,0,1,1,0,0
5,5.0,30000,2017,4,5,0,0,1,1,0,0
1,10.0,58000,2017,4,6,0,0,1,1,0,0
3,10.0,30000,2017,6,15,0,0,1,1,0,0
5,10.0,40000,2017,7,6,0,0,1,1,0,0
3,10.0,40000,2017,7,7,0,0,1,1,0,0
3,10.0,57000,2017,7,24,0,0,1,1,0,0
8,10.0,40000,2017,7,28,0,0,1,1,0,0
5,10.0,32000,2017,8,1,0,0,1,1,0,0
1,10.0,57000,2017,8,2,0,0,1,1,0,0
3,10.0,32000,2017,8,19,0,0,1,1,0,0
6,10.0,46000,2017,8,23,0,0,1,1,0,0
3,10.0,54000,2017,8,24,0,0,1,1,0,0
4,10.0,57000,2017,8,25,0,0,1,1,0,0
9,10.0,48700,2017,8,26,0,0,1,1,0,0
7,10.0,46300,2017,8,28,0,0,1,1,0,0
4,10.0,57000,2017,8,29,0,0,1,1,0,0
2,10.0,57000,2017,8,30,0,0,1,1,0,0
4,10.0,57000,2017,9,2,0,0,1,1,0,0
3,10.0,40000,2017,9,5,0,0,1,1,0,0
3,10.0,57000,2017,9,6,0,0,1,1,0,0
3,10.0,57000,2017,9,7,0,0,1,1,0,0
3,10.0,57000,2017,9,8,0,0,1,1,0,0
5,10.0,57000,2017,9,9,0,0,1,1,0,0
3,10.0,57000,2017,9,11,0,0,1,1,0,0
2,10.0,57000,2017,9,12,0,0,1,1,0,0
2,10.0,57000,2017,9,13,0,0,1,1,0,0
2,10.0,57000,2017,9,14,0,0,1,1,0,0
3,10.0,57000,2017,9,15,0,0,1,1,0,0
5,10.0,57000,2017,9,16,0,0,1,1,0,0
3,10.0,57000,2017,9,18,0,0,1,1,0,0
3,10.0,57000,2017,9,19,0,0,1,1,0,0
7,10.0,44900,2017,9,20,0,0,1,1,0,0
3,10.0,57000,2017,9,22,0,0,1,1,0,0
4,10.0,57000,2017,9,23,0,0,1,1,0,0
2,10.0,57000,2017,9,25,0,0,1,1,0,0
4,10.0,57000,2017,9,26,0,0,1,1,0,0
3,10.0,57000,2017,9,27,0,0,1,1,0,0
3,10.0,57000,2017,9,28,0,0,1,1,0,0
4,10.0,57000,2017,9,29,0,0,1,1,0,0
6,10.0,36200,2017,10,1,0,0,1,1,0,0
7,10.0,57000,2017,10,2,0,0,1,1,0,0
5,10.0,57000,2017,10,3,0,0,1,1,0,0
6,10.0,57000,2017,10,9,0,0,1,1,0,0
2,10.0,57000,2017,10,11,0,0,1,1,0,0
2,10.0,57000,2017,10,12,0,0,1,1,0,0
4,10.0,57000,2017,10,13,0,0,1,1,0,0
2,10.0,57000,2017,10,16,0,0,1,1,0,0
2,10.0,57000,2017,10,17,0,0,1,1,0,0
3,10.0,57000,2017,10,18,0,0,1,1,0,0
2,10.0,57000,2017,10,19,0,0,1,1,0,0
3,10.0,57000,2017,10,20,0,0,1,1,0,0
4,10.0,57000,2017,10,21,0,0,1,1,0,0
3,10.0,57000,2017,10,24,0,0,1,1,0,0
3,10.0,57000,2017,10,25,0,0,1,1,0,0
6,10.0,57000,2017,10,28,0,0,1,1,0,0
3,10.0,57000,2017,10,30,0,0,1,1,0,0
3,10.0,57000,2017,10,31,0,0,1,1,0,0
3,10.0,57000,2017,11,3,0,0,1,1,0,0
10,10.0,48500,2017,11,4,0,0,1,1,0,0
8,10.0,38300,2017,11,6,0,0,1,1,0,0
3,10.0,57000,2017,11,7,0,0,1,1,0,0
3,10.0,57000,2017,11,8,0,0,1,1,0,0
4,10.0,47500,2017,11,10,0,0,1,1,0,0
2,10.0,47500,2017,11,11,0,0,1,1,0,0
3,10.0,47500,2017,11,14,0,0,1,1,0,0
3,10.0,47500,2017,11,15,0,0,1,1,0,0
2,10.0,47500,2017,11,16,0,0,1,1,0,0
5,10.0,47500,2017,11,18,0,0,1,1,0,0
3,10.0,47500,2017,11,20,0,0,1,1,0,0
3,10.0,40000,2017,11,21,0,0,1,1,0,0
4,10.0,47500,2017,11,22,0,0,1,1,0,0
3,10.0,47500,2017,11,23,0,0,1,1,0,0
7,10.0,47500,2017,11,25,0,0,1,1,0,0
2,10.0,47500,2017,11,27,0,0,1,1,0,0
6,10.0,45000,2017,11,29,0,0,1,1,0,0
3,10.0,47500,2017,11,30,0,0,1,1,0,0
2,10.0,47500,2017,12,1,0,0,1,1,0,0
7,10.0,47500,2017,12,2,0,0,1,1,0,0
3,10.0,47500,2017,12,4,0,0,1,1,0,0
3,10.0,47500,2017,12,5,0,0,1,1,0,0
2,10.0,47500,2017,12,6,0,0,1,1,0,0
2,10.0,47500,2017,12,7,0,0,1,1,0,0
3,10.0,47500,2017,12,8,0,0,1,1,0,0
8,10.0,47500,2017,12,9,0,0,1,1,0,0
4,10.0,47500,2017,12,11,0,0,1,1,0,0
2,10.0,47500,2017,12,12,0,0,1,1,0,0
4,10.0,40000,2017,12,13,0,0,1,1,0,0
1,10.0,47500,2017,12,14,0,0,1,1,0,0
3,10.0,47500,2017,12,15,0,0,1,1,0,0
8,10.0,47500,2017,12,16,0,0,1,1,0,0
10,10.0,47500,2017,12,18,0,0,1,1,0,0
2,10.0,47500,2017,12,19,0,0,1,1,0,0
2,10.0,47500,2017,12,21,0,0,1,1,0,0
9,10.0,40000,2017,12,22,0,0,1,1,0,0
8,10.0,47500,2017,12,23,0,0,1,1,0,0
5,10.0,47500,2017,12,25,0,0,1,1,0,0
5,10.0,43000,2017,12,27,0,0,1,1,0,0
3,10.0,47500,2017,12,28,0,0,1,1,0,0
5,10.0,47500,2017,12,29,0,0,1,1,0,0
5,10.0,47500,2017,12,30,0,0,1,1,0,0
5,12.0,47500,2018,1,2,0,0,1,1,0,0
2,12.0,47500,2018,1,3,0,0,1,1,0,0
2,12.0,47500,2018,1,5,0,0,1,1,0,0
4,12.0,47500,2018,1,8,0,0,1,1,0,0
9,12.0,47500,2018,1,12,0,0,1,1,0,0
3,12.0,47500,2018,1,13,0,0,1,1,0,0
3,12.0,47500,2018,1,20,0,0,1,1,0,0
3,12.0,47500,2018,1,29,0,0,1,1,0,0
2,12.0,47500,2018,1,30,0,0,1,1,0,0
2,12.0,47500,2018,1,31,0,0,1,1,0,0
2,12.0,47500,2018,2,2,0,0,1,1,0,0
2,12.0,47500,2018,2,3,0,0,1,1,0,0
2,12.0,47500,2018,2,5,0,0,1,1,0,0
2,12.0,47500,2018,2,9,0,0,1,1,0,0
3,12.0,47500,2018,2,10,0,0,1,1,0,0
4,12.0,47500,2018,2,13,0,0,1,1,0,0
15,12.0,41200,2018,2,20,0,0,1,1,0,0
4,12.0,38000,2018,2,28,0,0,1,1,0,0
10,10.0,31500,2018,3,22,0,0,1,1,0,0
10,10.0,26500,2018,3,23,0,0,1,1,0,0
10,10.0,29000,2018,3,24,0,0,1,1,0,0
10,10.0,27000,2018,3,26,0,0,1,1,0,0
5,10.0,28000,2018,3,27,0,0,1,1,0,0
7,10.0,30000,2018,3,28,0,0,1,1,0,0
9,10.0,30000,2018,3,29,0,0,1,1,0,0
4,10.0,30000,2018,3,31,0,0,1,1,0,0
5,10.0,28100,2018,4,2,0,0,1,1,0,0
5,10.0,30000,2018,4,3,0,0,1,1,0,0
5,10.0,30000,2018,4,9,0,0,1,1,0,0
5,10.0,30000,2018,4,10,0,0,1,1,0,0
5,10.0,28100,2018,4,11,0,0,1,1,0,0
5,10.0,30000,2018,4,12,0,0,1,1,0,0
5,10.0,30000,2018,4,13,0,0,1,1,0,0
10,10.0,30000,2018,4,14,0,0,1,1,0,0
5,10.0,28800,2018,4,16,0,0,1,1,0,0
5,10.0,36100,2018,4,18,0,0,1,1,0,0
6,10.0,30000,2018,4,19,0,0,1,1,0,0
5,10.0,30000,2018,4,20,0,0,1,1,0,0
2,10.0,30000,2018,4,21,0,0,1,1,0,0
5,10.0,30000,2018,4,23,0,0,1,1,0,0
5,10.0,30100,2018,4,24,0,0,1,1,0,0
5,10.0,30000,2018,4,26,0,0,1,1,0,0
3,10.0,29100,2018,4,27,0,0,1,1,0,0
3,10.0,30000,2018,4,28,0,0,1,1,0,0
5,10.0,30100,2018,4,30,0,0,1,1,0,0
10,10.0,30600,2018,5,1,0,0,1,1,0,0
5,10.0,30000,2018,5,2,0,0,1,1,0,0
10,10.0,30000,2018,5,3,0,0,1,1,0,0
5,10.0,30000,2018,5,4,0,0,1,1,0,0
5,10.0,30000,2018,5,5,0,0,1,1,0,0
5,10.0,30000,2018,5,7,0,0,1,1,0,0
8,10.0,30000,2018,5,8,0,0,1,1,0,0
10,10.0,30000,2018,5,9,0,0,1,1,0,0
2,10.0,30000,2018,5,11,0,0,1,1,0,0
8,10.0,30000,2018,5,14,0,0,1,1,0,0
6,10.0,30000,2018,5,16,0,0,1,1,0,0
4,10.0,30000,2018,5,17,0,0,1,1,0,0
8,10.0,30000,2018,5,18,0,0,1,1,0,0
5,10.0,30000,2018,5,19,0,0,1,1,0,0
7,10.0,30000,2018,5,21,0,0,1,1,0,0
5,10.0,30000,2018,5,22,0,0,1,1,0,0
5,10.0,30000,2018,5,23,0,0,1,1,0,0
11,10.0,30000,2018,5,24,0,0,1,1,0,0
8,10.0,30000,2018,5,25,0,0,1,1,0,0
3,10.0,30000,2018,5,29,0,0,1,1,0,0
6,10.0,30000,2018,5,30,0,0,1,1,0,0
1,10.0,30000,2018,5,31,0,0,1,1,0,0
6,10.0,30000,2018,6,1,0,0,1,1,0,0
2,10.0,30000,2018,6,2,0,0,1,1,0,0
9,10.0,30000,2018,6,4,0,0,1,1,0,0
4,10.0,30000,2018,6,5,0,0,1,1,0,0
5,10.0,30000,2018,6,6,0,0,1,1,0,0
5,5.0,30000,2018,6,15,0,0,1,1,0,0
5,10.0,30000,2018,6,15,0,0,1,1,0,0
2,10.0,30000,2018,6,16,0,0,1,1,0,0
10,10.0,30000,2018,6,18,0,0,1,1,0,0
5,10.0,30400,2018,6,20,0,0,1,1,0,0
5,10.0,30000,2018,6,21,0,0,1,1,0,0
7,10.0,30000,2018,6,22,0,0,1,1,0,0
6,10.0,30000,2018,6,23,0,0,1,1,0,0
2,10.0,51000,2018,7,30,0,0,1,1,0,0
11,10.0,25000,2018,11,1,0,0,1,1,0,0
5,10.0,25000,2018,11,3,0,0,1,1,0,0
5,10.0,30000,2019,2,20,0,0,1,1,0,0
5,5.0,28500,2019,2,22,0,0,1,1,0,0
5,10.0,25000,2019,2,25,0,0,1,1,0,0
5,10.0,25000,2019,2,26,0,0,1,1,0,0
4,5.0,24500,2019,2,27,0,0,1,1,0,0
5,5.0,25300,2019,2,28,0,0,1,1,0,0
5,10.0,27000,2019,3,1,0,0,1,1,0,0
5,10.0,28000,2019,3,2,0,0,1,1,0,0
10,10.0,25000,2019,3,4,0,0,1,1,0,0
10,5.0,26000,2019,3,5,0,0,1,1,0,0
15,5.0,21500,2019,3,6,0,0,1,1,0,0
3,5.0,29500,2019,3,23,0,0,1,1,0,0
3,5.0,28000,2019,3,25,0,0,1,1,0,0
2,5.0,30000,2019,3,26,0,0,1,1,0,0
2,5.0,30200,2019,3,27,0,0,1,1,0,0
2,10.0,20000,2019,3,30,0,0,1,1,0,0
2,5.0,25600,2019,4,1,0,0,1,1,0,0
2,5.0,26000,2019,4,2,0,0,1,1,0,0
2,5.0,23000,2019,4,3,0,0,1,1,0,0
2,5.0,23300,2019,4,4,0,0,1,1,0,0
5,5.0,31000,2019,4,6,0,0,1,1,0,0
7,5.0,27000,2019,4,8,0,0,1,1,0,0
5,5.0,24000,2019,4,9,0,0,1,1,0,0
5,5.0,25500,2019,4,12,0,0,1,1,0,0
5,5.0,26500,2019,4,15,0,0,1,1,0,0
5,5.0,26000,2019,4,17,0,0,1,1,0,0
10,5.0,24600,2019,5,29,0,0,1,1,0,0
5,5.0,22000,2019,6,20,0,0,1,1,0,0
10,10.0,31000,2019,4,3,0,1,0,1,0,0
10,10.0,31300,2019,4,4,0,1,0,1,0,0
10,10.0,30500,2019,4,5,0,1,0,1,0,0
10,10.0,30800,2019,4,9,0,1,0,1,0,0
25,10.0,29400,2020,5,4,0,1,0,1,0,0
5,5.0,30500,2021,8,2,0,1,0,1,0,0
5,10.0,28500,2021,8,6,0,1,0,1,0,0
77,10.0,19700,2017,1,2,1,0,0,0,0,1
4,10.0,5000,2017,2,27,1,0,0,0,0,1
1,10.0,2000,2017,3,4,1,0,0,0,0,1
4,10.0,32100,2017,5,31,1,0,0,0,0,1
3,10.0,31300,2017,6,1,1,0,0,0,0,1
3,10.0,27000,2017,6,2,1,0,0,0,0,1
11,10.0,25500,2017,6,3,1,0,0,0,0,1
3,4.0,3000,2017,8,29,1,0,0,0,0,1
2,3.0,5000,2017,8,30,1,0,0,0,0,1
4,4.0,2100,2017,8,30,1,0,0,0,0,1
11,4.0,2700,2017,9,6,1,0,0,0,0,1
10,10.0,20000,2017,9,8,1,0,0,0,0,1
18,10.0,19300,2017,9,14,1,0,0,0,0,1
15,10.0,25100,2017,9,15,1,0,0,0,0,1
29,10.0,22400,2017,9,16,1,0,0,0,0,1
23,10.0,25300,2017,9,18,1,0,0,0,0,1
50,10.0,15900,2017,9,29,1,0,0,0,0,1
49,10.0,16800,2017,10,2,1,0,0,0,0,1
1,10.0,2000,2017,10,14,1,0,0,0,0,1
30,10.0,17100,2017,10,16,1,0,0,0,0,1
2,10.0,25000,2017,10,17,1,0,0,0,0,1
6,10.0,15000,2017,10,20,1,0,0,0,0,1
35,10.0,25000,2017,11,13,1,0,0,0,0,1
28,10.0,17100,2017,11,16,1,0,0,0,0,1
16,5.0,10000,2017,11,17,1,0,0,0,0,1
5,10.0,25000,2017,11,17,1,0,0,0,0,1
3,10.0,3000,2017,11,23,1,0,0,0,0,1
42,10.0,24100,2017,11,27,1,0,0,0,0,1
1,4.0,6000,2017,12,2,1,0,0,0,0,1
25,5.0,29200,2017,12,5,1,0,0,0,0,1
12,10.0,21900,2017,12,19,1,0,0,0,0,1
52,10.0,18900,2017,12,29,1,0,0,0,0,1
50,10.0,19000,2017,12,30,1,0,0,0,0,1
14,5.0,20000,2018,1,30,1,0,0,0,0,1
17,5.0,25000,2018,2,21,1,0,0,0,0,1
44,5.0,30000,2018,3,14,1,0,0,0,0,1
78,5.0,30000,2018,3,15,1,0,0,0,0,1
52,5.0,30000,2018,3,17,1,0,0,0,0,1
45,5.0,28700,2018,3,24,1,0,0,0,0,1
56,5.0,30000,2018,3,29,1,0,0,0,0,1
31,10.0,30100,2018,4,13,1,0,0,0,0,1
54,5.0,32000,2018,4,20,1,0,0,0,0,1
29,10.0,41200,2018,4,20,1,0,0,0,0,1
40,5.0,32000,2018,4,25,1,0,0,0,0,1
42,10.0,32000,2018,4,25,1,0,0,0,0,1
30,10.0,32000,2018,4,26,1,0,0,0,0,1
27,10.0,32000,2018,4,27,1,0,0,0,0,1
28,10.0,30900,2018,4,28,1,0,0,0,0,1
44,10.0,39500,2018,5,1,1,0,0,0,0,1
60,10.0,32000,2018,5,4,1,0,0,0,0,1
60,5.0,35000,2018,5,7,1,0,0,0,0,1
40,5.0,35000,2018,5,9,1,0,0,0,0,1
61,10.0,29000,2018,5,12,1,0,0,0,0,1
44,10.0,32000,2018,5,21,1,0,0,0,0,1
53,10.0,36600,2018,5,29,1,0,0,0,0,1
47,10.0,35500,2018,5,30,1,0,0,0,0,1
50,10.0,32000,2018,6,2,1,0,0,0,0,1
55,10.0,32000,2018,6,4,1,0,0,0,0,1
59,10.0,37600,2018,6,5,1,0,0,0,0,1
44,10.0,39500,2018,6,7,1,0,0,0,0,1
40,10.0,32000,2018,6,9,1,0,0,0,0,1
26,10.0,30800,2018,6,15,1,0,0,0,0,1
50,10.0,35000,2018,6,20,1,0,0,0,0,1
20,10.0,32000,2018,6,23,1,0,0,0,0,1
5,10.0,33000,2018,6,28,1,0,0,0,0,1
4,5.0,4100,2018,9,15,1,0,0,0,0,1
3,5.0,3300,2018,9,17,1,0,0,0,0,1
2,5.0,3000,2018,9,19,1,0,0,0,0,1
31,5.0,16600,2018,9,28,1,0,0,0,0,1
4,5.0,2600,2018,10,1,1,0,0,0,0,1
17,10.0,20100,2018,10,1,1,0,0,0,0,1
12,5.0,24800,2018,10,2,1,0,0,0,0,1
5,5.0,4000,2018,10,4,1,0,0,0,0,1
36,10.0,18800,2018,10,4,1,0,0,0,0,1
3,5.0,2500,2018,10,5,1,0,0,0,0,1
10,10.0,18000,2018,10,5,1,0,0,0,0,1
2,5.0,35300,2018,10,6,1,0,0,0,0,1
10,10.0,20000,2018,10,12,1,0,0,0,0,1
32,5.0,24400,2018,10,15,1,0,0,0,0,1
30,5.0,19000,2018,10,16,1,0,0,0,0,1
3,10.0,3500,2018,10,20,1,0,0,0,0,1
30,5.0,19000,2018,10,22,1,0,0,0,0,1
30,5.0,23900,2018,10,24,1,0,0,0,0,1
156,10.0,21700,2018,10,26,1,0,0,0,0,1
116,10.0,22600,2018,10,29,1,0,0,0,0,1
15,10.0,26000,2018,10,30,1,0,0,0,0,1
77,5.0,25200,2018,11,3,1,0,0,0,0,1
84,10.0,23700,2018,11,5,1,0,0,0,0,1
20,10.0,19000,2018,11,8,1,0,0,0,0,1
110,10.0,22700,2018,11,10,1,0,0,0,0,1
51,10.0,23600,2018,11,13,1,0,0,0,0,1
292,10.0,22500,2018,11,16,1,0,0,0,0,1
80,10.0,23800,2018,11,17,1,0,0,0,0,1
150,10.0,22700,2018,11,20,1,0,0,0,0,1
120,10.0,26700,2018,11,24,1,0,0,0,0,1
30,10.0,30000,2018,12,4,1,0,0,0,0,1
30,10.0,30000,2018,12,17,1,0,0,0,0,1
40,10.0,25000,2018,12,21,1,0,0,0,0,1
63,10.0,24800,2019,1,31,1,0,0,0,0,1
9,5.0,18000,2019,2,22,1,0,0,0,0,1
70,10.0,24300,2019,3,5,1,0,0,0,0,1
2,10.0,1700,2019,6,10,1,0,0,0,0,1
5,5.0,1100,2019,6,26,1,0,0,0,0,1
3,5.0,1000,2019,6,27,1,0,0,0,0,1
3,5.0,1100,2019,6,28,1,0,0,0,0,1
5,5.0,1100,2019,6,29,1,0,0,0,0,1
2,5.0,1100,2019,7,1,1,0,0,0,0,1
2,5.0,1500,2019,7,2,1,0,0,0,0,1
3,5.0,1600,2019,7,3,1,0,0,0,0,1
6,5.0,2300,2019,7,4,1,0,0,0,0,1
5,5.0,2300,2019,7,5,1,0,0,0,0,1
8,5.0,2300,2019,7,6,1,0,0,0,0,1
4,5.0,3500,2019,7,10,1,0,0,0,0,1
5,5.0,3200,2019,7,11,1,0,0,0,0,1
4,5.0,3200,2019,7,12,1,0,0,0,0,1
10,5.0,3100,2019,7,13,1,0,0,0,0,1
7,5.0,3100,2019,7,16,1,0,0,0,0,1
4,5.0,3100,2019,7,17,1,0,0,0,0,1
6,5.0,4000,2019,7,22,1,0,0,0,0,1
5,5.0,3500,2019,7,23,1,0,0,0,0,1
1,5.0,4000,2019,7,24,1,0,0,0,0,1
8,5.0,4000,2019,7,25,1,0,0,0,0,1
5,5.0,4500,2019,7,26,1,0,0,0,0,1
5,5.0,4000,2019,7,29,1,0,0,0,0,1
1,5.0,3200,2019,7,31,1,0,0,0,0,1
1,5.0,3100,2019,8,1,1,0,0,0,0,1
6,5.0,3100,2019,8,2,1,0,0,0,0,1
1,5.0,3000,2019,8,3,1,0,0,0,0,1
10,5.0,3500,2019,8,8,1,0,0,0,0,1
5,5.0,3200,2019,8,10,1,0,0,0,0,1
3,5.0,4200,2019,8,13,1,0,0,0,0,1
5,5.0,3200,2019,8,14,1,0,0,0,0,1
1,5.0,3000,2019,8,15,1,0,0,0,0,1
1,5.0,3000,2019,8,16,1,0,0,0,0,1
1,5.0,3000,2019,8,17,1,0,0,0,0,1
11,5.0,2600,2019,8,20,1,0,0,0,0,1
10,5.0,2200,2019,8,21,1,0,0,0,0,1
10,5.0,2100,2019,8,22,1,0,0,0,0,1
8,5.0,2200,2019,8,23,1,0,0,0,0,1
7,5.0,2100,2019,8,24,1,0,0,0,0,1
6,5.0,2200,2019,8,26,1,0,0,0,0,1
10,5.0,1700,2019,8,27,1,0,0,0,0,1
9,5.0,1700,2019,8,28,1,0,0,0,0,1
10,5.0,2200,2019,8,29,1,0,0,0,0,1
13,5.0,2600,2019,8,30,1,0,0,0,0,1
12,5.0,1500,2019,8,31,1,0,0,0,0,1
10,5.0,1400,2019,9,2,1,0,0,0,0,1
10,5.0,1700,2019,9,3,1,0,0,0,0,1
15,5.0,1300,2019,9,4,1,0,0,0,0,1
15,5.0,1500,2019,9,5,1,0,0,0,0,1
10,5.0,1200,2019,9,6,1,0,0,0,0,1
10,5.0,800,2019,9,7,1,0,0,0,0,1
9,5.0,1700,2019,9,16,1,0,0,0,0,1
5,5.0,1500,2019,9,17,1,0,0,0,0,1
10,5.0,1600,2019,9,18,1,0,0,0,0,1
10,5.0,1600,2019,9,19,1,0,0,0,0,1
8,5.0,1700,2019,9,21,1,0,0,0,0,1
10,5.0,2200,2019,9,23,1,0,0,0,0,1
10,5.0,2500,2019,9,24,1,0,0,0,0,1
1,5.0,1300,2019,9,25,1,0,0,0,0,1
8,5.0,2000,2019,9,26,1,0,0,0,0,1
3,5.0,2500,2019,9,27,1,0,0,0,0,1
6,5.0,2500,2019,10,15,1,0,0,0,0,1
1,5.0,800,2019,10,24,1,0,0,0,0,1
1,5.0,1100,2019,10,25,1,0,0,0,0,1
1,5.0,1500,2019,11,2,1,0,0,0,0,1
2,5.0,1500,2019,11,16,1,0,0,0,0,1
3,5.0,1500,2019,11,20,1,0,0,0,0,1
2,5.0,1500,2019,11,21,1,0,0,0,0,1
2,5.0,1500,2019,11,22,1,0,0,0,0,1
3,5.0,1500,2019,11,25,1,0,0,0,0,1
3,5.0,1100,2019,11,28,1,0,0,0,0,1
3,5.0,500,2019,11,29,1,0,0,0,0,1
4,5.0,300,2019,11,30,1,0,0,0,0,1
26,10.0,25900,2019,12,10,1,0,0,0,0,1
3,5.0,1100,2019,12,12,1,0,0,0,0,1
5,5.0,1500,2019,12,13,1,0,0,0,0,1
4,5.0,1000,2019,12,14,1,0,0,0,0,1
28,5.0,27400,2019,12,17,1,0,0,0,0,1
31,5.0,24200,2019,12,24,1,0,0,0,0,1
2,5.0,1000,2019,12,25,1,0,0,0,0,1
1,5.0,1000,2019,12,27,1,0,0,0,0,1
1,5.0,1000,2020,1,4,1,0,0,0,0,1
1,5.0,1500,2020,1,14,1,0,0,0,0,1
4,5.0,3000,2020,1,16,1,0,0,0,0,1
3,5.0,1500,2020,1,17,1,0,0,0,0,1
2,5.0,1300,2020,1,22,1,0,0,0,0,1
2,5.0,1200,2020,1,23,1,0,0,0,0,1
3,5.0,1500,2020,1,29,1,0,0,0,0,1
15,10.0,23200,2020,1,29,1,0,0,0,0,1
2,5.0,1000,2020,1,30,1,0,0,0,0,1
2,5.0,3000,2020,1,31,1,0,0,0,0,1
1,5.0,4000,2020,2,1,1,0,0,0,0,1
3,5.0,1500,2020,2,4,1,0,0,0,0,1
3,5.0,4000,2020,2,5,1,0,0,0,0,1
3,5.0,1500,2020,2,14,1,0,0,0,0,1
4,5.0,1600,2020,2,15,1,0,0,0,0,1
1,5.0,1500,2020,2,19,1,0,0,0,0,1
2,5.0,2100,2020,2,21,1,0,0,0,0,1
2,5.0,1500,2020,2,22,1,0,0,0,0,1
2,5.0,1500,2020,2,24,1,0,0,0,0,1
3,5.0,1000,2020,2,26,1,0,0,0,0,1
3,5.0,1000,2020,2,27,1,0,0,0,0,1
3,5.0,1100,2020,2,28,1,0,0,0,0,1
3,5.0,1000,2020,2,29,1,0,0,0,0,1
2,5.0,1600,2020,3,6,1,0,0,0,0,1
3,5.0,1500,2020,3,7,1,0,0,0,0,1
3,5.0,1800,2020,3,9,1,0,0,0,0,1
1,5.0,2100,2020,3,11,1,0,0,0,0,1
1,5.0,2100,2020,3,14,1,0,0,0,0,1
1,5.0,2500,2020,3,18,1,0,0,0,0,1
6,5.0,3100,2020,3,20,1,0,0,0,0,1
4,5.0,2800,2020,3,21,1,0,0,0,0,1
1,5.0,2500,2020,3,23,1,0,0,0,0,1
1,5.0,2500,2020,3,25,1,0,0,0,0,1
1,5.0,2500,2020,4,8,1,0,0,0,0,1
8,5.0,2000,2020,6,16,1,0,0,0,0,1
10,5.0,3000,2020,11,30,1,0,0,0,0,1
10,5.0,1600,2020,12,1,1,0,0,0,0,1
2,5.0,2500,2020,12,2,1,0,0,0,0,1
1,5.0,2500,2020,12,3,1,0,0,0,0,1
1,5.0,3000,2020,12,4,1,0,0,0,0,1
3,5.0,3000,2020,12,5,1,0,0,0,0,1
3,5.0,2500,2020,12,7,1,0,0,0,0,1
1,5.0,2500,2020,12,9,1,0,0,0,0,1
1,5.0,2000,2020,12,15,1,0,0,0,0,1
1,5.0,2000,2020,12,16,1,0,0,0,0,1
1,5.0,1500,2020,12,18,1,0,0,0,0,1
1,5.0,2000,2020,12,24,1,0,0,0,0,1
1,5.0,2000,2020,12,26,1,0,0,0,0,1
43,10.0,16700,2020,12,26,1,0,0,0,0,1
1,5.0,1500,2020,12,29,1,0,0,0,0,1
2,5.0,1500,2020,12,31,1,0,0,0,0,1
1,5.0,1500,2021,1,2,1,0,0,0,0,1
3,4.0,5500,2021,1,7,1,0,0,0,0,1
1,5.0,1500,2021,1,7,1,0,0,0,0,1
30,5.0,13300,2021,1,8,1,0,0,0,0,1
2,5.0,2100,2021,1,14,1,0,0,0,0,1
2,5.0,2500,2021,1,19,1,0,0,0,0,1
2,5.0,2000,2021,1,22,1,0,0,0,0,1
1,5.0,1500,2021,1,29,1,0,0,0,0,1
1,5.0,1500,2021,2,1,1,0,0,0,0,1
1,5.0,1500,2021,2,5,1,0,0,0,0,1
1,5.0,1500,2021,2,8,1,0,0,0,0,1
1,5.0,1500,2021,2,9,1,0,0,0,0,1
1,5.0,1500,2021,2,16,1,0,0,0,0,1
10,10.0,27800,2021,2,19,1,0,0,0,0,1
2,5.0,2000,2021,2,20,1,0,0,0,0,1
6,10.0,26600,2021,2,23,1,0,0,0,0,1
1,5.0,3000,2021,3,15,1,0,0,0,0,1
1,5.0,2000,2021,3,19,1,0,0,0,0,1
1,5.0,2000,2021,4,1,1,0,0,0,0,1
1,5.0,1500,2021,4,3,1,0,0,0,0,1
1,5.0,2000,2021,4,6,1,0,0,0,0,1
1,5.0,2000,2021,4,7,1,0,0,0,0,1
11,5.0,18500,2021,4,26,1,0,0,0,0,1
2,4.0,11000,2021,5,17,1,0,0,0,0,1
2,4.0,13500,2021,5,18,1,0,0,0,0,1
9,4.0,3800,2021,5,28,1,0,0,0,0,1
3,4.0,10000,2021,5,31,1,0,0,0,0,1
7,4.0,4800,2021,6,1,1,0,0,0,0,1
1,4.0,2000,2021,6,4,1,0,0,0,0,1
3,5.0,2000,2021,6,22,1,0,0,0,0,1
