amount,weight,avg_price,yyyy,mm,dd,origin_방어진,origin_속초,origin_제주도,origin_죽변,standard_20미,standard_2단,standard_대,standard_중
40527,11,15.0,47000,2017,3,29,0,0,1,0,0,0,1,0
40528,31,10.0,40000,2017,3,29,0,0,1,0,0,0,0,1
40529,27,14.0,60000,2017,3,29,0,0,1,0,0,0,0,1
40537,10,10.0,5000,2017,3,30,0,1,0,0,1,0,0,0
40538,23,10.0,9100,2017,3,30,0,1,0,0,0,0,0,1
40548,41,10.0,8700,2017,3,31,0,1,0,0,0,0,0,1
40550,34,15.0,55200,2017,3,31,0,0,1,0,0,0,1,0
40551,37,14.0,53500,2017,3,31,0,0,1,0,0,0,0,1
40552,25,15.0,56000,2017,3,31,0,0,1,0,0,0,0,1
40553,5,35.0,127600,2017,3,31,0,0,1,0,0,0,0,1
40560,5,10.0,10000,2017,4,1,0,1,0,0,0,0,0,1
40561,240,1.0,6000,2017,4,1,0,0,1,0,0,0,1,0
40562,51,15.0,60000,2017,4,1,0,0,1,0,0,0,1,0
40563,1,10.0,70000,2017,4,1,0,0,1,0,0,0,0,1
40570,54,10.0,12300,2017,4,3,0,1,0,0,1,0,0,0
40571,27,10.0,10000,2017,4,3,0,1,0,0,0,0,0,1
40572,96,1.0,6100,2017,4,3,0,0,1,0,0,0,1,0
40573,114,25.0,58900,2017,4,3,0,0,1,0,0,0,1,0
40574,1,8.5,70000,2017,4,3,0,0,1,0,0,0,0,1
40575,58,10.0,65800,2017,4,3,0,0,1,0,0,0,0,1
40577,8,16.0,130000,2017,4,4,1,0,0,0,0,1,0,0
40579,9,16.0,138900,2017,4,4,1,0,0,0,0,0,1,0
40580,30,10.0,7000,2017,4,4,0,1,0,0,1,0,0,0
40581,33,10.0,9300,2017,4,4,0,1,0,0,0,0,0,1
40582,1,15.0,80000,2017,4,4,0,0,1,0,0,0,1,0
40583,12,15.0,80000,2017,4,4,0,0,1,0,0,0,0,1
40596,5,16.0,130000,2017,4,5,1,0,0,0,0,1,0,0
40598,1,16.0,130000,2017,4,5,1,0,0,0,0,0,0,1
40601,15,10.0,8000,2017,4,5,0,1,0,0,1,0,0,0
40602,35,10.0,7000,2017,4,5,0,1,0,0,0,0,0,1
40604,230,1.0,8000,2017,4,5,0,0,1,0,0,0,1,0
40605,21,15.0,94300,2017,4,5,0,0,1,0,0,0,1,0
40606,1,20.0,91300,2017,4,5,0,0,1,0,0,0,1,0
40607,2,15.0,89700,2017,4,5,0,0,1,0,0,0,0,1
40613,5,16.0,130000,2017,4,6,1,0,0,0,0,1,0,0
40615,4,16.0,130000,2017,4,6,1,0,0,0,0,0,1,0
40616,10,16.0,150000,2017,4,6,1,0,0,0,0,0,0,1
40618,32,10.0,20000,2017,4,6,0,1,0,0,1,0,0,0
40619,25,10.0,8800,2017,4,6,0,1,0,0,0,0,0,1
40620,2,1.0,5000,2017,4,6,0,0,1,0,0,0,1,0
40621,1,5.0,45000,2017,4,6,0,0,1,0,0,0,1,0
40622,128,15.0,86000,2017,4,6,0,0,1,0,0,0,1,0
40632,5,16.0,150000,2017,4,7,1,0,0,0,0,0,0,1
40634,4,10.0,7000,2017,4,7,0,1,0,0,1,0,0,0
40635,16,10.0,10000,2017,4,7,0,1,0,0,0,0,0,1
40637,80,1.0,6100,2017,4,7,0,0,1,0,0,0,1,0
40638,161,15.0,68300,2017,4,7,0,0,1,0,0,0,1,0
40639,3,1.0,6000,2017,4,7,0,0,1,0,0,0,0,1
40640,46,14.0,59300,2017,4,7,0,0,1,0,0,0,0,1
40641,102,15.0,67500,2017,4,7,0,0,1,0,0,0,0,1
40642,3,20.0,71700,2017,4,7,0,0,1,0,0,0,0,1
40650,32,10.0,30000,2017,4,8,0,1,0,0,1,0,0,0
40651,74,1.0,5100,2017,4,8,0,0,1,0,0,0,0,1
40652,2,10.0,35000,2017,4,8,0,0,1,0,0,0,0,1
40653,80,15.0,68300,2017,4,8,0,0,1,0,0,0,0,1
40662,60,10.0,30000,2017,4,10,1,0,0,0,1,0,0,0
40663,20,16.0,130000,2017,4,10,1,0,0,0,0,1,0,0
40665,20,16.0,130000,2017,4,10,1,0,0,0,0,0,1,0
40666,8,16.0,130000,2017,4,10,1,0,0,0,0,0,0,1
40669,17,10.0,25000,2017,4,10,0,1,0,0,1,0,0,0
40670,4,10.0,10000,2017,4,10,0,1,0,0,0,0,0,1
40671,10,15.0,25000,2017,4,10,0,1,0,0,0,0,0,1
40674,42,1.0,6000,2017,4,10,0,0,1,0,0,0,1,0
40675,50,10.0,65300,2017,4,10,0,0,1,0,0,0,1,0
40676,52,15.0,40000,2017,4,10,0,0,1,0,0,0,1,0
40681,3,16.0,110000,2017,4,11,1,0,0,0,0,1,0,0
40683,7,16.0,130000,2017,4,11,1,0,0,0,0,0,0,1
40686,57,10.0,7900,2017,4,11,0,1,0,0,0,0,0,1
40688,140,1.0,6000,2017,4,11,0,0,1,0,0,0,1,0
40689,1,6.0,40000,2017,4,11,0,0,1,0,0,0,1,0
40690,120,15.0,66200,2017,4,11,0,0,1,0,0,0,1,0
40691,4,1.0,7000,2017,4,11,0,0,1,0,0,0,0,1
40692,9,10.0,34000,2017,4,11,0,0,1,0,0,0,0,1
40693,1,12.0,18000,2017,4,11,0,0,1,0,0,0,0,1
40694,13,14.0,50000,2017,4,11,0,0,1,0,0,0,0,1
40695,75,15.0,72400,2017,4,11,0,0,1,0,0,0,0,1
40701,11,16.0,120000,2017,4,12,1,0,0,0,0,0,1,0
40704,18,10.0,10000,2017,4,12,0,1,0,0,0,0,0,1
40705,70,15.0,70400,2017,4,12,0,0,1,0,0,0,1,0
40718,8,16.0,130000,2017,4,14,1,0,0,0,0,1,0,0
40719,10,16.0,130000,2017,4,14,1,0,0,0,0,0,0,1
40720,25,10.0,9200,2017,4,14,0,1,0,0,0,0,0,1
40721,1,10.0,80000,2017,4,14,0,0,1,0,0,0,0,1
40722,40,15.0,79300,2017,4,14,0,0,1,0,0,0,0,1
40728,4,16.0,130000,2017,4,15,1,0,0,0,0,0,0,1
40730,4,10.0,80000,2017,4,15,0,0,1,0,0,0,0,1
40731,3,15.0,88700,2017,4,15,0,0,1,0,0,0,0,1
40741,6,16.0,130000,2017,4,17,1,0,0,0,0,1,0,0
40743,4,16.0,130000,2017,4,17,1,0,0,0,0,0,1,0
40744,7,20.0,130000,2017,4,17,1,0,0,0,0,0,1,0
40746,16,10.0,7000,2017,4,17,0,1,0,0,1,0,0,0
40747,3,10.0,5000,2017,4,17,0,1,0,0,0,0,0,1
40749,46,1.0,9700,2017,4,17,0,0,1,0,0,0,0,1
40750,46,10.0,94600,2017,4,17,0,0,1,0,0,0,0,1
40762,1,16.0,120000,2017,4,18,1,0,0,0,0,1,0,0
40765,7,16.0,130000,2017,4,18,1,0,0,0,0,0,0,1
40766,8,20.0,120000,2017,4,18,1,0,0,0,0,0,0,1
40767,20,10.0,7000,2017,4,18,0,1,0,0,1,0,0,0
40768,78,10.0,7700,2017,4,18,0,1,0,0,0,0,0,1
40772,67,1.0,9900,2017,4,18,0,0,1,0,0,0,1,0
40773,41,15.0,94400,2017,4,18,0,0,1,0,0,0,1,0
40774,4,10.0,42500,2017,4,18,0,0,1,0,0,0,0,1
40775,3,14.0,70000,2017,4,18,0,0,1,0,0,0,0,1
40776,76,15.0,95600,2017,4,18,0,0,1,0,0,0,0,1
40780,4,16.0,130000,2017,4,19,1,0,0,0,0,0,1,0
40781,2,16.0,130000,2017,4,19,1,0,0,0,0,0,0,1
40784,30,10.0,8000,2017,4,19,0,1,0,0,1,0,0,0
40786,15,10.0,10000,2017,4,19,0,1,0,0,0,0,0,1
40793,5,10.0,100000,2017,4,19,0,0,1,0,1,0,0,0
40796,6,10.0,60000,2017,4,19,0,0,1,0,0,0,0,1
40797,10,15.0,89500,2017,4,19,0,0,1,0,0,0,0,1
40799,10,16.0,130000,2017,4,20,1,0,0,0,0,1,0,0
40804,1,10.0,90000,2017,4,20,0,0,1,0,1,0,0,0
40807,11,1.0,9500,2017,4,20,0,0,1,0,0,0,1,0
40808,1,4.0,30000,2017,4,20,0,0,1,0,0,0,1,0
40809,66,15.0,82400,2017,4,20,0,0,1,0,0,0,1,0
40810,3,10.0,90000,2017,4,20,0,0,1,0,0,0,0,1
40811,15,15.0,76700,2017,4,20,0,0,1,0,0,0,0,1
40818,89,10.0,7600,2017,4,21,0,1,0,0,0,0,0,1
40823,70,1.0,7000,2017,4,21,0,0,1,0,0,0,1,0
40824,120,15.0,75600,2017,4,21,0,0,1,0,0,0,1,0
40831,8,20.0,130000,2017,4,22,1,0,0,0,0,1,0,0
40832,15,16.0,130000,2017,4,22,1,0,0,0,0,0,1,0
40833,15,20.0,130000,2017,4,22,1,0,0,0,0,0,1,0
40834,7,16.0,130000,2017,4,22,1,0,0,0,0,0,0,1
40836,7,10.0,10000,2017,4,22,0,1,0,0,0,0,0,1
40837,110,1.0,9800,2017,4,22,0,0,1,0,0,0,1,0
40838,1,5.0,40000,2017,4,22,0,0,1,0,0,0,1,0
40839,17,15.0,85900,2017,4,22,0,0,1,0,0,0,1,0
40840,23,15.0,71400,2017,4,22,0,0,1,0,0,0,0,1
40848,20,16.0,130000,2017,4,24,1,0,0,0,0,1,0,0
40849,6,20.0,130000,2017,4,24,1,0,0,0,0,1,0,0
40850,15,16.0,130000,2017,4,24,1,0,0,0,0,0,1,0
40851,10,20.0,130000,2017,4,24,1,0,0,0,0,0,1,0
40852,12,16.0,130000,2017,4,24,1,0,0,0,0,0,0,1
40854,84,10.0,5000,2017,4,24,0,1,0,0,1,0,0,0
40855,25,10.0,10000,2017,4,24,0,1,0,0,0,0,0,1
40869,9,16.0,130000,2017,4,25,1,0,0,0,0,1,0,0
40874,15,10.0,10000,2017,4,25,0,1,0,0,0,0,0,1
40876,210,1.0,7500,2017,4,25,0,0,1,0,0,0,0,1
40877,98,15.0,77500,2017,4,25,0,0,1,0,0,0,0,1
40885,1,16.0,120000,2017,4,26,1,0,0,0,0,0,1,0
40886,8,16.0,105000,2017,4,26,1,0,0,0,0,0,0,1
40889,16,10.0,6000,2017,4,26,0,1,0,0,1,0,0,0
40890,12,10.0,10000,2017,4,26,0,1,0,0,0,0,0,1
40892,287,1.0,7500,2017,4,26,0,0,1,0,0,0,1,0
40893,22,15.0,70700,2017,4,26,0,0,1,0,0,0,1,0
40894,4,1.0,5000,2017,4,26,0,0,1,0,0,0,0,1
40895,10,14.0,60000,2017,4,26,0,0,1,0,0,0,0,1
40896,97,15.0,74000,2017,4,26,0,0,1,0,0,0,0,1
40906,3,16.0,110000,2017,4,27,1,0,0,0,0,0,1,0
40908,53,10.0,7200,2017,4,27,0,1,0,0,0,0,0,1
40911,250,1.0,7000,2017,4,27,0,0,1,0,0,0,1,0
40912,35,15.0,69500,2017,4,27,0,0,1,0,0,0,1,0
40913,1,10.0,60000,2017,4,27,0,0,1,0,0,0,0,1
40923,38,10.0,7600,2017,4,28,0,1,0,0,0,0,0,1
40925,40,1.0,7000,2017,4,28,0,0,1,0,0,0,1,0
40926,24,15.0,70800,2017,4,28,0,0,1,0,0,0,1,0
40931,6,20.0,80000,2017,4,29,1,0,0,0,0,1,0,0
40932,3,20.0,77700,2017,4,29,1,0,0,0,0,0,1,0
40933,8,20.0,80000,2017,4,29,1,0,0,0,0,0,0,1
40934,12,10.0,8800,2017,4,29,0,1,0,0,0,0,0,1
40940,13,10.0,10000,2017,5,1,0,1,0,0,0,0,0,1
40941,1,4.0,30000,2017,5,1,0,0,1,0,0,0,0,1
40942,6,10.0,90000,2017,5,1,0,0,1,0,0,0,0,1
40943,69,15.0,74300,2017,5,1,0,0,1,0,0,0,0,1
40946,43,10.0,7400,2017,5,2,0,1,0,0,0,0,0,1
40957,11,10.0,9100,2017,5,3,0,1,0,0,0,0,0,1
40958,40,1.0,9000,2017,5,3,0,0,1,0,0,0,1,0
40959,1,7.0,60000,2017,5,3,0,0,1,0,0,0,1,0
40960,37,15.0,90000,2017,5,3,0,0,1,0,0,0,1,0
40962,39,10.0,7200,2017,5,4,0,1,0,0,0,0,0,1
40965,50,1.0,10000,2017,5,4,0,0,1,0,0,0,1,0
40966,16,15.0,89800,2017,5,4,0,0,1,0,0,0,1,0
40967,1,15.0,102000,2017,5,4,0,0,1,0,0,0,0,1
40975,25,10.0,7000,2017,5,5,0,1,0,0,1,0,0,0
40978,17,10.0,7200,2017,5,5,0,1,0,0,0,0,0,1
40980,50,1.0,9000,2017,5,5,0,0,1,0,0,0,1,0
40981,1,6.0,40000,2017,5,5,0,0,1,0,0,0,1,0
40982,58,15.0,88400,2017,5,5,0,0,1,0,0,0,1,0
40983,2,13.0,72000,2017,5,5,0,0,1,0,0,0,0,1
40989,6,20.0,130000,2017,5,6,1,0,0,0,0,1,0,0
40990,9,20.0,130000,2017,5,6,1,0,0,0,0,0,1,0
40991,13,10.0,5000,2017,5,6,0,1,0,0,1,0,0,0
40992,29,10.0,5200,2017,5,6,0,1,0,0,0,0,0,1
40993,283,1.0,8200,2017,5,6,0,0,1,0,0,0,1,0
40994,1,4.5,45000,2017,5,6,0,0,1,0,0,0,1,0
40995,15,15.0,79700,2017,5,6,0,0,1,0,0,0,1,0
40996,4,10.0,35000,2017,5,6,0,0,1,0,0,0,0,1
41006,5,20.0,130000,2017,5,8,1,0,0,0,0,1,0,0
41007,9,20.0,130000,2017,5,8,1,0,0,0,0,0,0,1
41010,1,6.0,50000,2017,5,8,0,0,1,0,0,0,1,0
41011,2,15.0,90000,2017,5,8,0,0,1,0,0,0,1,0
41015,4,10.0,35000,2017,5,8,0,0,1,0,0,0,0,1
41026,1,20.0,130000,2017,5,9,1,0,0,0,0,0,1,0
41029,9,10.0,15000,2017,5,9,0,1,0,0,0,0,0,1
41030,1,6.0,49000,2017,5,9,0,0,1,0,0,0,1,0
41031,29,15.0,88600,2017,5,9,0,0,1,0,0,0,1,0
41032,1,10.0,35000,2017,5,9,0,0,1,0,0,0,0,1
41047,14,20.0,117100,2017,5,10,1,0,0,0,0,0,0,1
41052,24,10.0,9900,2017,5,10,0,1,0,0,0,0,0,1
41054,40,1.0,8900,2017,5,10,0,0,1,0,0,0,1,0
41055,35,15.0,86700,2017,5,10,0,0,1,0,0,0,1,0
41067,4,20.0,130000,2017,5,11,1,0,0,0,0,1,0,0
41069,18,20.0,130000,2017,5,11,1,0,0,0,0,0,1,0
41070,5,20.0,150000,2017,5,11,1,0,0,0,0,0,0,1
41073,4,13.0,4000,2017,5,11,0,1,0,0,1,0,0,0
41074,17,13.0,10000,2017,5,11,0,1,0,0,0,0,0,1
41078,6,18.0,82700,2017,5,11,0,0,1,0,0,0,1,0
41079,1,18.0,15000,2017,5,11,0,0,1,0,0,0,0,1
41087,14,13.0,10000,2017,5,12,0,1,0,0,0,0,0,1
41090,10,18.0,90000,2017,5,12,0,0,1,0,0,0,1,0
41105,9,13.0,10000,2017,5,13,0,1,0,0,0,0,0,1
41122,13,20.0,130000,2017,5,15,1,0,0,0,0,1,0,0
41123,5,20.0,130000,2017,5,15,1,0,0,0,0,0,0,1
41125,25,13.0,8900,2017,5,15,0,1,0,0,0,0,0,1
41127,85,1.0,8800,2017,5,15,0,0,1,0,0,0,0,1
41128,1,25.0,200000,2017,5,15,0,0,1,0,0,0,0,1
41141,9,20.0,130000,2017,5,16,1,0,0,0,0,1,0,0
41160,15,13.0,10000,2017,5,17,0,1,0,0,0,0,0,1
41161,1,13.0,56800,2017,5,17,0,0,1,0,0,0,0,1
41172,20,13.0,10000,2017,5,18,0,1,0,0,0,0,0,1
41188,7,20.0,130000,2017,5,19,1,0,0,0,0,1,0,0
41190,12,20.0,130000,2017,5,19,1,0,0,0,0,0,1,0
41191,11,20.0,130000,2017,5,19,1,0,0,0,0,0,0,1
41194,15,13.0,10000,2017,5,19,0,1,0,0,0,0,0,1
41197,7,18.0,75600,2017,5,19,0,0,1,0,0,0,0,1
41207,8,13.0,10000,2017,5,20,0,1,0,0,0,0,0,1
41218,7,20.0,130000,2017,5,22,1,0,0,0,0,0,1,0
41219,4,25.0,130000,2017,5,22,1,0,0,0,0,0,0,1
41220,38,13.0,7900,2017,5,22,0,1,0,0,0,0,0,1
41223,50,1.0,7000,2017,5,22,0,0,1,0,0,0,0,1
41239,5,20.0,130000,2017,5,23,1,0,0,0,0,1,0,0
41240,17,13.0,9100,2017,5,23,0,1,0,0,0,0,0,1
41254,9,20.0,130000,2017,5,24,1,0,0,0,0,1,0,0
41255,10,20.0,130000,2017,5,24,1,0,0,0,0,0,1,0
41276,4,20.0,80000,2017,5,25,1,0,0,0,0,0,0,1
41277,36,10.0,8200,2017,5,25,0,1,0,0,0,0,0,1
41292,41,13.0,6200,2017,5,26,0,1,0,0,0,0,0,1
41293,7,15.0,5500,2017,5,26,0,1,0,0,0,0,0,1
41313,24,13.0,5000,2017,5,27,0,1,0,0,0,0,0,1
41315,39,1.0,9800,2017,5,27,0,0,1,0,0,0,1,0
41323,104,13.0,6300,2017,5,29,0,1,0,0,0,0,0,1
41325,7,10.0,70200,2017,5,29,0,0,1,0,0,0,1,0
41326,70,1.0,6300,2017,5,29,0,0,1,0,0,0,0,1
41339,23,13.0,5000,2017,5,30,0,1,0,0,1,0,0,0
41340,18,13.0,8900,2017,5,30,0,1,0,0,0,0,0,1
41350,63,13.0,10000,2017,5,31,0,1,0,0,0,0,0,1
41365,9,20.0,130000,2017,6,1,1,0,0,0,0,0,0,1
41367,11,13.0,10000,2017,6,1,0,1,0,0,0,0,0,1
41370,12,18.0,42500,2017,6,1,0,0,1,0,0,0,1,0
41383,2,20.0,130000,2017,6,2,1,0,0,0,0,1,0,0
41385,7,18.0,103200,2017,6,2,1,0,0,0,0,0,1,0
41386,2,20.0,130000,2017,6,2,1,0,0,0,0,0,1,0
41387,15,13.0,6000,2017,6,2,0,1,0,0,1,0,0,0
41388,19,13.0,8500,2017,6,2,0,1,0,0,0,0,0,1
41404,56,13.0,5500,2017,6,3,0,1,0,0,0,0,0,1
41422,10,20.0,140000,2017,6,5,1,0,0,0,0,1,0,0
41426,36,10.0,8800,2017,6,5,0,1,0,0,0,0,0,1
41441,4,20.0,140000,2017,6,6,1,0,0,0,0,1,0,0
41442,9,20.0,140000,2017,6,6,1,0,0,0,0,0,1,0
41443,1,20.0,140000,2017,6,6,1,0,0,0,0,0,0,1
41444,22,13.0,5000,2017,6,6,0,1,0,0,1,0,0,0
41445,10,13.0,8400,2017,6,6,0,1,0,0,0,0,0,1
41461,27,13.0,5000,2017,6,7,0,1,0,0,1,0,0,0
41462,18,13.0,10000,2017,6,7,0,1,0,0,0,0,0,1
41481,11,13.0,10000,2017,6,8,0,1,0,0,0,0,0,1
41482,3,18.0,5500,2017,6,8,0,1,0,0,0,0,0,1
41502,3,20.0,140000,2017,6,9,1,0,0,0,0,0,1,0
41504,24,13.0,6900,2017,6,9,0,1,0,0,0,0,0,1
41531,8,20.0,130000,2017,6,12,1,0,0,0,0,1,0,0
41533,10,20.0,130000,2017,6,12,1,0,0,0,0,0,1,0
41534,66,13.0,6400,2017,6,12,0,1,0,0,0,0,0,1
41542,10,13.0,5000,2017,6,12,0,0,0,1,1,0,0,0
41554,8,20.0,130000,2017,6,13,1,0,0,0,0,1,0,0
41556,2,13.0,15000,2017,6,13,1,0,0,0,0,0,1,0
41557,3,20.0,130000,2017,6,13,1,0,0,0,0,0,1,0
41559,26,13.0,8300,2017,6,13,0,1,0,0,0,0,0,1
41560,27,13.0,14300,2017,6,13,0,0,0,1,0,0,0,1
41572,25,13.0,8800,2017,6,14,0,1,0,0,0,0,0,1
41592,53,13.0,8300,2017,6,15,0,1,0,0,0,0,0,1
41610,30,13.0,8900,2017,6,16,0,1,0,0,0,0,0,1
41633,15,20.0,130000,2017,6,17,1,0,0,0,0,0,1,0
41634,54,13.0,10000,2017,6,17,0,1,0,0,0,0,0,1
41638,64,1.0,5300,2017,6,17,0,0,1,0,0,0,1,0
41650,5,20.0,130000,2017,6,19,1,0,0,0,0,1,0,0
41655,27,13.0,9300,2017,6,19,0,1,0,0,0,0,0,1
41668,57,13.0,5100,2017,6,20,0,1,0,0,0,0,0,1
41685,8,13.0,130000,2017,6,21,1,0,0,0,0,0,1,0
41690,31,13.0,7700,2017,6,21,0,1,0,0,0,0,0,1
41693,2,18.0,84000,2017,6,21,0,0,1,0,0,0,1,0
41694,3,10.0,7000,2017,6,21,0,0,1,0,0,0,0,1
41702,2,15.0,70000,2017,6,22,1,0,0,0,0,0,1,0
41704,22,13.0,9600,2017,6,22,0,1,0,0,0,0,0,1
41716,1,20.0,130000,2017,6,23,1,0,0,0,0,1,0,0
41717,3,20.0,130000,2017,6,23,1,0,0,0,0,0,1,0
41719,15,13.0,10000,2017,6,23,0,1,0,0,0,0,0,1
41736,2,20.0,130000,2017,6,24,1,0,0,0,0,1,0,0
41740,37,13.0,7600,2017,6,24,0,1,0,0,0,0,0,1
41760,8,20.0,130000,2017,6,26,1,0,0,0,0,1,0,0
41761,9,20.0,130000,2017,6,26,1,0,0,0,0,0,1,0
41764,26,13.0,6000,2017,6,26,0,1,0,0,1,0,0,0
41765,44,13.0,7400,2017,6,26,0,1,0,0,0,0,0,1
41780,10,13.0,12000,2017,6,27,1,0,0,0,0,0,0,1
41781,15,13.0,10000,2017,6,27,0,1,0,0,0,0,0,1
41794,8,20.0,130000,2017,6,28,1,0,0,0,0,0,1,0
41796,18,13.0,10000,2017,6,28,0,1,0,0,0,0,0,1
41799,10,13.0,10000,2017,6,28,0,0,0,1,0,0,0,1
41805,54,13.0,6300,2017,6,29,0,1,0,0,0,0,0,1
41812,2,20.0,130000,2017,6,30,1,0,0,0,0,1,0,0
41813,15,13.0,10000,2017,6,30,0,1,0,0,0,0,0,1
41822,56,13.0,7600,2017,7,1,0,1,0,0,0,0,0,1
41825,9,13.0,7000,2017,7,1,0,0,0,1,0,0,0,1
41827,7,13.0,130000,2017,7,3,1,0,0,0,0,0,0,1
41829,40,13.0,7500,2017,7,3,0,1,0,0,0,0,0,1
41831,1,7.3,36500,2017,7,3,0,0,1,0,0,0,1,0
41833,16,13.0,6300,2017,7,3,0,0,0,1,0,0,0,1
41838,6,20.0,130000,2017,7,4,1,0,0,0,0,1,0,0
41841,10,13.0,10000,2017,7,4,0,1,0,0,0,0,0,1
41846,37,1.0,9900,2017,7,4,0,0,1,0,0,0,0,1
41847,13,15.0,95400,2017,7,4,0,0,1,0,0,0,0,1
41853,6,20.0,140000,2017,7,5,1,0,0,0,0,1,0,0
41854,6,20.0,140000,2017,7,5,1,0,0,0,0,0,1,0
41855,56,13.0,6900,2017,7,5,0,1,0,0,0,0,0,1
41856,60,1.0,10000,2017,7,5,0,0,1,0,0,0,0,1
41857,5,15.0,101400,2017,7,5,0,0,1,0,0,0,0,1
41863,3,20.0,140000,2017,7,6,1,0,0,0,0,1,0,0
41866,16,20.0,120000,2017,7,6,1,0,0,0,0,0,1,0
41867,62,13.0,6400,2017,7,6,0,1,0,0,0,0,0,1
41885,6,20.0,140000,2017,7,7,1,0,0,0,0,0,1,0
41888,76,13.0,6000,2017,7,7,0,1,0,0,0,0,0,1
41898,5,28.0,124000,2017,7,8,1,0,0,0,0,0,1,0
41899,5,13.0,5000,2017,7,8,0,1,0,0,0,0,0,1
41903,161,1.0,7600,2017,7,8,0,0,1,0,0,0,1,0
41904,13,17.0,70300,2017,7,8,0,0,1,0,0,0,0,1
41916,16,13.0,130000,2017,7,10,1,0,0,0,0,1,0,0
41918,8,13.0,40000,2017,7,10,1,0,0,0,0,0,1,0
41919,2,18.0,130000,2017,7,10,1,0,0,0,0,0,1,0
41921,10,18.0,115000,2017,7,10,1,0,0,0,0,0,0,1
41922,89,13.0,6100,2017,7,10,0,1,0,0,0,0,0,1
41925,30,13.0,55000,2017,7,10,0,0,0,1,1,0,0,0
41934,7,25.0,130000,2017,7,11,1,0,0,0,0,0,1,0
41935,14,25.0,80000,2017,7,11,1,0,0,0,0,0,0,1
41938,13,10.0,10000,2017,7,11,0,1,0,0,0,0,0,1
41950,6,13.0,120000,2017,7,12,1,0,0,0,0,1,0,0
41951,16,13.0,66900,2017,7,12,1,0,0,0,0,0,1,0
41952,31,13.0,10000,2017,7,12,0,1,0,0,0,0,0,1
41957,52,10.0,7000,2017,7,13,0,1,0,0,0,0,0,1
41967,7,25.0,130000,2017,7,14,1,0,0,0,0,0,1,0
41968,16,13.0,10000,2017,7,14,0,1,0,0,0,0,0,1
41971,4,1.0,4000,2017,7,14,0,0,1,0,0,0,0,1
41972,1,15.0,50000,2017,7,14,0,0,1,0,0,0,0,1
41975,1,22.0,130000,2017,7,15,1,0,0,0,0,0,1,0
41976,4,10.0,10000,2017,7,15,0,1,0,0,0,0,0,1
41982,75,10.0,5800,2017,7,17,0,1,0,0,0,0,0,1
41993,60,10.0,9200,2017,7,18,0,1,0,0,0,0,0,1
41996,49,10.0,10000,2017,7,18,0,0,0,1,1,0,0,0
41997,20,10.0,13000,2017,7,18,0,0,0,1,0,0,0,1
42009,33,22.0,100000,2017,7,19,1,0,0,0,0,0,1,0
42010,8,22.0,80000,2017,7,19,1,0,0,0,0,0,0,1
42011,35,10.0,7900,2017,7,19,0,1,0,0,0,0,0,1
42015,30,10.0,5000,2017,7,19,0,0,0,1,1,0,0,0
42017,35,10.0,5000,2017,7,19,0,0,0,1,0,0,0,1
42027,7,22.0,130000,2017,7,20,1,0,0,0,0,0,1,0
42029,64,10.0,6100,2017,7,20,0,1,0,0,0,0,0,1
42032,1,15.0,140000,2017,7,20,0,0,1,0,0,0,1,0
42034,8,10.0,10000,2017,7,20,0,0,0,1,0,0,0,1
42050,2,13.0,30000,2017,7,21,1,0,0,0,0,0,1,0
42053,14,10.0,5000,2017,7,21,0,1,0,0,0,0,0,1
42061,35,1.0,8000,2017,7,21,0,0,1,0,0,0,1,0
42062,15,18.0,99500,2017,7,21,0,0,1,0,0,0,1,0
42068,6,22.0,70000,2017,7,22,1,0,0,0,0,1,0,0
42069,3,18.0,140000,2017,7,22,1,0,0,0,0,0,1,0
42070,22,22.0,125500,2017,7,22,1,0,0,0,0,0,1,0
42071,3,10.0,130000,2017,7,22,1,0,0,0,0,0,0,1
42072,9,22.0,120000,2017,7,22,1,0,0,0,0,0,0,1
42073,11,10.0,7500,2017,7,22,0,1,0,0,0,0,0,1
42074,17,13.0,7000,2017,7,22,0,1,0,0,0,0,0,1
42086,19,22.0,120000,2017,7,24,1,0,0,0,0,0,1,0
42091,55,10.0,3800,2017,7,24,0,1,0,0,0,0,0,1
42092,13,13.0,8800,2017,7,24,0,1,0,0,0,0,0,1
42098,13,1.0,2500,2017,7,24,0,0,1,0,0,0,0,1
42107,7,22.0,120000,2017,7,25,1,0,0,0,0,1,0,0
42108,10,22.0,100000,2017,7,25,1,0,0,0,0,0,1,0
42111,14,10.0,5000,2017,7,25,0,1,0,0,1,0,0,0
42112,17,10.0,10000,2017,7,25,0,1,0,0,0,0,0,1
42113,26,13.0,5000,2017,7,25,0,1,0,0,0,0,0,1
42120,47,10.0,6800,2017,7,26,0,1,0,0,0,0,0,1
42122,57,13.0,35000,2017,7,26,0,0,0,1,1,0,0,0
42126,11,13.0,10000,2017,7,27,0,1,0,0,0,0,0,1
42129,20,10.0,10000,2017,7,28,0,1,0,0,0,0,0,1
42134,2,20.0,120000,2017,7,31,1,0,0,0,0,1,0,0
42135,3,15.0,85000,2017,7,31,1,0,0,0,0,0,1,0
42136,11,20.0,88200,2017,7,31,1,0,0,0,0,0,1,0
42137,2,13.0,15000,2017,7,31,1,0,0,0,0,0,0,1
42138,32,13.0,8400,2017,7,31,0,1,0,0,0,0,0,1
42145,1,20.0,120000,2017,8,1,1,0,0,0,0,1,0,0
