amount,weight,avg_price,yyyy,mm,dd,origin_방어진,origin_속초,origin_제주도,origin_죽변,standard_20미,standard_2단,standard_대,standard_중
51511,14,1.0,8800,2021,1,4,0,0,1,0,0,0,0,1
51512,22,20.0,90000,2021,1,4,0,0,1,0,0,0,0,1
51516,124,1.0,9400,2021,1,5,0,0,1,0,0,0,0,1
51517,9,20.0,126700,2021,1,5,0,0,1,0,0,0,0,1
51546,75,1.0,11500,2021,1,9,0,0,1,0,0,0,0,1
51547,7,15.0,104300,2021,1,9,0,0,1,0,0,0,0,1
51551,4,20.0,130000,2021,1,12,0,0,1,0,0,0,0,1
51562,135,1.0,11500,2021,1,14,0,0,1,0,0,0,0,1
51563,23,15.0,124300,2021,1,14,0,0,1,0,0,0,0,1
51582,141,1.0,11900,2021,1,16,0,0,1,0,0,0,0,1
51585,9,1.0,10300,2021,1,18,0,0,1,0,0,0,0,1
51586,43,15.0,113500,2021,1,18,0,0,1,0,0,0,0,1
51595,46,1.0,8400,2021,1,19,0,0,1,0,0,0,0,1
51596,9,20.0,135800,2021,1,19,0,0,1,0,0,0,0,1
51602,6,1.0,8000,2021,1,20,0,0,1,0,0,0,0,1
51603,1,10.0,12000,2021,1,20,0,0,1,0,0,0,0,1
51618,2,1.0,8000,2021,1,23,0,0,1,0,0,0,0,1
51619,2,20.0,170000,2021,1,23,0,0,1,0,0,0,0,1
51624,220,1.0,1000,2021,1,25,1,0,0,0,0,0,0,1
51625,4,15.0,60000,2021,1,25,1,0,0,0,0,0,0,1
51628,273,1.0,10000,2021,1,25,0,0,1,0,0,0,0,1
51629,2,10.4,48900,2021,1,25,0,0,1,0,0,0,0,1
51630,1,14.6,58400,2021,1,25,0,0,1,0,0,0,0,1
51631,25,15.0,133600,2021,1,25,0,0,1,0,0,0,0,1
51632,1,16.7,66800,2021,1,25,0,0,1,0,0,0,0,1
51633,1,20.0,45000,2021,1,26,1,0,0,0,0,0,0,1
51635,250,1.0,10000,2021,1,26,0,0,1,0,0,0,0,1
51636,15,15.0,119000,2021,1,26,0,0,1,0,0,0,0,1
51637,1,20.0,70000,2021,1,27,1,0,0,0,0,0,0,1
51639,6,20.0,117700,2021,1,27,0,0,1,0,0,0,0,1
51647,224,1.0,10400,2021,1,28,0,0,1,0,0,0,0,1
51648,230,10.0,10000,2021,1,28,0,0,1,0,0,0,0,1
51649,10,15.0,150000,2021,1,28,0,0,1,0,0,0,0,1
51653,77,1.0,4300,2021,1,29,1,0,0,0,0,0,0,1
51654,10,15.0,87200,2021,1,29,1,0,0,0,0,0,0,1
51656,348,1.0,9300,2021,1,29,0,0,1,0,0,0,0,1
51657,63,20.0,124100,2021,1,29,0,0,1,0,0,0,0,1
51661,6,20.0,80000,2021,1,30,1,0,0,0,0,0,0,1
51663,62,1.0,9000,2021,1,30,0,0,1,0,0,0,0,1
51669,380,1.0,9200,2021,2,1,0,0,1,0,0,0,0,1
51670,38,15.0,79600,2021,2,1,0,0,1,0,0,0,0,1
51676,33,1.0,8300,2021,2,2,0,0,1,0,0,0,0,1
51677,5,20.0,144000,2021,2,2,0,0,1,0,0,0,0,1
51686,19,1.0,9500,2021,2,3,0,0,1,0,0,0,0,1
51687,2,20.0,120000,2021,2,3,0,0,1,0,0,0,0,1
51694,15,1.0,8800,2021,2,4,0,0,1,0,0,0,0,1
51695,19,15.0,92100,2021,2,4,0,0,1,0,0,0,0,1
51702,316,1.0,9000,2021,2,5,0,0,1,0,0,0,0,1
51703,37,15.0,105600,2021,2,5,0,0,1,0,0,0,0,1
51704,14,20.0,115700,2021,2,5,0,0,1,0,0,0,0,1
51707,224,1.0,9300,2021,2,6,0,0,1,0,0,0,0,1
51708,19,20.0,98400,2021,2,6,0,0,1,0,0,0,0,1
51717,533,1.0,8600,2021,2,8,0,0,1,0,0,0,0,1
51718,55,15.0,90400,2021,2,8,0,0,1,0,0,0,0,1
51726,238,1.0,3000,2021,2,9,1,0,0,0,0,0,0,1
51727,11,15.0,50300,2021,2,9,1,0,0,0,0,0,0,1
51728,1,20.0,55000,2021,2,9,1,0,0,0,0,0,0,1
51730,168,1.0,9300,2021,2,9,0,0,1,0,0,0,0,1
51731,23,15.0,71600,2021,2,9,0,0,1,0,0,0,0,1
51732,471,1.0,6500,2021,2,10,0,0,1,0,0,0,0,1
51733,4,10.0,7500,2021,2,10,0,0,1,0,0,0,0,1
51734,25,20.0,85400,2021,2,10,0,0,1,0,0,0,0,1
51736,21,1.0,7300,2021,2,11,0,0,1,0,0,0,0,1
51737,11,20.0,50000,2021,2,11,0,0,1,0,0,0,0,1
51744,10,15.0,50000,2021,2,16,1,0,0,0,0,0,0,1
51746,216,1.0,7000,2021,2,16,0,0,1,0,0,0,0,1
51747,32,20.0,70000,2021,2,16,0,0,1,0,0,0,0,1
51751,211,1.0,6500,2021,2,17,0,0,1,0,0,0,0,1
51752,19,20.0,71100,2021,2,17,0,0,1,0,0,0,0,1
51755,139,1.0,6600,2021,2,18,0,0,1,0,0,0,0,1
51757,230,1.0,8300,2021,2,19,0,0,1,0,0,0,0,1
51761,1,20.0,60000,2021,2,23,1,0,0,0,0,0,0,1
51762,170,1.0,9700,2021,2,23,0,0,1,0,0,0,1,0
51763,16,20.0,96300,2021,2,23,0,0,1,0,0,0,0,1
51771,299,1.0,8800,2021,2,25,0,0,1,0,0,0,0,1
51772,38,20.0,101100,2021,2,25,0,0,1,0,0,0,0,1
51776,6,15.0,64300,2021,2,27,1,0,0,0,0,0,0,1
51778,354,1.0,8300,2021,2,27,0,0,1,0,0,0,0,1
51779,55,20.0,96300,2021,2,27,0,0,1,0,0,0,0,1
51781,2,20.0,51000,2021,3,1,1,0,0,0,0,1,0,0
51782,2,20.0,51000,2021,3,1,1,0,0,0,0,0,0,1
51784,80,1.0,9000,2021,3,1,0,0,1,0,0,0,0,1
51785,50,2.0,6000,2021,3,1,0,0,1,0,0,0,0,1
51786,15,15.0,100000,2021,3,1,0,0,1,0,0,0,0,1
51798,74,1.0,1700,2021,3,3,1,0,0,0,0,0,0,1
51799,1,5.0,10000,2021,3,3,1,0,0,0,0,0,0,1
51803,246,1.0,8800,2021,3,4,0,0,1,0,0,0,0,1
51804,40,20.0,108900,2021,3,4,0,0,1,0,0,0,0,1
51808,60,1.0,12700,2021,3,5,0,0,1,0,0,0,0,1
51811,328,1.0,8200,2021,3,6,0,0,1,0,0,0,0,1
51812,45,20.0,98400,2021,3,6,0,0,1,0,0,0,0,1
51815,329,1.0,8900,2021,3,8,0,0,1,0,0,0,0,1
51816,12,15.0,96500,2021,3,8,0,0,1,0,0,0,0,1
51817,1,16.7,36700,2021,3,8,0,0,1,0,0,0,0,1
51818,1,17.0,37400,2021,3,8,0,0,1,0,0,0,0,1
51819,1,17.2,37800,2021,3,8,0,0,1,0,0,0,0,1
51820,1,17.4,38300,2021,3,8,0,0,1,0,0,0,0,1
51821,1,17.6,38700,2021,3,8,0,0,1,0,0,0,0,1
51822,1,17.7,38900,2021,3,8,0,0,1,0,0,0,0,1
51828,9,20.0,94200,2021,3,9,0,0,1,0,0,0,1,0
51829,406,1.0,7600,2021,3,9,0,0,1,0,0,0,0,1
51830,27,20.0,87700,2021,3,9,0,0,1,0,0,0,0,1
51834,13,15.0,62300,2021,3,10,1,0,0,0,0,0,0,1
51835,10,20.0,45000,2021,3,10,1,0,0,0,0,0,0,1
51836,171,1.0,7700,2021,3,10,0,0,1,0,0,0,0,1
51837,8,20.0,45000,2021,3,10,0,0,0,1,1,0,0,0
51841,10,20.0,14000,2021,3,11,1,0,0,0,0,1,0,0
51842,3,15.0,80000,2021,3,11,1,0,0,0,0,0,0,1
51847,70,1.0,9600,2021,3,11,0,0,1,0,0,0,0,1
51849,3,15.0,105000,2021,3,12,1,0,0,0,0,1,0,0
51850,5,20.0,7000,2021,3,12,1,0,0,0,0,1,0,0
51852,357,1.0,8000,2021,3,12,0,0,1,0,0,0,0,1
51853,61,20.0,89800,2021,3,12,0,0,1,0,0,0,0,1
51857,5,15.0,98000,2021,3,13,1,0,0,0,0,0,0,1
51860,153,1.0,8100,2021,3,13,0,0,1,0,0,0,0,1
51861,12,20.0,100000,2021,3,13,0,0,1,0,0,0,0,1
51863,3,20.0,35000,2021,3,13,0,0,0,1,0,0,0,1
51866,5,20.0,10000,2021,3,15,1,0,0,0,0,1,0,0
51867,3,15.0,100000,2021,3,15,1,0,0,0,0,0,0,1
51870,94,1.0,9500,2021,3,15,0,0,1,0,0,0,0,1
51871,26,15.0,68800,2021,3,15,0,0,1,0,0,0,0,1
51874,10,15.0,60000,2021,3,16,1,0,0,0,0,0,0,1
51875,5,20.0,88000,2021,3,16,1,0,0,0,0,0,0,1
51877,442,1.0,8400,2021,3,16,0,0,1,0,0,0,0,1
51879,8,15.0,60000,2021,3,16,0,0,0,1,0,0,0,1
51885,50,1.0,11000,2021,3,17,0,0,1,0,0,0,0,1
51886,4,20.0,55000,2021,3,17,0,0,0,1,0,0,0,1
51891,3,20.0,90000,2021,3,18,1,0,0,0,0,0,0,1
51894,504,1.0,8700,2021,3,18,0,0,1,0,0,0,0,1
51895,10,20.0,100300,2021,3,18,0,0,1,0,0,0,0,1
51904,438,1.0,8800,2021,3,19,0,0,1,0,0,0,0,1
51905,100,2.0,7800,2021,3,19,0,0,1,0,0,0,0,1
51915,17,15.0,15000,2021,3,20,0,1,0,0,0,0,0,1
51917,226,1.0,7300,2021,3,20,0,0,1,0,0,0,0,1
51918,180,10.0,8500,2021,3,20,0,0,1,0,0,0,0,1
51923,217,1.0,7900,2021,3,22,0,0,1,0,0,0,0,1
51924,14,15.0,77000,2021,3,22,0,0,1,0,0,0,0,1
51930,696,1.0,7700,2021,3,23,0,0,1,0,0,0,0,1
51939,473,1.0,9000,2021,3,25,0,0,1,0,0,0,0,1
51941,10,20.0,57000,2021,3,25,0,0,0,1,1,0,0,0
51946,4,10.0,60000,2021,3,25,0,0,0,1,0,0,0,1
51953,168,1.0,12000,2021,3,26,0,0,1,0,0,0,0,1
51954,1,20.0,90000,2021,3,26,0,0,1,0,0,0,0,1
51964,450,1.0,8900,2021,3,27,0,0,1,0,0,0,0,1
51965,15,20.0,87800,2021,3,27,0,0,1,0,0,0,0,1
51971,591,1.0,8400,2021,3,29,0,0,1,0,0,0,0,1
51972,26,15.0,78300,2021,3,29,0,0,1,0,0,0,0,1
51973,16,1.0,8000,2021,3,29,0,0,0,1,1,0,0,0
51974,3,20.0,11300,2021,3,29,0,0,0,1,1,0,0,0
51978,701,1.0,8900,2021,3,30,0,0,1,0,0,0,0,1
51981,2,15.0,65000,2021,3,30,0,0,0,1,1,0,0,0
51993,649,1.0,9500,2021,3,31,0,0,1,0,0,0,0,1
51994,41,20.0,77400,2021,3,31,0,0,1,0,0,0,0,1
51996,5,20.0,40000,2021,3,31,0,0,0,1,0,0,0,1
52011,792,1.0,8500,2021,4,1,0,0,1,0,0,0,1,0
52014,80,1.0,10000,2021,4,2,1,0,0,0,0,0,0,1
52015,3,20.0,140000,2021,4,2,1,0,0,0,0,0,0,1
52019,116,1.0,9400,2021,4,2,0,0,1,0,0,0,0,1
52020,7,20.0,98100,2021,4,2,0,0,1,0,0,0,0,1
52024,9,1.0,8000,2021,4,3,1,0,0,0,0,0,0,1
52027,20,1.0,11000,2021,4,3,0,0,1,0,0,0,1,0
52028,835,1.0,8700,2021,4,3,0,0,1,0,0,0,0,1
52035,702,1.0,9100,2021,4,5,0,0,1,0,0,0,0,1
52036,21,10.0,86200,2021,4,5,0,0,1,0,0,0,0,1
52037,18,20.0,7000,2021,4,5,0,0,1,0,0,0,0,1
52038,9,20.0,60300,2021,4,5,0,0,0,1,0,0,0,1
52045,50,1.0,10000,2021,4,6,0,0,1,0,0,0,0,1
52047,7,15.0,45000,2021,4,7,0,0,0,1,1,0,0,0
52055,266,1.0,11100,2021,4,8,0,0,1,0,0,0,0,1
52059,2,15.0,160000,2021,4,9,1,0,0,0,0,0,0,1
52061,186,1.0,10100,2021,4,9,0,0,1,0,0,0,0,1
52070,1,15.0,40000,2021,4,10,1,0,0,0,0,0,0,1
52071,2,20.0,50000,2021,4,10,1,0,0,0,0,0,0,1
52074,466,1.0,10200,2021,4,10,0,0,1,0,0,0,0,1
52075,36,20.0,80800,2021,4,10,0,0,1,0,0,0,0,1
52081,1,15.0,40000,2021,4,12,1,0,0,0,0,0,0,1
52082,765,1.0,9000,2021,4,12,0,0,1,0,0,0,0,1
52083,29,15.0,77600,2021,4,12,0,0,1,0,0,0,0,1
52084,6,15.0,50000,2021,4,12,0,0,0,1,1,0,0,0
52094,4,20.0,93000,2021,4,13,1,0,0,0,0,0,0,1
52098,767,1.0,8700,2021,4,13,0,0,1,0,0,0,0,1
52099,36,20.0,76600,2021,4,13,0,0,1,0,0,0,0,1
52100,12,20.0,49200,2021,4,13,0,0,0,1,0,0,0,1
52103,372,1.0,8000,2021,4,14,0,0,1,0,0,0,0,1
52104,22,20.0,71400,2021,4,14,0,0,1,0,0,0,0,1
52107,466,1.0,7600,2021,4,15,0,0,1,0,0,0,0,1
52108,35,20.0,79100,2021,4,15,0,0,1,0,0,0,0,1
52118,522,1.0,7400,2021,4,16,0,0,1,0,0,0,0,1
52119,40,20.0,75700,2021,4,16,0,0,1,0,0,0,0,1
52127,81,1.0,8200,2021,4,17,0,0,1,0,0,0,0,1
52140,861,1.0,7900,2021,4,19,0,0,1,0,0,0,0,1
52147,255,1.0,7700,2021,4,20,0,0,1,0,0,0,0,1
52151,1,15.0,90000,2021,4,21,1,0,0,0,0,0,0,1
52152,14,15.0,54500,2021,4,21,0,0,0,1,1,0,0,0
52158,849,1.0,7400,2021,4,22,0,0,1,0,0,0,0,1
52159,21,20.0,72000,2021,4,22,0,0,1,0,0,0,0,1
52160,2,20.0,50000,2021,4,22,0,0,0,1,0,0,0,1
52166,20,15.0,5500,2021,4,23,0,1,0,0,1,0,0,0
52167,472,1.0,7200,2021,4,23,0,0,1,0,0,0,0,1
52168,30,20.0,69100,2021,4,23,0,0,1,0,0,0,0,1
52169,16,20.0,54600,2021,4,23,0,0,0,1,1,0,0,0
52175,3,20.0,10000,2021,4,24,1,0,0,0,0,0,0,1
52178,26,1.0,6700,2021,4,24,0,0,1,0,0,0,0,1
52179,10,2.0,8000,2021,4,24,0,0,1,0,0,0,0,1
52180,36,20.0,61700,2021,4,24,0,0,1,0,0,0,0,1
52184,4,15.0,40000,2021,4,26,0,0,1,0,0,0,1,0
52185,166,1.0,7500,2021,4,26,0,0,1,0,0,0,0,1
52186,35,15.0,65400,2021,4,26,0,0,1,0,0,0,0,1
52187,2,20.0,50000,2021,4,26,0,0,0,1,0,0,0,1
52192,19,1.0,5300,2021,4,27,0,0,1,0,0,0,0,1
52193,5,20.0,85200,2021,4,27,0,0,1,0,0,0,0,1
52201,114,1.0,9900,2021,4,28,0,0,1,0,0,0,0,1
52204,18,1.0,6000,2021,4,28,0,0,0,1,0,0,0,1
52205,2,20.0,40000,2021,4,28,0,0,0,1,0,0,0,1
52210,272,1.0,8500,2021,4,29,0,0,1,0,0,0,0,1
52211,37,20.0,79800,2021,4,29,0,0,1,0,0,0,0,1
52214,3,15.0,110000,2021,4,30,1,0,0,0,0,0,0,1
52216,677,1.0,8000,2021,4,30,0,0,1,0,0,0,0,1
52217,2,15.0,50500,2021,4,30,0,0,0,1,1,0,0,0
52222,3,15.0,111700,2021,5,1,1,0,0,0,0,0,0,1
52223,551,1.0,6900,2021,5,1,0,0,1,0,0,0,0,1
52224,24,20.0,74500,2021,5,1,0,0,1,0,0,0,0,1
52229,408,1.0,7700,2021,5,4,0,0,1,0,0,0,0,1
52230,9,20.0,78400,2021,5,4,0,0,1,0,0,0,0,1
52231,2,20.0,55000,2021,5,4,0,0,0,1,0,0,0,1
52237,90,1.0,8100,2021,5,5,0,0,1,0,0,0,0,1
52239,8,15.0,8100,2021,5,5,0,0,0,1,0,0,0,1
52243,4,20.0,45000,2021,5,6,1,0,0,0,0,1,0,0
52249,8,20.0,45000,2021,5,7,0,0,0,1,0,0,0,1
52262,93,1.0,10900,2021,5,10,0,0,1,0,0,0,0,1
52265,9,10.0,11000,2021,5,10,0,0,0,1,0,0,0,1
52266,2,20.0,30000,2021,5,10,0,0,0,1,0,0,0,1
52276,60,1.0,13000,2021,5,11,0,0,1,0,0,0,0,1
52285,2,20.0,9000,2021,5,12,0,0,0,1,0,0,0,1
52293,1,20.0,40000,2021,5,13,1,0,0,0,0,0,0,1
52295,2,20.0,200000,2021,5,13,0,0,1,0,0,0,0,1
52328,3,15.0,10000,2021,5,18,0,0,0,1,0,0,0,1
52358,2,20.0,95000,2021,5,22,1,0,0,0,0,0,0,1
52373,23,1.0,6000,2021,5,25,0,0,1,0,0,0,0,1
52374,8,20.0,78500,2021,5,25,0,0,1,0,0,0,0,1
52376,1,15.0,15000,2021,5,25,0,0,0,1,1,0,0,0
52392,1,20.0,90000,2021,5,28,1,0,0,0,0,0,0,1
52398,10,15.0,20000,2021,5,29,0,0,0,1,1,0,0,0
52422,1,15.0,40000,2021,6,1,1,0,0,0,0,0,0,1
52423,1,15.0,25000,2021,6,1,0,0,0,1,1,0,0,0
52425,1,15.0,30000,2021,6,1,0,0,0,1,0,0,0,1
52464,20,1.0,4000,2021,6,5,0,0,1,0,0,0,0,1
52473,18,15.0,23000,2021,6,7,0,0,0,1,1,0,0,0
52502,2,10.0,20000,2021,6,10,0,0,0,1,1,0,0,0
52503,1,15.0,23000,2021,6,10,0,0,0,1,1,0,0,0
52510,6,10.0,19700,2021,6,11,1,0,0,0,0,0,0,1
52540,5,20.0,23400,2021,6,15,0,0,0,1,0,0,0,1
52549,6,15.0,18000,2021,6,16,0,0,0,1,0,0,0,1
52550,6,20.0,20000,2021,6,16,0,0,0,1,0,0,0,1
52566,3,15.0,6000,2021,6,19,0,1,0,0,1,0,0,0
52594,9,15.0,23700,2021,6,25,0,0,0,1,1,0,0,0
52618,1,15.0,20000,2021,6,29,1,0,0,0,0,0,0,1
52661,1,20.0,20000,2021,7,7,0,0,0,1,0,0,0,1
52673,4,20.0,35000,2021,7,10,0,0,0,1,0,0,0,1
52704,14,1.0,15000,2021,7,14,1,0,0,0,0,0,0,1
52717,10,20.0,25000,2021,7,16,1,0,0,0,0,0,0,1
52741,2,20.0,32000,2021,7,26,0,0,0,1,1,0,0,0
52743,7,20.0,22100,2021,7,26,0,0,0,1,0,0,0,1
52752,4,20.0,20000,2021,7,29,0,0,0,1,0,0,0,1
52761,1,15.0,14000,2021,8,3,0,0,0,1,0,0,0,1
52772,1,12.0,25000,2021,8,7,1,0,0,0,0,0,0,1
52783,2,10.0,86000,2021,8,10,0,0,1,0,0,0,0,1
52792,20,1.0,17000,2021,8,17,0,0,1,0,0,0,0,1
52796,1,20.0,30000,2021,8,18,1,0,0,0,0,0,0,1
52808,4,1.0,22000,2021,8,24,0,0,0,1,1,0,0,0
52809,12,15.0,25000,2021,8,24,0,0,0,1,1,0,0,0
52811,1,20.0,25000,2021,8,24,0,0,0,1,0,0,0,1
52813,8,20.0,20000,2021,8,25,0,0,0,1,0,0,0,1
52814,41,20.0,19100,2021,8,26,0,0,0,1,0,0,0,1
52816,17,20.0,56500,2021,8,28,0,0,0,1,0,0,0,1
52817,4,20.0,81000,2021,8,30,0,0,0,1,1,0,0,0
52823,13,20.0,79300,2021,8,31,0,0,0,1,0,0,0,1
52827,6,20.0,75000,2021,9,1,0,0,0,1,0,0,0,1
52843,5,20.0,97000,2021,9,6,0,0,0,1,0,0,0,1
52857,2,20.0,70000,2021,9,10,0,0,0,1,0,0,0,1
52860,27,20.0,24900,2021,9,11,0,0,0,1,0,0,0,1
52876,1,20.0,70000,2021,9,15,0,0,0,1,0,0,0,1
52892,9,20.0,75000,2021,9,20,0,0,0,1,0,0,0,1
52898,7,20.0,79400,2021,9,24,0,0,0,1,0,0,0,1
52902,18,15.0,75600,2021,9,25,0,0,0,1,1,0,0,0
52911,19,10.0,82500,2021,9,27,0,0,0,1,1,0,0,0
52914,12,20.0,75000,2021,9,28,0,0,0,1,1,0,0,0
52920,13,20.0,72800,2021,9,29,0,0,0,1,1,0,0,0
52934,6,10.0,62300,2021,9,30,0,0,0,1,0,0,1,0
52948,14,20.0,64000,2021,10,2,0,0,0,1,0,0,0,1
52957,11,20.0,62100,2021,10,4,0,0,0,1,0,0,0,1
52969,24,1.0,1300,2021,10,6,0,0,0,1,0,0,0,1
52970,1,20.0,40000,2021,10,6,0,0,0,1,0,0,0,1
52979,19,20.0,65900,2021,10,8,0,0,0,1,1,0,0,0
52985,20,1.0,3300,2021,10,9,0,0,0,1,1,0,0,0
52986,21,20.0,71000,2021,10,9,0,0,0,1,1,0,0,0
52990,25,20.0,66700,2021,10,11,0,0,0,1,0,0,0,1
52993,33,20.0,63900,2021,10,12,0,0,0,1,0,0,0,1
52996,2,20.0,140000,2021,10,13,0,0,1,0,0,0,0,1
52997,2,20.0,45000,2021,10,13,0,0,0,1,1,0,0,0
53001,12,20.0,72100,2021,10,14,0,0,0,1,1,0,0,0
53008,37,20.0,71900,2021,10,15,0,0,0,1,1,0,0,0
53012,400,1.0,4000,2021,10,16,0,0,0,1,1,0,0,0
53013,8,20.0,70300,2021,10,16,0,0,0,1,1,0,0,0
53015,5,20.0,60000,2021,10,16,0,0,0,1,0,0,0,1
53024,3,20.0,78300,2021,10,19,0,0,0,1,1,0,0,0
53029,27,20.0,73300,2021,10,20,0,0,0,1,1,0,0,0
53033,10,20.0,77100,2021,10,21,0,0,0,1,0,0,0,1
53037,2,20.0,70000,2021,10,22,0,0,0,1,1,0,0,0
53044,18,20.0,86000,2021,10,23,0,0,0,1,1,0,0,0
53049,2,15.0,110000,2021,10,25,0,0,1,0,0,0,0,1
53050,17,20.0,74400,2021,10,25,0,0,0,1,0,0,0,1
53055,280,1.0,4000,2021,10,26,0,0,0,1,1,0,0,0
53056,26,20.0,78500,2021,10,26,0,0,0,1,1,0,0,0
53060,1,20.0,40000,2021,10,27,0,0,0,1,0,0,0,1
53080,80,1.0,3400,2021,11,1,0,0,0,1,1,0,0,0
53081,21,20.0,72900,2021,11,1,0,0,0,1,1,0,0,0
53105,15,10.0,75000,2021,11,5,0,0,0,1,0,0,0,1
53113,5,15.0,75000,2021,11,6,0,0,0,1,0,0,0,1
53119,10,20.0,77100,2021,11,8,0,0,0,1,1,0,0,0
53127,7,20.0,74300,2021,11,9,0,0,0,1,1,0,0,0
53132,15,20.0,84000,2021,11,12,0,0,0,1,1,0,0,0
53137,10,20.0,80000,2021,11,13,0,0,0,1,1,0,0,0
53141,10,20.0,91000,2021,11,15,0,0,0,1,0,0,0,1
53161,14,20.0,77900,2021,11,18,0,0,0,1,1,0,0,0
53170,4,20.0,70000,2021,11,19,0,0,0,1,1,0,0,0
53178,1,10.0,13000,2021,11,20,0,0,0,1,0,0,0,1
53185,2,20.0,65000,2021,11,22,0,0,0,1,0,0,0,1
53198,4,15.0,57500,2021,11,26,0,0,0,1,1,0,0,0
53201,4,10.0,90000,2021,11,27,0,0,0,1,1,0,0,0
53204,8,15.0,81900,2021,11,29,0,0,0,1,1,0,0,0
53210,6,15.0,75000,2021,11,30,0,0,0,1,1,0,0,0
53218,2,15.0,180000,2021,12,2,0,0,1,0,0,0,0,1
53221,1,10.0,60000,2021,12,2,0,0,0,1,0,0,1,0
53237,6,20.0,70000,2021,12,7,0,0,0,1,0,0,0,1
53260,2,20.0,35000,2021,12,11,0,0,0,1,1,0,0,0
53287,3,20.0,83300,2021,12,16,0,0,0,1,0,0,0,1
53305,23,1.0,13300,2021,12,20,1,0,0,0,0,0,0,1
53308,179,1.0,11100,2021,12,21,1,0,0,0,0,0,0,1
53309,1,20.0,240000,2021,12,21,1,0,0,0,0,0,0,1
53326,20,1.0,15000,2021,12,27,1,0,0,0,0,0,1,0
53334,175,1.0,15000,2021,12,30,1,0,0,0,0,0,0,1
53337,2,20.0,73500,2021,12,30,0,0,0,1,0,0,0,1
53341,24,1.0,15000,2021,12,31,1,0,0,0,0,0,0,1
