amount,weight,avg_price,yyyy,mm,dd,origin_군산,origin_대천,origin_완도,standard_12/13미,standard_13/14미,standard_14/15미,standard_15/16미
2089,80,1.0,24300,2017,5,6,0,0,1,0,0,0,1
2104,163,1.0,25400,2017,5,8,0,0,1,1,0,0,0
2106,260,1.0,25500,2017,5,8,0,0,1,0,1,0,0
2108,93,1.0,25700,2017,5,8,0,0,1,0,0,1,0
2110,57,1.0,25800,2017,5,8,0,0,1,0,0,0,1
2123,160,1.0,26200,2017,5,9,0,0,1,1,0,0,0
2125,206,1.0,26200,2017,5,9,0,0,1,0,1,0,0
2127,214,1.0,25400,2017,5,9,0,0,1,0,0,1,0
2129,81,1.0,25400,2017,5,9,0,0,1,0,0,0,1
2143,102,1.0,26600,2017,5,10,0,0,1,1,0,0,0
2145,157,1.0,26300,2017,5,10,0,0,1,0,1,0,0
2147,138,1.0,26100,2017,5,10,0,0,1,0,0,1,0
2149,68,1.0,25800,2017,5,10,0,0,1,0,0,0,1
2162,149,1.0,26800,2017,5,11,0,0,1,1,0,0,0
2164,184,1.0,25900,2017,5,11,0,0,1,0,1,0,0
2166,208,1.0,25800,2017,5,11,0,0,1,0,0,1,0
2167,35,1.0,26100,2017,5,11,0,0,1,0,0,0,1
2184,149,1.0,27100,2017,5,12,0,0,1,1,0,0,0
2186,208,1.0,26300,2017,5,12,0,0,1,0,1,0,0
2187,128,1.0,26300,2017,5,12,0,0,1,0,0,1,0
2188,104,1.0,26200,2017,5,12,0,0,1,0,0,0,1
2204,205,1.0,25500,2017,5,13,0,0,1,1,0,0,0
2206,297,1.0,24100,2017,5,13,0,0,1,0,1,0,0
2208,57,1.0,25400,2017,5,13,0,0,1,0,0,1,0
2210,209,1.0,23700,2017,5,13,0,0,1,0,0,0,1
2227,122,1.0,27200,2017,5,15,0,0,1,1,0,0,0
2229,192,1.0,25700,2017,5,15,0,0,1,0,1,0,0
2231,92,1.0,26200,2017,5,15,0,0,1,0,0,1,0
2233,140,1.0,25500,2017,5,15,0,0,1,0,0,0,1
2244,80,1.0,27000,2017,5,16,0,0,1,1,0,0,0
2246,78,1.0,26400,2017,5,16,0,0,1,0,1,0,0
2248,250,1.0,25200,2017,5,16,0,0,1,0,0,1,0
2250,195,1.0,25100,2017,5,16,0,0,1,0,0,0,1
2263,191,1.0,25500,2017,5,17,0,0,1,1,0,0,0
2265,159,1.0,24100,2017,5,17,0,0,1,0,1,0,0
2267,67,1.0,24800,2017,5,17,0,0,1,0,0,1,0
2269,196,1.0,23700,2017,5,17,0,0,1,0,0,0,1
2287,166,1.0,24400,2017,5,18,0,0,1,1,0,0,0
2289,241,1.0,23900,2017,5,18,0,0,1,0,1,0,0
2291,276,1.0,23000,2017,5,18,0,0,1,0,0,1,0
2293,111,1.0,22500,2017,5,18,0,0,1,0,0,0,1
2304,208,1.0,25000,2017,5,19,0,0,1,1,0,0,0
2306,180,1.0,24200,2017,5,19,0,0,1,0,1,0,0
2308,149,1.0,23700,2017,5,19,0,0,1,0,0,1,0
2310,220,1.0,23100,2017,5,19,0,0,1,0,0,0,1
2328,160,1.0,25300,2017,5,20,0,0,1,1,0,0,0
2330,101,1.0,24400,2017,5,20,0,0,1,0,1,0,0
2332,174,1.0,22800,2017,5,20,0,0,1,0,0,1,0
2334,136,1.0,22700,2017,5,20,0,0,1,0,0,0,1
2344,247,1.0,24300,2017,5,22,0,0,1,1,0,0,0
2346,194,1.0,23000,2017,5,22,0,0,1,0,1,0,0
2348,172,1.0,22000,2017,5,22,0,0,1,0,0,1,0
2350,178,1.0,22100,2017,5,22,0,0,1,0,0,0,1
2363,135,1.0,24200,2017,5,23,0,0,1,1,0,0,0
2365,101,1.0,23200,2017,5,23,0,0,1,0,1,0,0
2367,111,1.0,22600,2017,5,23,0,0,1,0,0,1,0
2369,123,1.0,22200,2017,5,23,0,0,1,0,0,0,1
2385,158,1.0,23000,2017,5,24,0,0,1,1,0,0,0
2387,180,1.0,23000,2017,5,24,0,0,1,0,1,0,0
2389,101,1.0,23800,2017,5,24,0,0,1,0,0,1,0
2391,126,1.0,23200,2017,5,24,0,0,1,0,0,0,1
2403,183,1.0,23500,2017,5,25,0,0,1,1,0,0,0
2405,101,1.0,23300,2017,5,25,0,0,1,0,1,0,0
2407,80,1.0,22700,2017,5,25,0,0,1,0,0,1,0
2409,112,1.0,22000,2017,5,25,0,0,1,0,0,0,1
2423,170,1.0,25600,2017,5,26,0,0,1,1,0,0,0
2425,91,1.0,24600,2017,5,26,0,0,1,0,1,0,0
2426,150,1.0,24100,2017,5,26,0,0,1,0,0,1,0
2428,128,1.0,24000,2017,5,26,0,0,1,0,0,0,1
2444,160,1.0,26300,2017,5,27,0,0,1,1,0,0,0
2446,79,1.0,25600,2017,5,27,0,0,1,0,1,0,0
2447,80,1.0,25600,2017,5,27,0,0,1,0,0,1,0
2449,91,1.0,24900,2017,5,27,0,0,1,0,0,0,1
2464,122,1.0,27700,2017,5,29,0,0,1,1,0,0,0
2466,157,1.0,25800,2017,5,29,0,0,1,0,1,0,0
2468,89,1.0,25900,2017,5,29,0,0,1,0,0,1,0
2470,183,1.0,25800,2017,5,29,0,0,1,0,0,0,1
2483,170,1.0,25300,2017,5,30,0,0,1,1,0,0,0
2485,228,1.0,23500,2017,5,30,0,0,1,0,1,0,0
2487,239,1.0,23200,2017,5,30,0,0,1,0,0,1,0
2489,216,1.0,22700,2017,5,30,0,0,1,0,0,0,1
2505,184,1.0,23900,2017,5,31,0,0,1,1,0,0,0
2507,160,1.0,24400,2017,5,31,0,0,1,0,1,0,0
2509,116,1.0,23200,2017,5,31,0,0,1,0,0,1,0
2511,92,1.0,23200,2017,5,31,0,0,1,0,0,0,1
2524,159,1.0,24200,2017,6,1,0,0,1,1,0,0,0
2525,113,1.0,23300,2017,6,1,0,0,1,0,1,0,0
2527,150,1.0,24400,2017,6,1,0,0,1,0,0,1,0
2529,263,1.0,23500,2017,6,1,0,0,1,0,0,0,1
2544,216,1.0,23500,2017,6,2,0,0,1,1,0,0,0
2546,136,1.0,22900,2017,6,2,0,0,1,0,1,0,0
2548,181,1.0,22400,2017,6,2,0,0,1,0,0,1,0
2550,156,1.0,21400,2017,6,2,0,0,1,0,0,0,1
2565,124,1.0,25500,2017,6,3,0,0,1,1,0,0,0
2567,167,1.0,24500,2017,6,3,0,0,1,0,1,0,0
2569,145,1.0,24400,2017,6,3,0,0,1,0,0,1,0
2571,185,1.0,24400,2017,6,3,0,0,1,0,0,0,1
2584,68,1.0,25500,2017,6,5,0,0,1,1,0,0,0
2586,214,1.0,24100,2017,6,5,0,0,1,0,1,0,0
2588,182,1.0,23200,2017,6,5,0,0,1,0,0,1,0
2590,131,1.0,22400,2017,6,5,0,0,1,0,0,0,1
2603,129,1.0,23100,2017,6,6,0,0,1,1,0,0,0
2605,135,1.0,23300,2017,6,6,0,0,1,0,1,0,0
2607,168,1.0,22600,2017,6,6,0,0,1,0,0,1,0
2609,158,1.0,22900,2017,6,6,0,0,1,0,0,0,1
2623,65,1.0,26400,2017,6,7,0,0,1,1,0,0,0
2625,90,1.0,24300,2017,6,7,0,0,1,0,1,0,0
2627,166,1.0,25200,2017,6,7,0,0,1,0,0,1,0
2629,165,1.0,24300,2017,6,7,0,0,1,0,0,0,1
2642,90,1.0,25700,2017,6,8,0,0,1,1,0,0,0
2644,80,1.0,24600,2017,6,8,0,0,1,0,1,0,0
2645,168,1.0,24800,2017,6,8,0,0,1,0,0,1,0
2647,171,1.0,24100,2017,6,8,0,0,1,0,0,0,1
2664,131,1.0,21800,2017,6,9,0,0,1,1,0,0,0
2666,46,1.0,25500,2017,6,9,0,0,1,0,1,0,0
2667,148,1.0,25600,2017,6,9,0,0,1,0,0,1,0
2669,159,1.0,21700,2017,6,9,0,0,1,0,0,0,1
2683,100,1.0,27400,2017,6,10,0,0,1,1,0,0,0
2685,112,1.0,26800,2017,6,10,0,0,1,0,1,0,0
2686,111,1.0,25900,2017,6,10,0,0,1,0,0,1,0
2687,78,1.0,25200,2017,6,10,0,0,1,0,0,0,1
2704,80,1.0,28700,2017,6,12,0,0,1,1,0,0,0
2706,69,1.0,29200,2017,6,12,0,0,1,0,1,0,0
2707,56,1.0,26400,2017,6,12,0,0,1,0,0,1,0
2709,136,1.0,25800,2017,6,12,0,0,1,0,0,0,1
2723,92,1.0,29000,2017,6,13,0,0,1,1,0,0,0
2724,34,1.0,27300,2017,6,13,0,0,1,0,1,0,0
2726,197,1.0,25800,2017,6,13,0,0,1,0,0,1,0
2728,44,1.0,24000,2017,6,13,0,0,1,0,0,0,1
2748,250,1.0,26500,2017,6,14,0,0,1,1,0,0,0
2749,56,1.0,26200,2017,6,14,0,0,1,0,1,0,0
2751,124,1.0,25000,2017,6,14,0,0,1,0,0,1,0
2753,139,1.0,23200,2017,6,14,0,0,1,0,0,0,1
2765,114,1.0,27100,2017,6,15,0,0,1,1,0,0,0
2767,58,1.0,25200,2017,6,15,0,0,1,0,1,0,0
2769,92,1.0,23400,2017,6,15,0,0,1,0,0,1,0
2771,138,1.0,23500,2017,6,15,0,0,1,0,0,0,1
2785,156,1.0,26800,2017,6,16,0,0,1,1,0,0,0
2787,86,1.0,25900,2017,6,16,0,0,1,0,1,0,0
2788,138,1.0,24700,2017,6,16,0,0,1,0,0,1,0
2790,131,1.0,23000,2017,6,16,0,0,1,0,0,0,1
2803,80,1.0,30000,2017,6,17,0,0,1,1,0,0,0
2805,125,1.0,25900,2017,6,17,0,0,1,0,1,0,0
2806,81,1.0,25000,2017,6,17,0,0,1,0,0,1,0
2808,113,1.0,25100,2017,6,17,0,0,1,0,0,0,1
2823,102,1.0,28700,2017,6,19,0,0,1,1,0,0,0
2825,90,1.0,27400,2017,6,19,0,0,1,0,1,0,0
2826,80,1.0,25900,2017,6,19,0,0,1,0,0,1,0
2828,104,1.0,24100,2017,6,19,0,0,1,0,0,0,1
2843,90,1.0,28200,2017,6,20,0,0,1,1,0,0,0
2845,44,1.0,26000,2017,6,20,0,0,1,0,1,0,0
2847,68,1.0,25200,2017,6,20,0,0,1,0,0,1,0
2849,34,1.0,24300,2017,6,20,0,0,1,0,0,0,1
2864,55,1.0,28400,2017,6,21,0,0,1,1,0,0,0
2865,67,1.0,27300,2017,6,21,0,0,1,0,1,0,0
2867,112,1.0,23900,2017,6,21,0,0,1,0,0,1,0
2869,125,1.0,23200,2017,6,21,0,0,1,0,0,0,1
2896,159,1.0,25800,2017,6,22,0,0,1,1,0,0,0
2898,137,1.0,25600,2017,6,22,0,0,1,0,1,0,0
2899,171,1.0,23500,2017,6,22,0,0,1,0,0,1,0
2903,81,1.0,26400,2017,6,23,0,0,1,1,0,0,0
2904,160,1.0,24300,2017,6,23,0,0,1,0,1,0,0
2906,150,1.0,23300,2017,6,23,0,0,1,0,0,1,0
2908,70,1.0,22500,2017,6,23,0,0,1,0,0,0,1
2925,112,1.0,23100,2017,6,24,0,0,1,1,0,0,0
2927,99,1.0,22900,2017,6,24,0,0,1,0,1,0,0
2929,89,1.0,23100,2017,6,24,0,0,1,0,0,1,0
2931,89,1.0,21600,2017,6,24,0,0,1,0,0,0,1
2944,123,1.0,26100,2017,6,26,0,0,1,1,0,0,0
2946,125,1.0,25600,2017,6,26,0,0,1,0,1,0,0
2948,89,1.0,25900,2017,6,26,0,0,1,0,0,1,0
2949,90,1.0,24800,2017,6,26,0,0,1,0,0,0,1
2963,92,1.0,25400,2017,6,27,0,0,1,1,0,0,0
2965,126,1.0,24500,2017,6,27,0,0,1,0,1,0,0
2967,91,1.0,23300,2017,6,27,0,0,1,0,0,1,0
2969,113,1.0,23000,2017,6,27,0,0,1,0,0,0,1
2983,112,1.0,23200,2017,6,28,0,0,1,1,0,0,0
2985,133,1.0,22200,2017,6,28,0,0,1,0,1,0,0
2987,112,1.0,21800,2017,6,28,0,0,1,0,0,1,0
2989,134,1.0,21900,2017,6,28,0,0,1,0,0,0,1
3005,100,1.0,24200,2017,6,29,0,0,1,1,0,0,0
3008,79,1.0,24300,2017,6,29,0,0,1,0,1,0,0
3010,121,1.0,23400,2017,6,29,0,0,1,0,0,1,0
3012,77,1.0,21800,2017,6,29,0,0,1,0,0,0,1
3023,123,1.0,27600,2017,6,30,0,0,1,1,0,0,0
3024,145,1.0,26500,2017,6,30,0,0,1,0,1,0,0
3025,67,1.0,26500,2017,6,30,0,0,1,0,0,1,0
3026,159,1.0,24900,2017,6,30,0,0,1,0,0,0,1
3044,124,1.0,27700,2017,7,1,0,0,1,1,0,0,0
3046,124,1.0,27300,2017,7,1,0,0,1,0,1,0,0
3047,67,1.0,26800,2017,7,1,0,0,1,0,0,1,0
3048,114,1.0,25400,2017,7,1,0,0,1,0,0,0,1
3063,184,1.0,28800,2017,7,3,0,0,1,1,0,0,0
3065,114,1.0,28300,2017,7,3,0,0,1,0,1,0,0
3067,138,1.0,27400,2017,7,3,0,0,1,0,0,1,0
3068,104,1.0,26600,2017,7,3,0,0,1,0,0,0,1
3084,239,1.0,26900,2017,7,4,0,0,1,1,0,0,0
3086,80,1.0,25300,2017,7,4,0,0,1,0,1,0,0
3088,148,1.0,25200,2017,7,4,0,0,1,0,0,1,0
3090,108,1.0,24700,2017,7,4,0,0,1,0,0,0,1
3103,100,1.0,27600,2017,7,5,0,0,1,1,0,0,0
3105,135,1.0,26200,2017,7,5,0,0,1,0,1,0,0
3106,88,1.0,26500,2017,7,5,0,0,1,0,0,1,0
3108,56,1.0,24800,2017,7,5,0,0,1,0,0,0,1
3123,534,1.0,23300,2017,7,6,0,0,1,1,0,0,0
3124,312,1.0,23900,2017,7,6,0,0,1,0,1,0,0
3126,266,1.0,23700,2017,7,6,0,0,1,0,0,1,0
3128,83,1.0,23700,2017,7,6,0,0,1,0,0,0,1
3153,166,1.0,25500,2017,7,7,0,0,1,1,0,0,0
3155,160,1.0,24700,2017,7,7,0,0,1,0,1,0,0
3157,92,1.0,25700,2017,7,7,0,0,1,0,0,1,0
3159,54,1.0,25000,2017,7,7,0,0,1,0,0,0,1
3170,136,1.0,27100,2017,7,8,0,0,1,1,0,0,0
3171,135,1.0,26600,2017,7,8,0,0,1,0,1,0,0
3172,110,1.0,27400,2017,7,8,0,0,1,0,0,1,0
3174,46,1.0,26300,2017,7,8,0,0,1,0,0,0,1
3184,158,1.0,26600,2017,7,10,0,0,1,1,0,0,0
3186,112,1.0,26400,2017,7,10,0,0,1,0,1,0,0
3188,159,1.0,25900,2017,7,10,0,0,1,0,0,1,0
3190,102,1.0,26000,2017,7,10,0,0,1,0,0,0,1
3203,193,1.0,25800,2017,7,11,0,0,1,1,0,0,0
3205,139,1.0,25700,2017,7,11,0,0,1,0,1,0,0
3207,185,1.0,25300,2017,7,11,0,0,1,0,0,1,0
3209,106,1.0,25800,2017,7,11,0,0,1,0,0,0,1
3224,161,1.0,25800,2017,7,12,0,0,1,1,0,0,0
3225,242,1.0,24700,2017,7,12,0,0,1,0,1,0,0
3227,184,1.0,24600,2017,7,12,0,0,1,0,0,1,0
3228,161,1.0,23500,2017,7,12,0,0,1,0,0,0,1
3244,135,1.0,26400,2017,7,13,0,0,1,1,0,0,0
3245,101,1.0,25700,2017,7,13,0,0,1,0,1,0,0
3247,110,1.0,25200,2017,7,13,0,0,1,0,0,1,0
3249,133,1.0,24600,2017,7,13,0,0,1,0,0,0,1
3264,217,1.0,27300,2017,7,14,0,0,1,1,0,0,0
3265,194,1.0,27200,2017,7,14,0,0,1,0,1,0,0
3267,115,1.0,26500,2017,7,14,0,0,1,0,0,1,0
3269,103,1.0,26000,2017,7,14,0,0,1,0,0,0,1
3284,174,1.0,26800,2017,7,15,0,0,1,1,0,0,0
3285,196,1.0,25300,2017,7,15,0,0,1,0,1,0,0
3287,152,1.0,25200,2017,7,15,0,0,1,0,0,1,0
3289,82,1.0,25400,2017,7,15,0,0,1,0,0,0,1
3313,187,1.0,25900,2017,7,17,0,0,1,1,0,0,0
3315,251,1.0,24500,2017,7,17,0,0,1,0,1,0,0
3317,137,1.0,24700,2017,7,17,0,0,1,0,0,1,0
3319,11,1.0,24200,2017,7,17,0,0,1,0,0,0,1
3323,148,1.0,25400,2017,7,18,0,0,1,1,0,0,0
3325,114,1.0,25000,2017,7,18,0,0,1,0,1,0,0
3327,88,1.0,25100,2017,7,18,0,0,1,0,0,1,0
3329,12,1.0,23000,2017,7,18,0,0,1,0,0,0,1
3343,103,1.0,24900,2017,7,19,0,0,1,1,0,0,0
3344,148,1.0,24200,2017,7,19,0,0,1,0,1,0,0
3346,138,1.0,23500,2017,7,19,0,0,1,0,0,1,0
3348,107,1.0,24000,2017,7,19,0,0,1,0,0,0,1
3364,227,1.0,24000,2017,7,20,0,0,1,1,0,0,0
3365,169,1.0,21200,2017,7,20,0,0,1,0,1,0,0
3367,170,1.0,24600,2017,7,20,0,0,1,0,0,1,0
3369,101,1.0,22400,2017,7,20,0,0,1,0,0,0,1
3385,194,1.0,26200,2017,7,21,0,0,1,1,0,0,0
3387,170,1.0,25500,2017,7,21,0,0,1,0,1,0,0
3389,67,1.0,25400,2017,7,21,0,0,1,0,0,1,0
3391,47,1.0,23500,2017,7,21,0,0,1,0,0,0,1
3414,159,1.0,24700,2017,7,22,0,0,1,1,0,0,0
3416,149,1.0,23300,2017,7,22,0,0,1,0,1,0,0
3418,239,1.0,23300,2017,7,22,0,0,1,0,0,1,0
3424,125,1.0,25200,2017,7,24,0,0,1,1,0,0,0
3426,150,1.0,24400,2017,7,24,0,0,1,0,1,0,0
3428,221,1.0,23300,2017,7,24,0,0,1,0,0,1,0
3430,45,1.0,22000,2017,7,24,0,0,1,0,0,0,1
3444,134,1.0,24800,2017,7,25,0,0,1,1,0,0,0
3446,78,1.0,24600,2017,7,25,0,0,1,0,1,0,0
3447,164,1.0,24500,2017,7,25,0,0,1,0,0,1,0
3448,45,1.0,23700,2017,7,25,0,0,1,0,0,0,1
3464,103,1.0,24800,2017,7,26,0,0,1,1,0,0,0
3466,182,1.0,24300,2017,7,26,0,0,1,0,1,0,0
3468,185,1.0,24400,2017,7,26,0,0,1,0,0,1,0
3470,46,1.0,24000,2017,7,26,0,0,1,0,0,0,1
3485,128,1.0,24100,2017,7,27,0,0,1,1,0,0,0
3487,124,1.0,24000,2017,7,27,0,0,1,0,1,0,0
3488,185,1.0,24400,2017,7,27,0,0,1,0,0,1,0
3490,35,1.0,22000,2017,7,27,0,0,1,0,0,0,1
3504,172,1.0,26300,2017,7,28,0,0,1,1,0,0,0
3506,135,1.0,25600,2017,7,28,0,0,1,0,1,0,0
3508,277,1.0,25400,2017,7,28,0,0,1,0,0,1,0
3509,70,1.0,23700,2017,7,28,0,0,1,0,0,0,1
3524,169,1.0,22800,2017,7,31,0,0,1,1,0,0,0
3526,273,1.0,19900,2017,7,31,0,0,1,0,1,0,0
3528,114,1.0,22000,2017,7,31,0,0,1,0,0,1,0
3530,117,1.0,21600,2017,7,31,0,0,1,0,0,0,1
3544,104,1.0,26300,2017,8,1,0,0,1,1,0,0,0
3545,163,1.0,24800,2017,8,1,0,0,1,0,1,0,0
3547,79,1.0,24400,2017,8,1,0,0,1,0,0,1,0
3548,137,1.0,24100,2017,8,1,0,0,1,0,0,0,1
3565,134,1.0,26100,2017,8,2,0,0,1,1,0,0,0
3567,195,1.0,26100,2017,8,2,0,0,1,0,1,0,0
3568,148,1.0,25200,2017,8,2,0,0,1,0,0,1,0
3569,95,1.0,26000,2017,8,2,0,0,1,0,0,0,1
3584,165,1.0,25300,2017,8,3,0,0,1,1,0,0,0
3586,223,1.0,25500,2017,8,3,0,0,1,0,1,0,0
3587,184,1.0,25500,2017,8,3,0,0,1,0,0,1,0
3588,90,1.0,23900,2017,8,3,0,0,1,0,0,0,1
3606,90,1.0,24500,2017,8,4,0,0,1,1,0,0,0
3608,310,1.0,22700,2017,8,4,0,0,1,0,1,0,0
3610,198,1.0,23000,2017,8,4,0,0,1,0,0,1,0
3612,34,1.0,23300,2017,8,4,0,0,1,0,0,0,1
3625,177,1.0,24600,2017,8,5,0,0,1,1,0,0,0
3628,224,1.0,21400,2017,8,5,0,0,1,0,1,0,0
3630,296,1.0,22400,2017,8,5,0,0,1,0,0,1,0
3632,45,1.0,23500,2017,8,5,0,0,1,0,0,0,1
3644,226,1.0,25500,2017,8,7,0,0,1,1,0,0,0
3645,159,1.0,24300,2017,8,7,0,0,1,0,1,0,0
3646,209,1.0,24300,2017,8,7,0,0,1,0,0,1,0
3647,95,1.0,24400,2017,8,7,0,0,1,0,0,0,1
3663,206,1.0,25200,2017,8,8,0,0,1,1,0,0,0
3665,171,1.0,24900,2017,8,8,0,0,1,0,1,0,0
3667,276,1.0,24900,2017,8,8,0,0,1,0,0,1,0
3668,107,1.0,25100,2017,8,8,0,0,1,0,0,0,1
3683,136,1.0,23300,2017,8,9,0,0,1,1,0,0,0
3685,150,1.0,22000,2017,8,9,0,0,1,0,1,0,0
3687,220,1.0,23200,2017,8,9,0,0,1,0,0,1,0
3689,107,1.0,21300,2017,8,9,0,0,1,0,0,0,1
3705,134,1.0,25000,2017,8,10,0,0,1,1,0,0,0
3707,167,1.0,24700,2017,8,10,0,0,1,0,1,0,0
3709,310,1.0,23600,2017,8,10,0,0,1,0,0,1,0
3711,308,1.0,22800,2017,8,10,0,0,1,0,0,0,1
3725,137,1.0,24000,2017,8,11,0,0,1,1,0,0,0
3727,254,1.0,23500,2017,8,11,0,0,1,0,1,0,0
3728,358,1.0,22800,2017,8,11,0,0,1,0,0,1,0
3730,207,1.0,22100,2017,8,11,0,0,1,0,0,0,1
3743,180,1.0,26000,2017,8,12,0,0,1,1,0,0,0
3744,203,1.0,25000,2017,8,12,0,0,1,0,1,0,0
3745,160,1.0,25700,2017,8,12,0,0,1,0,0,1,0
3747,57,1.0,25200,2017,8,12,0,0,1,0,0,0,1
3763,216,1.0,24900,2017,8,14,0,0,1,1,0,0,0
3765,252,1.0,23900,2017,8,14,0,0,1,0,1,0,0
3766,256,1.0,24000,2017,8,14,0,0,1,0,0,1,0
3768,219,1.0,23500,2017,8,14,0,0,1,0,0,0,1
3783,160,1.0,25800,2017,8,15,0,0,1,1,0,0,0
3784,195,1.0,25200,2017,8,15,0,0,1,0,1,0,0
3785,139,1.0,25500,2017,8,15,0,0,1,0,0,1,0
3786,23,1.0,24500,2017,8,15,0,0,1,0,0,0,1
3803,195,1.0,23100,2017,8,16,0,0,1,1,0,0,0
3804,161,1.0,22200,2017,8,16,0,0,1,0,1,0,0
3806,202,1.0,22300,2017,8,16,0,0,1,0,0,1,0
3808,160,1.0,21900,2017,8,16,0,0,1,0,0,0,1
3824,160,1.0,25000,2017,8,17,0,0,1,1,0,0,0
3826,45,1.0,25000,2017,8,17,0,0,1,0,1,0,0
3828,160,1.0,22500,2017,8,17,0,0,1,0,0,1,0
3830,59,1.0,24000,2017,8,17,0,0,1,0,0,0,1
3843,171,1.0,26100,2017,8,18,0,0,1,1,0,0,0
3844,150,1.0,25200,2017,8,18,0,0,1,0,1,0,0
3845,57,1.0,26200,2017,8,18,0,0,1,0,0,1,0
3846,23,1.0,25000,2017,8,18,0,0,1,0,0,0,1
3864,228,1.0,26100,2017,8,19,0,0,1,1,0,0,0
3866,149,1.0,25700,2017,8,19,0,0,1,0,1,0,0
3867,126,1.0,26000,2017,8,19,0,0,1,0,0,1,0
3868,223,1.0,24700,2017,8,19,0,0,1,0,0,0,1
3883,186,1.0,25700,2017,8,21,0,0,1,1,0,0,0
3885,239,1.0,24900,2017,8,21,0,0,1,0,1,0,0
3886,170,1.0,24800,2017,8,21,0,0,1,0,0,1,0
3887,169,1.0,23500,2017,8,21,0,0,1,0,0,0,1
3904,346,1.0,22400,2017,8,22,0,0,1,1,0,0,0
3905,242,1.0,22800,2017,8,22,0,0,1,0,1,0,0
3906,150,1.0,22500,2017,8,22,0,0,1,0,0,1,0
3907,67,1.0,22700,2017,8,22,0,0,1,0,0,0,1
3923,236,1.0,24300,2017,8,23,0,0,1,1,0,0,0
3924,201,1.0,23900,2017,8,23,0,0,1,0,1,0,0
3925,158,1.0,23400,2017,8,23,0,0,1,0,0,1,0
3926,68,1.0,23800,2017,8,23,0,0,1,0,0,0,1
3943,237,1.0,24600,2017,8,24,0,0,1,1,0,0,0
3944,170,1.0,24100,2017,8,24,0,0,1,0,1,0,0
3945,229,1.0,23500,2017,8,24,0,0,1,0,0,1,0
3946,55,1.0,25000,2017,8,24,0,0,1,0,0,0,1
3964,159,1.0,24900,2017,8,25,0,0,1,1,0,0,0
3965,124,1.0,23500,2017,8,25,0,0,1,0,1,0,0
3966,160,1.0,23800,2017,8,25,0,0,1,0,0,1,0
3967,45,1.0,24500,2017,8,25,0,0,1,0,0,0,1
3983,258,1.0,24500,2017,8,26,0,0,1,1,0,0,0
3984,237,1.0,24900,2017,8,26,0,0,1,0,1,0,0
3985,198,1.0,24600,2017,8,26,0,0,1,0,0,1,0
3986,173,1.0,24400,2017,8,26,0,0,1,0,0,0,1
4003,277,1.0,26900,2017,8,28,0,0,1,1,0,0,0
4004,168,1.0,26000,2017,8,28,0,0,1,0,1,0,0
4005,169,1.0,25800,2017,8,28,0,0,1,0,0,1,0
4006,115,1.0,25300,2017,8,28,0,0,1,0,0,0,1
4023,187,1.0,26100,2017,8,29,0,0,1,1,0,0,0
4024,210,1.0,24800,2017,8,29,0,0,1,0,1,0,0
4026,288,1.0,25200,2017,8,29,0,0,1,0,0,1,0
4027,144,1.0,23900,2017,8,29,0,0,1,0,0,0,1
4044,246,1.0,25400,2017,8,30,0,0,1,1,0,0,0
4045,198,1.0,24800,2017,8,30,0,0,1,0,1,0,0
4046,248,1.0,25200,2017,8,30,0,0,1,0,0,1,0
4047,197,1.0,24100,2017,8,30,0,0,1,0,0,0,1
4064,162,1.0,25200,2017,8,31,0,0,1,1,0,0,0
4066,151,1.0,24600,2017,8,31,0,0,1,0,1,0,0
4068,185,1.0,24500,2017,8,31,0,0,1,0,0,1,0
4069,138,1.0,24300,2017,8,31,0,0,1,0,0,0,1
4084,207,1.0,26900,2017,9,1,0,0,1,1,0,0,0
4085,221,1.0,26200,2017,9,1,0,0,1,0,1,0,0
4087,136,1.0,26400,2017,9,1,0,0,1,0,0,1,0
4088,114,1.0,26700,2017,9,1,0,0,1,0,0,0,1
4103,291,1.0,26300,2017,9,2,0,0,1,1,0,0,0
4104,306,1.0,25500,2017,9,2,0,0,1,0,1,0,0
4105,218,1.0,25600,2017,9,2,0,0,1,0,0,1,0
4107,124,1.0,25700,2017,9,2,0,0,1,0,0,0,1
4137,147,1.0,25300,2017,9,4,0,0,1,1,0,0,0
4138,184,1.0,25100,2017,9,4,0,0,1,0,1,0,0
4143,122,1.0,27000,2017,9,5,0,0,1,1,0,0,0
4144,253,1.0,26100,2017,9,5,0,0,1,0,1,0,0
4145,185,1.0,25800,2017,9,5,0,0,1,0,0,1,0
4147,186,1.0,24900,2017,9,5,0,0,1,0,0,0,1
4168,216,1.0,25900,2017,9,6,0,0,1,1,0,0,0
4170,180,1.0,25600,2017,9,6,0,0,1,0,1,0,0
4171,138,1.0,25600,2017,9,6,0,0,1,0,0,1,0
4172,240,1.0,24100,2017,9,6,0,0,1,0,0,0,1
4188,196,1.0,26100,2017,9,7,0,0,1,1,0,0,0
4189,103,1.0,26000,2017,9,7,0,0,1,0,1,0,0
4191,104,1.0,25300,2017,9,7,0,0,1,0,0,1,0
4193,82,1.0,25600,2017,9,7,0,0,1,0,0,0,1
4204,335,1.0,27200,2017,9,8,0,0,1,1,0,0,0
4205,163,1.0,25800,2017,9,8,0,0,1,0,1,0,0
4206,150,1.0,25100,2017,9,8,0,0,1,0,0,1,0
4207,68,1.0,26000,2017,9,8,0,0,1,0,0,0,1
4224,215,1.0,26900,2017,9,9,0,0,1,1,0,0,0
