amount,weight,avg_price,yyyy,mm,dd,origin_부산(기장),origin_삼천포,origin_안흥,origin_제주도,origin_포항,standard_18미,standard_20미,standard_28미,standard_중
2008,216,18.0,15000,2017,8,17,1,0,0,0,0,0,0,1,0
2013,1,15.0,10000,2017,8,17,0,0,0,1,0,0,1,0,0
2018,56,18.0,30000,2017,8,18,1,0,0,0,0,1,0,0,0
2019,333,18.0,23700,2017,8,18,1,0,0,0,0,0,1,0,0
2022,145,18.0,11000,2017,8,18,1,0,0,0,0,0,0,1,0
2025,1,15.0,20000,2017,8,18,0,0,0,1,0,0,0,0,1
2026,245,18.0,29400,2017,8,19,1,0,0,0,0,0,1,0,0
2030,51,18.0,12000,2017,8,19,1,0,0,0,0,0,0,1,0
2033,522,10.0,26000,2017,8,21,1,0,0,0,0,0,1,0,0
2036,158,10.0,16200,2017,8,21,1,0,0,0,0,0,0,1,0
2047,314,10.0,27600,2017,8,22,1,0,0,0,0,0,1,0,0
2050,549,10.0,20000,2017,8,22,1,0,0,0,0,0,0,1,0
2051,110,100.0,22000,2017,8,22,1,0,0,0,0,0,0,1,0
2053,14,10.0,18000,2017,8,23,1,0,0,0,0,1,0,0,0
2054,159,10.0,29800,2017,8,23,1,0,0,0,0,0,1,0,0
2058,162,10.0,29400,2017,8,23,1,0,0,0,0,0,0,1,0
2060,100,10.0,55000,2017,8,24,1,0,0,0,0,1,0,0,0
2061,264,10.0,46700,2017,8,24,1,0,0,0,0,0,1,0,0
2063,128,10.0,25000,2017,8,24,1,0,0,0,0,0,0,1,0
2068,114,10.0,34500,2017,8,25,1,0,0,0,0,1,0,0,0
2069,528,10.0,25100,2017,8,25,1,0,0,0,0,0,1,0,0
2073,1055,10.0,19000,2017,8,25,1,0,0,0,0,0,0,1,0
2080,40,10.0,35000,2017,8,26,1,0,0,0,0,0,1,0,0
2083,586,10.0,17000,2017,8,26,1,0,0,0,0,0,0,1,0
2087,5,10.0,30000,2017,8,26,0,1,0,0,0,0,1,0,0
2091,54,18.0,35000,2017,8,28,1,0,0,0,0,1,0,0,0
2092,580,18.0,28600,2017,8,28,1,0,0,0,0,0,1,0,0
2096,140,18.0,19900,2017,8,28,1,0,0,0,0,0,0,1,0
2101,62,18.0,37800,2017,8,29,1,0,0,0,0,1,0,0,0
2102,745,18.0,27400,2017,8,29,1,0,0,0,0,0,1,0,0
2106,103,18.0,30000,2017,8,29,1,0,0,0,0,0,0,1,0
2110,89,18.0,38300,2017,8,30,1,0,0,0,0,1,0,0,0
2111,592,18.0,27000,2017,8,30,1,0,0,0,0,0,1,0,0
2115,1556,18.0,20400,2017,8,30,1,0,0,0,0,0,0,1,0
2122,83,18.0,27500,2017,8,31,1,0,0,0,0,1,0,0,0
2123,260,18.0,33300,2017,8,31,1,0,0,0,0,0,1,0,0
2125,497,18.0,15000,2017,8,31,1,0,0,0,0,0,0,1,0
2132,29,18.0,38000,2017,9,1,1,0,0,0,0,1,0,0,0
2133,529,18.0,27600,2017,9,1,1,0,0,0,0,0,1,0,0
2137,277,18.0,15000,2017,9,1,1,0,0,0,0,0,0,1,0
2145,482,18.0,30700,2017,9,2,1,0,0,0,0,0,1,0,0
2149,844,18.0,19600,2017,9,2,1,0,0,0,0,0,0,1,0
2152,63,18.0,40800,2017,9,4,1,0,0,0,0,0,1,0,0
2154,869,18.0,22000,2017,9,4,1,0,0,0,0,0,0,1,0
2163,138,18.0,49500,2017,9,5,1,0,0,0,0,1,0,0,0
2164,944,18.0,30900,2017,9,5,1,0,0,0,0,0,1,0,0
2167,207,18.0,19300,2017,9,5,1,0,0,0,0,0,0,1,0
2171,59,18.0,50000,2017,9,6,1,0,0,0,0,1,0,0,0
2172,1084,18.0,35800,2017,9,6,1,0,0,0,0,0,1,0,0
2178,189,15.0,37100,2017,9,6,0,0,0,1,0,0,0,0,1
2181,179,15.0,50000,2017,9,7,0,0,0,1,0,0,0,0,1
2187,12,15.0,10000,2017,9,8,0,1,0,0,0,0,1,0,0
2189,63,15.0,55000,2017,9,8,0,0,0,1,0,0,1,0,0
2193,450,15.0,50700,2017,9,11,1,0,0,0,0,0,1,0,0
2196,400,15.0,33000,2017,9,11,1,0,0,0,0,0,0,1,0
2206,112,18.0,46100,2017,9,12,1,0,0,0,0,1,0,0,0
2207,557,18.0,39400,2017,9,12,1,0,0,0,0,0,1,0,0
2213,26,15.0,20000,2017,9,12,0,1,0,0,0,0,1,0,0
2214,72,15.0,35000,2017,9,12,0,0,0,1,0,0,0,0,1
2218,229,18.0,50500,2017,9,13,1,0,0,0,0,0,1,0,0
2220,80,18.0,25000,2017,9,13,1,0,0,0,0,0,0,1,0
2224,25,15.0,15000,2017,9,13,0,1,0,0,0,0,1,0,0
2232,295,18.0,46300,2017,9,14,1,0,0,0,0,0,1,0,0
2235,180,18.0,43000,2017,9,14,1,0,0,0,0,0,0,1,0
2244,19,18.0,30000,2017,9,15,1,0,0,0,0,1,0,0,0
2245,541,18.0,30000,2017,9,15,1,0,0,0,0,0,1,0,0
2249,145,18.0,15000,2017,9,15,1,0,0,0,0,0,0,1,0
2252,45,15.0,4000,2017,9,15,0,0,1,0,0,0,0,0,1
2259,1390,18.0,29100,2017,9,16,1,0,0,0,0,0,1,0,0
2263,713,18.0,28700,2017,9,16,1,0,0,0,0,0,0,1,0
2267,9,15.0,3000,2017,9,16,0,0,1,0,0,0,0,0,1
2268,230,18.0,29300,2017,9,18,1,0,0,0,0,0,1,0,0
2270,1449,18.0,22000,2017,9,18,1,0,0,0,0,0,0,1,0
2275,67,18.0,25000,2017,9,19,1,0,0,0,0,1,0,0,0
2276,499,18.0,25300,2017,9,19,1,0,0,0,0,0,1,0,0
2279,767,18.0,22700,2017,9,19,1,0,0,0,0,0,0,1,0
2288,52,18.0,39600,2017,9,20,1,0,0,0,0,1,0,0,0
2289,823,18.0,27500,2017,9,20,1,0,0,0,0,0,1,0,0
2293,3,18.0,10000,2017,9,20,1,0,0,0,0,0,0,1,0
2298,546,18.0,23400,2017,9,21,1,0,0,0,0,0,1,0,0
2306,182,18.0,22000,2017,9,22,1,0,0,0,0,1,0,0,0
2307,559,18.0,23700,2017,9,22,1,0,0,0,0,0,1,0,0
2313,1,18.0,10000,2017,9,22,1,0,0,0,0,0,0,0,1
2314,3,15.0,25000,2017,9,22,0,0,0,1,0,1,0,0,0
2321,76,18.0,22000,2017,9,23,1,0,0,0,0,1,0,0,0
2322,986,18.0,22300,2017,9,23,1,0,0,0,0,0,1,0,0
2326,588,18.0,16700,2017,9,23,1,0,0,0,0,0,0,1,0
2333,633,18.0,19000,2017,9,25,1,0,0,0,0,0,1,0,0
2336,150,18.0,20000,2017,9,25,1,0,0,0,0,0,0,1,0
2339,5,10.0,19000,2017,9,25,0,0,0,1,0,0,0,0,1
2344,397,18.0,31200,2017,9,26,1,0,0,0,0,0,1,0,0
2347,311,18.0,19900,2017,9,26,1,0,0,0,0,0,0,1,0
2354,412,18.0,29600,2017,9,27,1,0,0,0,0,0,1,0,0
2358,250,18.0,23000,2017,9,27,1,0,0,0,0,0,0,1,0
2365,450,18.0,25500,2017,9,28,1,0,0,0,0,0,1,0,0
2373,30,18.0,30000,2017,9,29,1,0,0,0,0,1,0,0,0
2374,524,18.0,26400,2017,9,29,1,0,0,0,0,0,1,0,0
2377,118,18.0,18200,2017,9,29,1,0,0,0,0,0,0,1,0
2382,555,18.0,33000,2017,9,30,1,0,0,0,0,0,1,0,0
2384,140,18.0,18000,2017,9,30,1,0,0,0,0,0,0,1,0
2387,4,18.0,10000,2017,9,30,1,0,0,0,0,0,0,0,1
2390,376,18.0,22000,2017,10,1,1,0,0,0,0,0,1,0,0
2394,132,18.0,17000,2017,10,1,1,0,0,0,0,0,0,1,0
2396,4,18.0,8000,2017,10,1,1,0,0,0,0,0,0,0,1
2398,1,18.0,10000,2017,10,2,1,0,0,0,0,1,0,0,0
2399,521,18.0,31700,2017,10,2,1,0,0,0,0,0,1,0,0
2402,359,18.0,20200,2017,10,2,1,0,0,0,0,0,0,1,0
2404,3,18.0,8000,2017,10,2,1,0,0,0,0,0,0,0,1
2407,430,18.0,25500,2017,10,3,1,0,0,0,0,0,1,0,0
2416,777,18.0,32900,2017,10,10,1,0,0,0,0,0,1,0,0
2425,28,18.0,30000,2017,10,11,1,0,0,0,0,1,0,0,0
2426,50,13.0,32000,2017,10,11,1,0,0,0,0,0,1,0,0
2427,773,18.0,30100,2017,10,11,1,0,0,0,0,0,1,0,0
2431,260,18.0,18000,2017,10,11,1,0,0,0,0,0,0,1,0
2435,2,18.0,5000,2017,10,11,1,0,0,0,0,0,0,0,1
2440,30,18.0,35000,2017,10,12,1,0,0,0,0,1,0,0,0
2441,955,18.0,28200,2017,10,12,1,0,0,0,0,0,1,0,0
2445,227,18.0,18600,2017,10,12,1,0,0,0,0,0,0,1,0
2449,19,18.0,7000,2017,10,12,1,0,0,0,0,0,0,0,1
2453,61,18.0,30000,2017,10,13,1,0,0,0,0,1,0,0,0
2454,602,18.0,30300,2017,10,13,1,0,0,0,0,0,1,0,0
2458,159,18.0,16100,2017,10,13,1,0,0,0,0,0,0,1,0
2462,10,18.0,9200,2017,10,13,1,0,0,0,0,0,0,0,1
2467,19,18.0,28000,2017,10,14,1,0,0,0,0,1,0,0,0
2468,1051,18.0,28200,2017,10,14,1,0,0,0,0,0,1,0,0
2476,42,18.0,40000,2017,10,16,1,0,0,0,0,1,0,0,0
2477,519,18.0,30100,2017,10,16,1,0,0,0,0,0,1,0,0
2481,361,18.0,30000,2017,10,16,1,0,0,0,0,0,0,1,0
2484,2,18.0,15000,2017,10,16,1,0,0,0,0,0,0,0,1
2488,92,18.0,53000,2017,10,17,1,0,0,0,0,0,1,0,0
2491,62,18.0,50000,2017,10,17,0,0,0,1,0,0,1,0,0
2492,100,18.0,35000,2017,10,17,0,0,0,1,0,0,0,1,0
2510,71,10.0,60000,2017,10,20,1,0,0,0,0,1,0,0,0
2511,3,10.0,60000,2017,10,20,1,0,0,0,0,0,1,0,0
2518,514,18.0,32900,2017,10,21,1,0,0,0,0,0,1,0,0
2522,200,18.0,17000,2017,10,21,1,0,0,0,0,0,0,1,0
2532,91,18.0,23000,2017,10,23,1,0,0,0,0,1,0,0,0
2533,354,18.0,25500,2017,10,23,1,0,0,0,0,0,1,0,0
2538,384,18.0,15500,2017,10,23,1,0,0,0,0,0,0,1,0
2549,32,18.0,45000,2017,10,24,1,0,0,0,0,1,0,0,0
2550,114,18.0,40000,2017,10,24,1,0,0,0,0,0,1,0,0
2560,240,18.0,28800,2017,10,25,1,0,0,0,0,0,1,0,0
2564,105,18.0,35000,2017,10,25,0,0,0,1,0,0,0,0,1
2570,388,18.0,35000,2017,10,26,1,0,0,0,0,0,1,0,0
2572,79,18.0,13000,2017,10,26,1,0,0,0,0,0,0,1,0
2580,48,18.0,50000,2017,10,27,1,0,0,0,0,1,0,0,0
2581,756,18.0,33600,2017,10,27,1,0,0,0,0,0,1,0,0
2585,54,18.0,20000,2017,10,27,1,0,0,0,0,0,0,1,0
2588,7,18.0,10000,2017,10,27,1,0,0,0,0,0,0,0,1
2591,1,15.0,10000,2017,10,27,0,0,0,1,0,0,1,0,0
2595,73,18.0,23000,2017,10,28,1,0,0,0,0,1,0,0,0
2596,803,18.0,26500,2017,10,28,1,0,0,0,0,0,1,0,0
2600,6,18.0,20000,2017,10,28,1,0,0,0,0,0,0,1,0
2602,6,18.0,8000,2017,10,28,1,0,0,0,0,0,0,0,1
2604,404,18.0,34600,2017,10,30,1,0,0,0,0,0,1,0,0
2608,101,18.0,40000,2017,10,30,0,0,0,1,0,0,1,0,0
2617,135,18.0,52200,2017,10,31,1,0,0,0,0,0,1,0,0
2635,71,18.0,60000,2017,11,2,1,0,0,0,0,0,1,0,0
2636,74,18.0,22000,2017,11,2,1,0,0,0,0,0,0,1,0
2647,16,18.0,65000,2017,11,3,1,0,0,0,0,1,0,0,0
2648,386,18.0,56700,2017,11,3,1,0,0,0,0,0,1,0,0
2651,1,18.0,15000,2017,11,3,1,0,0,0,0,0,0,0,1
2652,4,15.0,40000,2017,11,3,0,0,0,1,0,0,0,0,1
2663,254,18.0,61800,2017,11,4,1,0,0,0,0,0,1,0,0
2673,2,10.0,16000,2017,11,6,0,0,0,1,0,1,0,0,0
2674,7,10.0,30000,2017,11,6,0,0,0,1,0,0,0,0,1
2675,53,18.0,22000,2017,11,6,0,0,0,1,0,0,0,0,1
2700,1,15.0,35000,2017,11,8,0,0,0,1,0,0,0,0,1
2712,95,18.0,70000,2017,11,9,1,0,0,0,0,1,0,0,0
2713,160,18.0,65000,2017,11,9,1,0,0,0,0,0,1,0,0
2723,10,18.0,70000,2017,11,10,1,0,0,0,0,1,0,0,0
2724,121,18.0,65000,2017,11,10,1,0,0,0,0,0,1,0,0
2727,161,18.0,40000,2017,11,10,1,0,0,0,0,0,0,1,0
2734,1,18.0,10000,2017,11,10,1,0,0,0,0,0,0,0,1
2745,50,18.0,70000,2017,11,11,1,0,0,0,0,1,0,0,0
2746,162,18.0,64300,2017,11,11,1,0,0,0,0,0,1,0,0
2748,108,18.0,38000,2017,11,11,1,0,0,0,0,0,0,1,0
2751,23,15.0,53000,2017,11,11,1,0,0,0,0,0,0,0,1
2755,82,18.0,51200,2017,11,13,1,0,0,0,0,1,0,0,0
2756,479,18.0,54900,2017,11,13,1,0,0,0,0,0,1,0,0
2760,215,18.0,30000,2017,11,13,1,0,0,0,0,0,0,1,0
2770,3,13.0,28000,2017,11,13,0,0,0,1,0,1,0,0,0
2774,26,18.0,65000,2017,11,14,1,0,0,0,0,1,0,0,0
2775,151,18.0,53300,2017,11,14,1,0,0,0,0,0,1,0,0
2779,176,18.0,29100,2017,11,14,1,0,0,0,0,0,0,1,0
2804,45,18.0,60000,2017,11,16,1,0,0,0,0,1,0,0,0
2805,328,18.0,57100,2017,11,16,1,0,0,0,0,0,1,0,0
2808,37,18.0,28000,2017,11,16,1,0,0,0,0,0,0,1,0
2821,22,18.0,65000,2017,11,17,1,0,0,0,0,1,0,0,0
2822,335,18.0,59000,2017,11,17,1,0,0,0,0,0,1,0,0
2828,21,18.0,30000,2017,11,17,0,0,0,1,0,0,0,0,1
2836,20,18.0,58000,2017,11,18,1,0,0,0,0,1,0,0,0
2837,223,18.0,43800,2017,11,18,1,0,0,0,0,0,1,0,0
2846,16,18.0,50000,2017,11,20,1,0,0,0,0,1,0,0,0
2847,653,18.0,32700,2017,11,20,1,0,0,0,0,0,1,0,0
2851,69,18.0,28000,2017,11,20,1,0,0,0,0,0,0,1,0
2853,1,18.0,10000,2017,11,20,1,0,0,0,0,0,0,0,1
2855,2,13.0,30000,2017,11,20,0,0,0,1,0,0,0,0,1
2874,154,18.0,45900,2017,11,21,1,0,0,0,0,0,1,0,0
2887,2,18.0,20000,2017,11,22,1,0,0,0,0,1,0,0,0
2888,290,18.0,43600,2017,11,22,1,0,0,0,0,0,1,0,0
2898,12,18.0,15000,2017,11,23,1,0,0,0,0,1,0,0,0
2899,423,18.0,27800,2017,11,23,1,0,0,0,0,0,1,0,0
2902,100,18.0,16000,2017,11,23,1,0,0,0,0,0,0,1,0
2905,30,15.0,23600,2017,11,23,0,0,0,1,0,0,0,0,1
2906,13,20.0,30000,2017,11,23,0,0,0,1,0,0,0,0,1
2918,136,18.0,60800,2017,11,24,1,0,0,0,0,0,1,0,0
2920,130,18.0,17000,2017,11,24,1,0,0,0,0,0,0,1,0
2932,85,18.0,63700,2017,11,25,1,0,0,0,0,1,0,0,0
2933,194,18.0,48800,2017,11,25,1,0,0,0,0,0,1,0,0
2936,2,15.0,37000,2017,11,25,0,0,0,1,0,0,0,0,1
2940,134,10.0,42300,2017,11,27,1,0,0,0,0,0,1,0,0
2943,100,18.0,12000,2017,11,27,1,0,0,0,0,0,0,1,0
2957,429,18.0,50500,2017,11,28,1,0,0,0,0,0,1,0,0
2971,28,18.0,65000,2017,11,29,1,0,0,0,0,1,0,0,0
2972,373,18.0,25800,2017,11,29,1,0,0,0,0,0,1,0,0
2983,148,18.0,39900,2017,11,30,1,0,0,0,0,1,0,0,0
2984,146,18.0,59700,2017,11,30,1,0,0,0,0,0,1,0,0
2988,15,15.0,30000,2017,11,30,0,0,0,1,0,0,0,0,1
3018,1,15.0,42000,2017,12,4,0,0,0,1,0,1,0,0,0
3020,5,15.0,75000,2017,12,4,0,0,0,1,0,0,0,0,1
3021,55,15.0,20000,2017,12,4,0,0,0,0,1,0,0,0,1
3037,24,15.0,58100,2017,12,5,0,0,0,1,0,0,0,0,1
3038,10,16.0,30000,2017,12,5,0,0,0,1,0,0,0,0,1
3040,3,15.0,20000,2017,12,5,0,0,0,0,1,0,0,0,1
3052,9,15.0,35000,2017,12,6,0,0,0,1,0,1,0,0,0
3053,48,15.0,38000,2017,12,6,0,0,0,1,0,0,0,0,1
3055,14,15.0,12100,2017,12,6,0,0,0,0,1,0,0,0,1
3067,1,15.0,45000,2017,12,7,0,0,0,1,0,1,0,0,0
3070,10,15.0,50000,2017,12,7,0,0,0,1,0,0,0,0,1
3073,5,15.0,10000,2017,12,7,0,0,0,0,1,0,0,0,1
3083,13,18.0,60000,2017,12,8,1,0,0,0,0,1,0,0,0
3084,378,18.0,57000,2017,12,8,1,0,0,0,0,0,1,0,0
3085,57,18.0,30000,2017,12,8,1,0,0,0,0,0,0,1,0
3093,15,15.0,30000,2017,12,8,0,0,0,1,0,1,0,0,0
3097,241,18.0,61000,2017,12,9,1,0,0,0,0,0,1,0,0
3104,11,15.0,26000,2017,12,9,0,0,0,1,0,0,1,0,0
3105,31,15.0,35600,2017,12,9,0,0,0,1,0,0,0,0,1
3106,21,18.0,60000,2017,12,11,1,0,0,0,0,1,0,0,0
3107,449,18.0,54800,2017,12,11,1,0,0,0,0,0,1,0,0
3111,92,18.0,22400,2017,12,11,1,0,0,0,0,0,0,1,0
3120,10,13.0,25000,2017,12,11,0,0,0,1,0,1,0,0,0
3132,15,18.0,55000,2017,12,12,1,0,0,0,0,1,0,0,0
3133,257,10.0,30000,2017,12,12,1,0,0,0,0,0,1,0,0
3134,452,18.0,43900,2017,12,12,1,0,0,0,0,0,1,0,0
3148,252,18.0,34100,2017,12,13,1,0,0,0,0,0,1,0,0
3168,45,18.0,60000,2017,12,14,1,0,0,0,0,1,0,0,0
3169,185,18.0,30000,2017,12,14,1,0,0,0,0,0,1,0,0
3173,10,15.0,18000,2017,12,14,0,0,0,1,0,0,0,0,1
3184,234,18.0,36700,2017,12,15,1,0,0,0,0,0,1,0,0
3188,6,18.0,20000,2017,12,15,1,0,0,0,0,0,0,1,0
3198,29,18.0,45000,2017,12,16,1,0,0,0,0,1,0,0,0
3199,333,18.0,36000,2017,12,16,1,0,0,0,0,0,1,0,0
3202,100,18.0,20000,2017,12,16,1,0,0,0,0,0,0,1,0
3206,4,18.0,10000,2017,12,16,1,0,0,0,0,0,0,0,1
3208,2,20.0,30000,2017,12,16,0,0,0,1,0,0,0,0,1
3209,40,18.0,45000,2017,12,18,1,0,0,0,0,1,0,0,0
3210,648,18.0,32300,2017,12,18,1,0,0,0,0,0,1,0,0
3213,159,18.0,18000,2017,12,18,1,0,0,0,0,0,0,1,0
3219,1,15.0,16000,2017,12,18,0,0,0,1,0,1,0,0,0
3220,25,15.0,24500,2017,12,18,0,0,0,1,0,0,0,0,1
3228,21,18.0,45000,2017,12,19,1,0,0,0,0,1,0,0,0
3229,346,18.0,32300,2017,12,19,1,0,0,0,0,0,1,0,0
3233,398,18.0,14000,2017,12,19,1,0,0,0,0,0,0,1,0
3238,3,18.0,10000,2017,12,19,1,0,0,0,0,0,0,0,1
3252,8,15.0,15000,2017,12,20,0,0,0,1,0,0,0,0,1
3261,20,18.0,50000,2017,12,21,1,0,0,0,0,1,0,0,0
3262,671,18.0,35500,2017,12,21,1,0,0,0,0,0,1,0,0
3266,221,18.0,14600,2017,12,21,1,0,0,0,0,0,0,1,0
3270,4,18.0,10000,2017,12,21,1,0,0,0,0,0,0,0,1
3279,42,18.0,50000,2017,12,22,1,0,0,0,0,1,0,0,0
3280,698,18.0,35500,2017,12,22,1,0,0,0,0,0,1,0,0
3294,108,18.0,48600,2017,12,23,1,0,0,0,0,1,0,0,0
3295,729,18.0,26100,2017,12,23,1,0,0,0,0,0,1,0,0
3300,21,18.0,10000,2017,12,23,1,0,0,0,0,0,0,0,1
3303,5,15.0,25000,2017,12,23,0,0,0,1,0,0,0,0,1
3304,41,18.0,50000,2017,12,25,1,0,0,0,0,1,0,0,0
3305,565,18.0,31500,2017,12,25,1,0,0,0,0,0,1,0,0
3309,3,18.0,15000,2017,12,25,1,0,0,0,0,0,0,1,0
3312,1,18.0,10000,2017,12,25,1,0,0,0,0,0,0,0,1
3325,60,18.0,60000,2017,12,26,1,0,0,0,0,1,0,0,0
3326,255,18.0,38400,2017,12,26,1,0,0,0,0,0,1,0,0
3332,10,15.0,14000,2017,12,26,0,0,0,1,0,1,0,0,0
3333,8,15.0,17300,2017,12,26,0,0,0,1,0,0,0,0,1
3346,264,18.0,46100,2017,12,27,1,0,0,0,0,0,1,0,0
3350,9,18.0,10000,2017,12,27,1,0,0,0,0,0,0,0,1
3354,6,15.0,8000,2017,12,27,0,0,0,1,0,1,0,0,0
3370,57,15.0,21900,2017,12,28,0,0,0,1,0,1,0,0,0
3371,5,15.0,16000,2017,12,28,0,0,0,1,0,0,1,0,0
3383,52,18.0,70000,2017,12,29,1,0,0,0,0,1,0,0,0
3384,114,18.0,70000,2017,12,29,1,0,0,0,0,0,1,0,0
3385,124,18.0,18000,2017,12,29,1,0,0,0,0,0,0,0,1
3389,33,15.0,27000,2017,12,29,0,0,0,1,0,1,0,0,0
3390,4,15.0,18000,2017,12,29,0,0,0,1,0,0,1,0,0
3393,30,18.0,65000,2017,12,30,1,0,0,0,0,1,0,0,0
3394,227,18.0,52600,2017,12,30,1,0,0,0,0,0,1,0,0
3402,1,18.0,10000,2017,12,30,1,0,0,0,0,0,0,0,1
3405,22,15.0,19000,2017,12,30,0,0,0,1,0,1,0,0,0
3406,137,15.0,22000,2017,12,30,0,0,0,1,0,0,0,0,1
3410,602,18.0,32600,2018,1,2,1,0,0,0,0,0,1,0,0
3416,16,8.0,23000,2018,1,2,0,0,0,1,0,1,0,0,0
3418,11,8.0,25000,2018,1,2,0,0,0,1,0,0,0,0,1
3454,8,15.0,25000,2018,1,4,0,0,0,1,0,1,0,0,0
3456,2,15.0,35000,2018,1,4,0,0,0,1,0,0,0,0,1
3467,11,15.0,29000,2018,1,5,0,0,0,1,0,1,0,0,0
3474,17,15.0,35000,2018,1,6,0,0,0,1,0,1,0,0,0
3475,14,15.0,33200,2018,1,6,0,0,0,1,0,0,0,0,1
3480,12,10.0,50000,2018,1,8,0,0,0,1,0,1,0,0,0
3483,4,10.0,55000,2018,1,8,0,0,0,1,0,0,0,0,1
3484,2,15.0,55000,2018,1,8,0,0,0,1,0,0,0,0,1
3496,5,15.0,30000,2018,1,9,0,0,0,1,0,0,0,0,1
3504,9,18.0,70000,2018,1,10,1,0,0,0,0,1,0,0,0
3505,35,18.0,70000,2018,1,10,1,0,0,0,0,0,1,0,0
3507,12,18.0,40000,2018,1,10,1,0,0,0,0,0,0,1,0
3516,13,15.0,36000,2018,1,10,0,0,0,1,0,1,0,0,0
3540,5,15.0,50000,2018,1,13,0,0,0,1,0,0,0,0,1
3551,64,18.0,85000,2018,1,16,1,0,0,0,0,1,0,0,0
3552,77,18.0,63800,2018,1,16,1,0,0,0,0,0,1,0,0
3553,1,18.0,20000,2018,1,16,1,0,0,0,0,0,0,1,0
3557,6,18.0,5000,2018,1,16,1,0,0,0,0,0,0,0,1
3561,22,15.0,29800,2018,1,16,0,0,0,1,0,1,0,0,0
3562,2,15.0,25000,2018,1,16,0,0,0,1,0,0,1,0,0
3567,34,18.0,80000,2018,1,17,1,0,0,0,0,0,1,0,0
3574,3,15.0,38000,2018,1,17,0,0,0,1,0,1,0,0,0
3578,35,18.0,70000,2018,1,18,1,0,0,0,0,1,0,0,0
3588,10,15.0,32000,2018,1,18,0,0,0,1,0,1,0,0,0
3589,1,15.0,25000,2018,1,18,0,0,0,1,0,0,1,0,0
3590,7,15.0,41900,2018,1,18,0,0,0,1,0,0,0,0,1
3600,7,18.0,70000,2018,1,19,1,0,0,0,0,0,1,0,0
3607,6,15.0,35000,2018,1,19,0,0,0,1,0,1,0,0,0
3611,2,15.0,30000,2018,1,19,0,0,0,1,0,0,0,0,1
3618,143,18.0,55400,2018,1,20,1,0,0,0,0,0,1,0,0
3627,15,15.0,25000,2018,1,20,0,0,0,1,0,1,0,0,0
3632,141,10.0,60000,2018,1,22,1,0,0,0,0,1,0,0,0
3633,166,10.0,53500,2018,1,22,1,0,0,0,0,0,1,0,0
3634,25,18.0,45000,2018,1,22,1,0,0,0,0,0,1,0,0
3646,21,15.0,20700,2018,1,22,0,0,0,1,0,1,0,0,0
3649,7,15.0,30000,2018,1,22,0,0,0,1,0,0,0,0,1
3659,412,18.0,45100,2018,1,23,1,0,0,0,0,0,1,0,0
3662,1,18.0,10000,2018,1,23,1,0,0,0,0,0,0,1,0
3664,39,18.0,30000,2018,1,23,1,0,0,0,0,0,0,0,1
3668,2,15.0,22000,2018,1,23,0,0,0,1,0,1,0,0,0
3673,71,18.0,49100,2018,1,24,1,0,0,0,0,0,1,0,0
3682,6,15.0,50000,2018,1,24,0,0,0,1,0,0,0,0,1
3688,53,18.0,64400,2018,1,25,1,0,0,0,0,0,1,0,0
3698,16,10.0,18000,2018,1,25,0,0,0,1,0,1,0,0,0
3699,5,15.0,27000,2018,1,25,0,0,0,1,0,1,0,0,0
3700,8,15.0,20000,2018,1,25,0,0,0,1,0,0,1,0,0
3712,15,15.0,15000,2018,1,26,0,0,0,1,0,1,0,0,0
3714,2,15.0,28000,2018,1,26,0,0,0,1,0,0,0,0,1
3730,4,18.0,11300,2018,1,30,1,0,0,0,0,0,0,0,1
3739,45,15.0,38000,2018,1,31,0,0,0,1,0,1,0,0,0
3741,14,15.0,58600,2018,1,31,0,0,0,1,0,0,0,0,1
3753,4,15.0,33500,2018,2,1,0,0,0,1,0,0,0,0,1
3757,70,18.0,26000,2018,2,2,1,0,0,0,0,0,0,1,0
3760,9,15.0,35000,2018,2,2,0,0,0,1,0,1,0,0,0
3761,29,15.0,47500,2018,2,2,0,0,0,1,0,0,0,0,1
3769,214,18.0,86200,2018,2,3,1,0,0,0,0,1,0,0,0
3770,117,18.0,67800,2018,2,3,1,0,0,0,0,0,1,0,0
3780,9,15.0,23000,2018,2,3,0,0,0,1,0,1,0,0,0
3783,8,15.0,32500,2018,2,3,0,0,0,1,0,0,0,0,1
3786,79,13.0,71200,2018,2,5,1,0,0,0,0,1,0,0,0
3787,111,13.0,60000,2018,2,5,1,0,0,0,0,0,1,0,0
3793,20,8.0,21000,2018,2,5,0,0,0,1,0,1,0,0,0
3796,8,8.0,36300,2018,2,5,0,0,0,1,0,0,0,0,1
3797,11,13.0,36000,2018,2,5,0,0,0,1,0,0,0,0,1
3798,1,15.0,30000,2018,2,5,0,0,0,1,0,0,0,0,1
3809,19,15.0,44200,2018,2,6,0,0,0,1,0,0,0,0,1
3810,5,20.0,30000,2018,2,6,0,0,0,1,0,0,0,0,1
3814,1,15.0,22000,2018,2,7,0,0,0,1,0,1,0,0,0
3822,2,15.0,57500,2018,2,8,0,0,0,1,0,0,0,0,1
3832,3,15.0,49300,2018,2,9,0,0,0,1,0,0,0,0,1
3836,52,18.0,70000,2018,2,10,1,0,0,0,0,0,1,0,0
3842,8,15.0,32000,2018,2,10,0,0,0,1,0,1,0,0,0
3844,43,15.0,32000,2018,2,10,0,0,0,1,0,0,0,0,1
3846,452,18.0,43700,2018,2,12,1,0,0,0,0,0,1,0,0
