date,species,origin,standard,unit,amount,weight,avg_price
2020-07-31,(선)가자미,군산,중,S/P,162,1.0,2900
2020-07-31,(선)가자미,군산,중,S/P,12,15.0,25000
2020-07-31,(선)가자미,축산,중,S/P,1,15.0,10000
2020-08-01,(선)가자미,군산,중,S/P,108,1.0,1500
2020-08-01,(선)가자미,군산,중,S/P,4,10.0,6000
2020-08-01,(선)가자미,제주도,중,S/P,13,1.0,6000
2020-08-01,(선)가자미,제주도,중,S/P,3,15.0,100000
2020-08-01,(선)가자미,죽변,23미,S/P,92,1.0,5400
2020-08-01,(선)가자미,축산,대,S/P,7,15.0,12400
2020-08-03,(선)가자미,군산,중,S/P,32,1.0,2700
2020-08-03,(선)가자미,군산,중,S/P,1,15.0,95000
2020-08-03,(선)가자미,나로도,19미,S/P,1,10.0,13000
2020-08-03,(선)가자미,방어진,중,S/P,1,1.0,10000
2020-08-03,(선)가자미,죽변,대,S/P,5,15.0,57600
2020-08-03,(선)가자미,죽변,중,S/P,25,1.0,3000
2020-08-04,(선)가자미,방어진,중,S/P,31,1.0,1500
2020-08-04,(선)가자미,방어진,중,S/P,2,15.0,6000
2020-08-05,(선)가자미,목포,중,kg,2,1.0,15000
2020-08-05,(선)가자미,죽변,25미,S/P,50,1.0,5000
2020-08-05,(선)가자미,죽변,중,S/P,5,1.0,6000
2020-08-06,(선)가자미,군산,중,kg,57,1.0,8200
2020-08-06,(선)가자미,죽변,10미,S/P,1,15.0,50000
2020-08-06,(선)가자미,죽변,23미,S/P,10,15.0,50000
2020-08-06,(선)가자미,죽변,중,S/P,238,1.0,5000
2020-08-07,(선)가자미,군산,중,kg,80,1.0,8300
2020-08-08,(선)가자미,임원,대,S/P,135,1.0,4900
2020-08-08,(선)가자미,임원,대,S/P,1,15.0,120000
2020-08-08,(선)가자미,죽변,대,S/P,57,1.0,4800
2020-08-08,(선)가자미,죽변,중,S/P,18,1.0,2000
2020-08-10,(선)가자미,군산,중,S/P,97,1.0,2000
2020-08-10,(선)가자미,임원,대,S/P,2,15.0,111000
2020-08-10,(선)가자미,임원,중,S/P,159,1.0,5100
2020-08-10,(선)가자미,죽변,24미,S/P,1,15.0,88000
2020-08-10,(선)가자미,죽변,25미,S/P,25,1.0,2500
2020-08-10,(선)가자미,죽변,25미,S/P,1,15.0,88000
2020-08-10,(선)가자미,죽변,30미,S/P,60,1.0,1500
2020-08-10,(선)가자미,죽변,50미,S/P,100,1.0,1500
2020-08-10,(선)가자미,죽변,8미,S/P,8,1.0,3500
2020-08-10,(선)가자미,죽변,8미,S/P,1,15.0,62000
2020-08-10,(선)가자미,죽변,중,S/P,4,15.0,70000
2020-08-12,(선)가자미,제주도,중,S/P,4,15.0,37500
2020-08-13,(선)가자미,군산,중,S/P,126,1.0,2000
2020-08-13,(선)가자미,죽변,대,S/P,11,1.0,3500
2020-08-13,(선)가자미,죽변,대,S/P,1,15.0,40000
2020-08-13,(선)가자미,축산,대,S/P,4,15.0,12000
2020-08-14,(선)가자미,군산,중,S/P,133,1.0,2000
2020-08-14,(선)가자미,죽변,5미,box,2,15.0,80000
2020-08-14,(선)가자미,죽변,6미,box,6,1.0,2500
2020-08-14,(선)가자미,죽변,중,box,60,1.0,4600
2020-08-17,(선)가자미,완도,중,kg,213,1.0,7200
2020-08-17,(선)가자미,제주도,중,S/P,1,15.0,100000
2020-08-17,(선)가자미,죽변,중,S/P,20,1.0,2200
2020-08-17,(선)가자미,죽변,중,S/P,1,20.0,60000
2020-08-17,(선)가자미,축산,중,S/P,1,20.0,60000
2020-08-18,(선)가자미,군산,중,S/P,46,1.0,2000
2020-08-19,(선)가자미,완도,중,S/P,37,1.0,6100
2020-08-19,(선)가자미,죽변,20미,S/P,11,20.0,73600
2020-08-20,(선)가자미,군산,중,S/P,136,1.0,2000
2020-08-20,(선)가자미,제주도,중,S/P,1,15.0,100000
2020-08-20,(선)가자미,죽변,대,S/P,15,15.0,65900
2020-08-20,(선)가자미,축산,대,S/P,3,15.0,11000
2020-08-21,(선)가자미,군산,중,S/P,42,1.0,1500
2020-08-21,(선)가자미,방어진,중,S/P,21,1.0,900
2020-08-21,(선)가자미,죽변,중,S/P,360,1.0,3500
2020-08-21,(선)가자미,죽변,중,S/P,2,20.0,70000
2020-08-22,(선)가자미,임원,중,S/P,4,15.0,8000
2020-08-24,(선)가자미,임원,중,S/P,2,5.0,9000
2020-08-24,(선)가자미,축산,중,S/P,7,15.0,13000
2020-08-25,(선)가자미,죽변,25미,S/P,14,20.0,101800
2020-08-25,(선)가자미,죽변,중,S/P,4,10.0,22000
2020-08-26,(선)가자미,격포,중,kg,48,1.0,10400
2020-08-26,(선)가자미,완도,중,kg,6,1.0,7000
2020-08-26,(선)가자미,임원,중,S/P,254,1.0,3000
2020-08-26,(선)가자미,죽변,18미,S/P,1,20.0,80000
2020-08-26,(선)가자미,죽변,25미,S/P,18,15.0,88600
2020-08-27,(선)가자미,죽변,18미,S/P,1,20.0,50000
2020-08-27,(선)가자미,죽변,25미,S/P,11,20.0,96100
2020-08-27,(선)가자미,죽변,중,S/P,3,20.0,60000
2020-08-29,(선)가자미,임원,중,S/P,44,1.0,3300
2020-08-29,(선)가자미,죽변,18미,S/P,1,15.0,60000
2020-08-29,(선)가자미,죽변,20미,S/P,5,15.0,58000
2020-08-31,(선)가자미,군산,중,S/P,40,1.0,1200
2020-08-31,(선)가자미,임원,중,S/P,245,1.0,3400
2020-08-31,(선)가자미,임원,중,S/P,13,10.0,30300
2020-08-31,(선)가자미,죽변,중,S/P,15,20.0,60000
2020-09-01,(선)가자미,방어진,중,S/P,1,20.0,56000
2020-09-02,(선)가자미,방어진,1단,S/P,3,20.0,80000
2020-09-02,(선)가자미,방어진,3단,S/P,1,20.0,50000
2020-09-02,(선)가자미,죽변,중,S/P,13,20.0,86200
2020-09-03,(선)가자미,죽변,10미,S/P,1,15.0,68000
2020-09-03,(선)가자미,죽변,24미,S/P,1,15.0,87000
2020-09-03,(선)가자미,죽변,25미,S/P,5,15.0,107200
2020-09-03,(선)가자미,죽변,중,S/P,3,20.0,70700
2020-09-07,(선)가자미,군산,중,S/P,142,1.0,2500
2020-09-07,(선)가자미,군산,중,S/P,1,15.0,10000
2020-09-10,(선)가자미,군산,중,S/P,72,1.0,1700
2020-09-11,(선)가자미,군산,중,S/P,240,1.0,1200
2020-09-11,(선)가자미,죽변,중,S/P,6,20.0,62500
2020-09-12,(선)가자미,죽변,28미,S/P,1,15.0,43000
2020-09-12,(선)가자미,태안,중,kg,38,1.0,1000
2020-09-14,(선)가자미,군산,중,S/P,2,10.0,160000
2020-09-15,(선)가자미,군산,중,S/P,245,1.0,1800
2020-09-15,(선)가자미,군산,중,S/P,4,10.0,10000
2020-09-16,(선)가자미,군산,중,S/P,502,1.0,2200
2020-09-16,(선)가자미,군산,중,S/P,2,15.0,15000
2020-09-16,(선)가자미,임원,중,S/P,71,1.0,5400
2020-09-16,(선)가자미,제주도,중,S/P,3,15.0,100800
2020-09-16,(선)가자미,죽변,20미,S/P,14,20.0,90000
2020-09-17,(선)가자미,감포,중,S/P,2,15.0,150000
2020-09-17,(선)가자미,군산,중,S/P,821,1.0,1800
2020-09-17,(선)가자미,목포,중,S/P,123,1.0,10800
2020-09-17,(선)가자미,방어진,5단,S/P,1,20.0,80000
2020-09-17,(선)가자미,완도,특대,S/P,45,1.0,8500
2020-09-17,(선)가자미,완도,특대,S/P,1,15.0,250000
2020-09-17,(선)가자미,임원,중,S/P,96,1.0,4500
2020-09-17,(선)가자미,임원,중,S/P,2,20.0,62000
2020-09-17,(선)가자미,죽변,20미,S/P,20,15.0,79800
2020-09-17,(선)가자미,죽변,6미,S/P,2,10.0,18000
2020-09-17,(선)가자미,죽변,중,S/P,17,20.0,80600
2020-09-18,(선)가자미,군산,중,S/P,590,1.0,1400
2020-09-18,(선)가자미,완도,특대,S/P,9,1.0,10000
2020-09-18,(선)가자미,완도,특대,S/P,1,20.0,150000
2020-09-18,(선)가자미,죽변,14미,S/P,1,20.0,64000
2020-09-18,(선)가자미,죽변,20미,S/P,17,20.0,100000
2020-09-18,(선)가자미,죽변,6미,S/P,2,20.0,15000
2020-09-18,(선)가자미,죽변,중,S/P,17,20.0,85600
2020-09-19,(선)가자미,군산,중,S/P,327,1.0,1600
2020-09-19,(선)가자미,완도,특대,S/P,198,1.0,1200
2020-09-19,(선)가자미,완도,특대,S/P,9,30.0,1000
2020-09-19,(선)가자미,죽변,4미,S/P,1,20.0,15000
2020-09-19,(선)가자미,죽변,6미,S/P,20,20.0,29000
2020-09-19,(선)가자미,죽변,중,S/P,19,20.0,78700
2020-09-19,(선)가자미,축산,중,S/P,1,20.0,20000
2020-09-21,(선)가자미,군산,중,S/P,388,1.0,1800
2020-09-21,(선)가자미,방어진,2단,S/P,5,15.0,150000
2020-09-21,(선)가자미,방어진,4단,S/P,2,15.0,70000
2020-09-21,(선)가자미,죽변,20미,S/P,22,20.0,102000
2020-09-21,(선)가자미,죽변,4미,S/P,4,1.0,6000
2020-09-21,(선)가자미,죽변,5미,S/P,5,1.0,6500
2020-09-21,(선)가자미,죽변,중,S/P,240,1.0,5500
2020-09-21,(선)가자미,죽변,중,S/P,27,20.0,79900
2020-09-22,(선)가자미,군산,중,S/P,101,1.0,2000
2020-09-22,(선)가자미,임원,중,S/P,2,20.0,50000
2020-09-22,(선)가자미,죽변,6미,S/P,2,15.0,20000
2020-09-22,(선)가자미,죽변,중,S/P,8,20.0,80000
2020-09-23,(선)가자미,임원,중,S/P,1,20.0,40000
2020-09-24,(선)가자미,방어진,중,S/P,1,10.0,20000
2020-09-24,(선)가자미,제주도,중,S/P,70,1.0,13500
2020-09-24,(선)가자미,죽변,중,S/P,26,20.0,95600
2020-09-25,(선)가자미,군산,중,S/P,106,1.0,3000
2020-09-25,(선)가자미,군산,중,S/P,4,10.0,25000
2020-09-26,(선)가자미,군산,중,S/P,147,1.0,1800
2020-09-28,(선)가자미,군산,중,S/P,297,1.0,1500
2020-09-28,(선)가자미,대부도,중,kg,1,1.0,4000
2020-09-29,(선)가자미,군산,중,S/P,553,1.0,800
2020-09-29,(선)가자미,보령,중,S/P,12,15.0,91700
2020-09-30,(선)가자미,임원,중,S/P,26,1.0,3000
2020-09-30,(선)가자미,죽변,6미,S/P,3,15.0,20000
2020-09-30,(선)가자미,죽변,중,S/P,14,20.0,80700
2020-10-05,(선)가자미,죽변,20미,S/P,8,20.0,101500
2020-10-05,(선)가자미,죽변,중,S/P,27,1.0,6000
2020-10-05,(선)가자미,죽변,중,S/P,23,15.0,80000
2020-10-06,(선)가자미,군산,중,S/P,5,10.0,13000
2020-10-06,(선)가자미,방어진,중,S/P,1,20.0,170000
2020-10-06,(선)가자미,죽변,중,S/P,60,1.0,1500
2020-10-06,(선)가자미,죽변,중,S/P,1,20.0,60000
2020-10-07,(선)가자미,죽변,20미,S/P,160,1.0,3000
2020-10-07,(선)가자미,죽변,20미,S/P,21,20.0,90100
2020-10-07,(선)가자미,죽변,21미,S/P,1,20.0,100000
2020-10-07,(선)가자미,죽변,7미,S/P,1,20.0,20000
2020-10-07,(선)가자미,죽변,중,S/P,60,1.0,1300
2020-10-07,(선)가자미,죽변,중,S/P,7,20.0,78000
2020-10-09,(선)가자미,방어진,중,S/P,6,1.0,4000
2020-10-10,(선)가자미,보령,2단,S/P,2,15.0,50000
2020-10-10,(선)가자미,보령,3단,S/P,14,15.0,80000
2020-10-12,(선)가자미,보령,중,S/P,21,15.0,70000
2020-10-12,(선)가자미,죽변,25미,S/P,4,20.0,100000
2020-10-12,(선)가자미,죽변,5미,S/P,4,10.0,66300
2020-10-12,(선)가자미,죽변,중,S/P,2,1.0,15000
2020-10-13,(선)가자미,군산,중,S/P,14,1.0,2500
2020-10-13,(선)가자미,군산,중,S/P,7,15.0,50000
2020-10-13,(선)가자미,죽변,25미,S/P,17,20.0,100000
2020-10-13,(선)가자미,죽변,8미,S/P,1,15.0,33000
2020-10-13,(선)가자미,죽변,중,S/P,1,20.0,43000
2020-10-14,(선)가자미,목포,중,S/P,19,1.0,3000
2020-10-14,(선)가자미,보령,2미,S/P,5,15.0,58000
2020-10-14,(선)가자미,보령,3미,S/P,5,15.0,58000
2020-10-14,(선)가자미,부산(기장),중,S/P,1,20.0,150000
2020-10-14,(선)가자미,죽변,20미,S/P,15,15.0,89800
2020-10-14,(선)가자미,죽변,4미,S/P,1,15.0,16000
2020-10-14,(선)가자미,죽변,8미,S/P,1,20.0,32000
2020-10-14,(선)가자미,죽변,중,S/P,13,20.0,87800
2020-10-15,(선)가자미,보령,중,S/P,3,15.0,70000
2020-10-15,(선)가자미,죽변,10미,S/P,10,1.0,6000
2020-10-15,(선)가자미,죽변,20미,S/P,4,15.0,82800
2020-10-15,(선)가자미,죽변,25미,S/P,3,15.0,79700
2020-10-15,(선)가자미,죽변,26미,S/P,1,15.0,66000
2020-10-16,(선)가자미,군산,중,S/P,3,1.0,12500
2020-10-16,(선)가자미,보령,중,S/P,34,15.0,57400
2020-10-16,(선)가자미,임원,중,S/P,316,1.0,5200
2020-10-16,(선)가자미,죽변,6미,S/P,6,1.0,2000
2020-10-16,(선)가자미,죽변,중,S/P,180,1.0,4000
2020-10-16,(선)가자미,죽변,중,S/P,4,20.0,45000
2020-10-17,(선)가자미,군산,중,S/P,170,1.0,2800
2020-10-17,(선)가자미,방어진,중,S/P,3,20.0,330000
2020-10-17,(선)가자미,보령,2단,S/P,2,15.0,50000
2020-10-17,(선)가자미,보령,3단,S/P,2,15.0,50000
2020-10-17,(선)가자미,임원,중,S/P,63,1.0,3500
2020-10-17,(선)가자미,죽변,20미,S/P,180,1.0,5000
2020-10-17,(선)가자미,죽변,21미,S/P,63,1.0,5000
2020-10-19,(선)가자미,방어진,중,S/P,21,1.0,2500
2020-10-19,(선)가자미,임원,중,S/P,203,1.0,2800
2020-10-19,(선)가자미,죽변,20미,S/P,120,1.0,3500
2020-10-19,(선)가자미,죽변,20미,S/P,3,20.0,60000
2020-10-19,(선)가자미,죽변,6미,S/P,54,15.0,20000
2020-10-19,(선)가자미,죽변,중,S/P,11,20.0,58500
2020-10-20,(선)가자미,부산(기장),중,S/P,4,15.0,145000
2020-10-20,(선)가자미,임원,중,S/P,6,1.0,2000
2020-10-20,(선)가자미,임원,중,S/P,2,20.0,70000
2020-10-21,(선)가자미,군산,중,S/P,156,1.0,1500
2020-10-22,(선)가자미,임원,중,S/P,354,1.0,4800
2020-10-22,(선)가자미,임원,중,S/P,10,15.0,24000
2020-10-22,(선)가자미,죽변,6미,S/P,9,15.0,20000
2020-10-23,(선)가자미,부산(기장),중,S/P,1,20.0,180000
2020-10-23,(선)가자미,임원,중,S/P,43,1.0,4300
2020-10-23,(선)가자미,임원,중,S/P,5,20.0,50000
2020-10-24,(선)가자미,방어진,중,S/P,24,1.0,3000
2020-10-24,(선)가자미,부산(기장),중,S/P,2,20.0,175000
2020-10-24,(선)가자미,제주도,중,S/P,10,1.0,9600
2020-10-26,(선)가자미,임원,중,S/P,32,1.0,4600
2020-10-26,(선)가자미,임원,중,S/P,8,15.0,87500
2020-10-26,(선)가자미,임원,중,S/P,2,20.0,100000
2020-10-26,(선)가자미,제주도,중,S/P,1,15.0,160000
2020-10-27,(선)가자미,부산(기장),중,S/P,3,20.0,130000
2020-10-27,(선)가자미,임원,중,S/P,1,15.0,100000
2020-10-27,(선)가자미,제주도,중,S/P,4,15.0,120000
2020-10-28,(선)가자미,부산(기장),중,S/P,3,20.0,130000
2020-10-28,(선)가자미,완도,중,S/P,4,1.0,1500
2020-10-28,(선)가자미,임원,중,S/P,5,20.0,60000
2020-10-28,(선)가자미,제주도,중,S/P,1,15.0,180000
2020-10-29,(선)가자미,방어진,중,S/P,51,1.0,3500
2020-10-29,(선)가자미,부산(기장),중,S/P,3,15.0,130000
2020-10-29,(선)가자미,임원,중,S/P,7,15.0,57100
2020-10-30,(선)가자미,부산(기장),중,S/P,1,20.0,120000
2020-10-30,(선)가자미,완도,중,kg,15,1.0,10600
2020-10-30,(선)가자미,임원,중,S/P,38,1.0,5100
2020-10-31,(선)가자미,부산(기장),중,S/P,3,20.0,120000
2020-11-02,(선)가자미,군산,중,S/P,429,1.0,1500
2020-11-02,(선)가자미,서천,중,kg,324,1.0,1600
2020-11-02,(선)가자미,여수,중,kg,11,1.0,11000
2020-11-02,(선)가자미,죽변,14미,S/P,1,15.0,78000
2020-11-02,(선)가자미,죽변,25미,S/P,1,20.0,100000
2020-11-02,(선)가자미,죽변,30미,S/P,10,20.0,25000
2020-11-03,(선)가자미,임원,중,S/P,3,10.0,12000
2020-11-03,(선)가자미,임원,중,S/P,2,15.0,145000
2020-11-03,(선)가자미,죽변,중,S/P,3,20.0,100000
2020-11-04,(선)가자미,군산,중,S/P,22,10.0,11000
2020-11-04,(선)가자미,방어진,2단,S/P,2,20.0,74000
2020-11-04,(선)가자미,서천,중,kg,150,1.0,1200
2020-11-04,(선)가자미,죽변,25미,S/P,5,20.0,109000
2020-11-04,(선)가자미,죽변,26미,S/P,1,20.0,100000
2020-11-05,(선)가자미,제주도,중,S/P,80,1.0,12300
2020-11-06,(선)가자미,임원,중,S/P,4,20.0,80000
2020-11-07,(선)가자미,부산(기장),중,S/P,5,20.0,145000
2020-11-07,(선)가자미,임원,중,S/P,3,15.0,90000
2020-11-07,(선)가자미,죽변,16미,S/P,1,20.0,100000
2020-11-07,(선)가자미,죽변,20미,S/P,1,20.0,100000
2020-11-07,(선)가자미,죽변,중,S/P,2,20.0,75000
2020-11-09,(선)가자미,감포,24미,S/P,17,20.0,30000
2020-11-09,(선)가자미,군산,중,S/P,618,1.0,1400
2020-11-09,(선)가자미,군산,중,S/P,21,15.0,7000
2020-11-09,(선)가자미,부산(기장),중,S/P,4,20.0,140000
2020-11-10,(선)가자미,군산,중,kg,181,1.0,1300
2020-11-10,(선)가자미,방어진,중,S/P,2,20.0,300000
2020-11-10,(선)가자미,제주도,중,S/P,40,1.0,13700
2020-11-10,(선)가자미,죽변,중,S/P,2,20.0,70000
2020-11-11,(선)가자미,부산(기장),중,S/P,2,20.0,130000
2020-11-11,(선)가자미,제주도,중,S/P,40,1.0,14000
2020-11-11,(선)가자미,제주도,중,S/P,2,15.0,135000
2020-11-11,(선)가자미,죽변,25미,S/P,3,20.0,100000
2020-11-11,(선)가자미,죽변,중,S/P,15,1.0,6000
2020-11-12,(선)가자미,군산,중,S/P,467,1.0,1400
2020-11-12,(선)가자미,부산(기장),중,S/P,2,15.0,130000
2020-11-12,(선)가자미,서천,중,kg,21,1.0,400
2020-11-12,(선)가자미,임원,중,S/P,3,20.0,60000
2020-11-13,(선)가자미,군산,중,S/P,513,1.0,1400
2020-11-13,(선)가자미,방어진,18미,S/P,15,15.0,41300
2020-11-13,(선)가자미,부산(기장),중,S/P,3,20.0,136700
2020-11-13,(선)가자미,제주도,중,S/P,1,20.0,150000
2020-11-13,(선)가자미,죽변,25미,S/P,1,15.0,117000
2020-11-13,(선)가자미,죽변,6미,S/P,1,15.0,36000
2020-11-14,(선)가자미,군산,중,S/P,415,1.0,800
2020-11-14,(선)가자미,목포,중,S/P,34,1.0,11200
2020-11-14,(선)가자미,제주도,중,S/P,10,1.0,11500
2020-11-14,(선)가자미,제주도,중,S/P,1,20.0,250000
2020-11-14,(선)가자미,죽변,18미,S/P,1,20.0,74000
2020-11-14,(선)가자미,죽변,25미,S/P,2,20.0,100000
2020-11-16,(선)가자미,부산(기장),중,S/P,5,20.0,125000
2020-11-16,(선)가자미,완도,중,kg,6,1.0,6000
2020-11-16,(선)가자미,죽변,20미,S/P,40,15.0,2700
2020-11-16,(선)가자미,죽변,중,S/P,10,15.0,2000
2020-11-16,(선)가자미,죽변,중,S/P,4,20.0,70000
2020-11-17,(선)가자미,감포,18미,S/P,4,15.0,40000
2020-11-17,(선)가자미,제주도,중,S/P,24,1.0,5200
2020-11-17,(선)가자미,제주도,중,S/P,6,15.0,136700
2020-11-17,(선)가자미,죽변,25미,S/P,1,20.0,65000
2020-11-17,(선)가자미,죽변,중,S/P,32,1.0,4000
2020-11-17,(선)가자미,죽변,중,S/P,3,20.0,80000
2020-11-17,(선)가자미,통영,중,S/P,94,1.0,1500
2020-11-18,(선)가자미,군산,중,S/P,201,1.0,1100
2020-11-18,(선)가자미,부산(기장),중,S/P,2,20.0,100000
2020-11-18,(선)가자미,임원,중,S/P,1,20.0,60000
2020-11-18,(선)가자미,죽변,6미,S/P,5,15.0,25000
2020-11-19,(선)가자미,군산,중,S/P,51,1.0,1500
2020-11-19,(선)가자미,속초,중,S/P,300,1.0,2600
2020-11-19,(선)가자미,임원,중,S/P,231,1.0,3400
2020-11-19,(선)가자미,죽변,25미,S/P,2,20.0,80000
2020-11-19,(선)가자미,죽변,중,S/P,25,1.0,4500
2020-11-20,(선)가자미,방어진,15미,S/P,15,1.0,3500
2020-11-20,(선)가자미,부산(기장),중,S/P,1,20.0,140000
2020-11-20,(선)가자미,속초,중,S/P,125,1.0,3000
2020-11-20,(선)가자미,제주도,중,S/P,18,1.0,8000
2020-11-20,(선)가자미,제주도,중,S/P,5,20.0,124000
2020-11-20,(선)가자미,죽변,20미,S/P,100,1.0,3000
2020-11-20,(선)가자미,죽변,중,S/P,4,20.0,60000
2020-11-23,(선)가자미,속초,중,S/P,10,15.0,15000
2020-11-23,(선)가자미,죽변,13미,S/P,1,20.0,52000
2020-11-23,(선)가자미,죽변,25미,S/P,1,20.0,100000
2020-11-24,(선)가자미,부산(기장),중,S/P,2,20.0,130000
2020-11-24,(선)가자미,죽변,10미,S/P,1,20.0,50000
2020-11-24,(선)가자미,죽변,15미,S/P,1,20.0,22000
2020-11-24,(선)가자미,죽변,25미,S/P,5,20.0,106200
2020-11-24,(선)가자미,죽변,중,S/P,4,20.0,55000
2020-11-25,(선)가자미,감포,18미,S/P,4,15.0,50000
2020-11-25,(선)가자미,부산(기장),중,S/P,1,20.0,110000
2020-11-26,(선)가자미,부산(기장),중,S/P,3,20.0,150000
2020-11-26,(선)가자미,죽변,11미,S/P,1,20.0,55000
2020-11-26,(선)가자미,죽변,20미,S/P,6,20.0,84800
2020-11-26,(선)가자미,죽변,30미,S/P,6,20.0,35000
2020-11-27,(선)가자미,군산,중,S/P,227,1.0,2300
2020-11-27,(선)가자미,부산(기장),중,S/P,7,20.0,127100
2020-11-27,(선)가자미,서천,중,kg,6,1.0,3000
2020-11-27,(선)가자미,제주도,중,S/P,222,1.0,13400
2020-11-27,(선)가자미,죽변,30미,S/P,2,20.0,80000
2020-11-27,(선)가자미,죽변,중,S/P,3,20.0,49700
2020-11-28,(선)가자미,군산,중,S/P,195,1.0,1800
2020-11-28,(선)가자미,군산,중,S/P,50,15.0,6000
2020-11-28,(선)가자미,목포,중,S/P,2,15.0,148000
2020-11-28,(선)가자미,제주도,중,S/P,362,1.0,10900
2020-11-30,(선)가자미,군산,중,kg,6,1.0,12000
2020-11-30,(선)가자미,부산(기장),대,S/P,2,15.0,120000
2020-11-30,(선)가자미,서천,중,kg,124,1.0,2200
2020-11-30,(선)가자미,완도,중,kg,25,1.0,10800
2020-11-30,(선)가자미,제주도,10미,S/P,3,10.0,48000
2020-11-30,(선)가자미,죽변,20미,S/P,40,1.0,3300
2020-11-30,(선)가자미,죽변,20미,S/P,2,20.0,100000
2020-11-30,(선)가자미,죽변,25미,S/P,1,20.0,125000
2020-11-30,(선)가자미,죽변,2미,S/P,3,15.0,100000
2020-11-30,(선)가자미,죽변,30미,S/P,5,15.0,37000
2020-11-30,(선)가자미,죽변,30미,S/P,4,20.0,37000
2020-11-30,(선)가자미,통영,중,kg,65,1.0,1800
2020-12-01,(선)가자미,속초,중,S/P,12,1.0,2500
2020-12-01,(선)가자미,완도,중,kg,46,1.0,11000
2020-12-01,(선)가자미,임원,중,S/P,74,1.0,3600
2020-12-01,(선)가자미,임원,중,S/P,2,15.0,50000
2020-12-02,(선)가자미,완도,중,kg,8,1.0,6500
2020-12-02,(선)가자미,죽변,20미,S/P,2,20.0,90000
2020-12-02,(선)가자미,죽변,30미,S/P,1,20.0,40000
2020-12-03,(선)가자미,안흥,중,kg,6,1.0,2400
2020-12-03,(선)가자미,임원,중,S/P,1,20.0,100000
2020-12-04,(선)가자미,제주도,중,S/P,147,1.0,12500
2020-12-05,(선)가자미,방어진,중,S/P,2,1.0,58000
2020-12-05,(선)가자미,부산(기장),중,S/P,8,20.0,165400
2020-12-05,(선)가자미,죽변,중,S/P,2,20.0,96000
2020-12-07,(선)가자미,군산,중,c/s(상자),4,1.0,4000
2020-12-07,(선)가자미,군산,중,c/s(상자),1,10.0,100000
2020-12-07,(선)가자미,부산(기장),중,S/P,6,20.0,132300
2020-12-07,(선)가자미,서천,중,kg,38,1.0,10000
2020-12-07,(선)가자미,임원,중,S/P,4,20.0,68000
2020-12-07,(선)가자미,제주도,중,S/P,3,15.0,110000
2020-12-08,(선)가자미,목포,중,S/P,2,10.0,150000
2020-12-08,(선)가자미,부산(기장),중,S/P,5,15.0,112000
2020-12-08,(선)가자미,안흥,중,kg,117,1.0,1600
2020-12-08,(선)가자미,임원,중,S/P,1,15.0,90000
2020-12-09,(선)가자미,부산(기장),중,S/P,5,15.0,120000
2020-12-09,(선)가자미,제주도,중,S/P,1,15.0,80000
2020-12-10,(선)가자미,부산(기장),대,S/P,3,15.0,130000
2020-12-11,(선)가자미,부산(기장),중,S/P,2,15.0,120000
2020-12-11,(선)가자미,서천,중,kg,18,1.0,2000
2020-12-11,(선)가자미,임원,중,S/P,2,15.0,82500
2020-12-12,(선)가자미,부산(기장),대,S/P,1,15.0,80000
2020-12-12,(선)가자미,인천,중,S/P,6,25.0,50000
2020-12-12,(선)가자미,제주도,중,S/P,126,1.0,11100
2020-12-12,(선)가자미,제주도,중,S/P,31,15.0,120500
2020-12-14,(선)가자미,부산(기장),중,S/P,5,15.0,90000
2020-12-14,(선)가자미,제주도,중,S/P,1,15.0,150000
2020-12-14,(선)가자미,제주도,중,S/P,6,20.0,93800
2020-12-15,(선)가자미,감포,중,S/P,18,20.0,72000
2020-12-15,(선)가자미,군산,중,S/P,745,1.0,1900
2020-12-15,(선)가자미,제주도,중,S/P,2,20.0,140000
2020-12-16,(선)가자미,부산(기장),중,S/P,1,20.0,130000
2020-12-16,(선)가자미,제주도,중,S/P,4,15.0,140000
2020-12-16,(선)가자미,태안,중,S/P,100,15.0,5000
2020-12-17,(선)가자미,임원,중,S/P,3,20.0,76700
2020-12-17,(선)가자미,제주도,중,S/P,1,15.0,150000
2020-12-18,(선)가자미,서천,중,kg,135,1.0,4500
2020-12-19,(선)가자미,군산,중,S/P,11,1.0,4000
2020-12-19,(선)가자미,방어진,중,S/P,3,20.0,350000
2020-12-19,(선)가자미,보령,중,kg,9,1.0,2200
2020-12-21,(선)가자미,부산(기장),중,S/P,8,15.0,138800
2020-12-22,(선)가자미,목포,중,S/P,1,20.0,160000
2020-12-22,(선)가자미,부산(기장),중,S/P,3,20.0,160000
2020-12-23,(선)가자미,목포,중,S/P,1,8.0,50000
2020-12-23,(선)가자미,목포,중,S/P,2,10.0,50000
2020-12-23,(선)가자미,부산(기장),중,S/P,1,20.0,150000
2020-12-23,(선)가자미,제주도,중,S/P,22,1.0,14900
2020-12-23,(선)가자미,제주도,중,S/P,4,15.0,130000
2020-12-23,(선)가자미,제주도,중,S/P,2,20.0,170000
2020-12-24,(선)가자미,부산(기장),중,S/P,6,20.0,150000
2020-12-24,(선)가자미,완도,중,kg,19,1.0,12100
2020-12-24,(선)가자미,제주도,중,S/P,5,1.0,14000
2020-12-24,(선)가자미,제주도,중,S/P,15,20.0,127700
2020-12-25,(선)가자미,제주도,중,S/P,8,1.0,9600
