date,species,origin,standard,unit,amount,weight,avg_price
2017-01-02,(선)가자미,속초,중,S/P,12,10.0,8000
2017-01-02,(선)가자미,속초,중,S/P,22,15.0,10000
2017-01-03,(선)가자미,군산,중,kg,12,1.0,3500
2017-01-03,(선)가자미,방어진,2미,c/s(상자),6,16.0,80000
2017-01-03,(선)가자미,방어진,3미,c/s(상자),3,16.0,80000
2017-01-03,(선)가자미,방어진,대,c/s(상자),21,16.0,108600
2017-01-03,(선)가자미,보령,3단,S/P,34,15.0,49900
2017-01-03,(선)가자미,보령,중,S/P,21,10.0,24800
2017-01-03,(선)가자미,보령,중,S/P,25,11.0,30000
2017-01-03,(선)가자미,부산(기장),중,S/P,2,10.0,130000
2017-01-03,(선)가자미,속초,중,S/P,35,10.0,8900
2017-01-03,(선)가자미,완도,중,kg,1,1.0,4000
2017-01-03,(선)가자미,제주도,대,S/P,23,14.0,129700
2017-01-03,(선)가자미,제주도,대,S/P,1,15.0,100000
2017-01-03,(선)가자미,포항,중,S/P,2,10.0,10000
2017-01-04,(선)가자미,방어진,3단,S/P,10,16.0,110000
2017-01-04,(선)가자미,방어진,6미,S/P,60,10.0,14000
2017-01-04,(선)가자미,방어진,중,S/P,6,16.0,110000
2017-01-04,(선)가자미,방어진,진통,S/P,2,16.0,110000
2017-01-04,(선)가자미,속초,중,S/P,10,10.0,10000
2017-01-04,(선)가자미,장항,15미,S/P,2,10.0,8000
2017-01-04,(선)가자미,장항,30미,S/P,12,10.0,8000
2017-01-04,(선)가자미,제주도,중,S/P,44,10.0,120900
2017-01-04,(선)가자미,제주도,중,S/P,18,15.0,108900
2017-01-04,(선)가자미,태안,중,kg,22,1.0,11300
2017-01-05,(선)가자미,방어진,2단,S/P,5,10.0,54000
2017-01-05,(선)가자미,방어진,2단,S/P,16,16.0,120000
2017-01-05,(선)가자미,방어진,중,S/P,5,16.0,120000
2017-01-05,(선)가자미,속초,중,S/P,23,10.0,8300
2017-01-06,(선)가자미,방어진,2단,S/P,10,15.0,77400
2017-01-06,(선)가자미,방어진,2단,S/P,10,16.0,120000
2017-01-06,(선)가자미,방어진,3단,S/P,2,16.0,120000
2017-01-06,(선)가자미,방어진,중,S/P,10,16.0,120000
2017-01-06,(선)가자미,방어진,중,c/s(상자),5,16.0,120000
2017-01-06,(선)가자미,방어진,진통,S/P,10,16.0,120000
2017-01-06,(선)가자미,속초,중,S/P,39,10.0,8700
2017-01-06,(선)가자미,제주도,대,S/P,11,15.0,120000
2017-01-06,(선)가자미,제주도,대,S/P,5,37.0,350000
2017-01-07,(선)가자미,목포,15미,S/P,3,10.0,7000
2017-01-07,(선)가자미,목포,20미,S/P,4,10.0,7000
2017-01-07,(선)가자미,방어진,1단,S/P,12,16.0,120000
2017-01-07,(선)가자미,방어진,2단,S/P,10,16.0,120000
2017-01-07,(선)가자미,방어진,대,S/P,5,16.0,120000
2017-01-07,(선)가자미,방어진,중,S/P,12,16.0,120000
2017-01-07,(선)가자미,속초,중,S/P,27,10.0,8800
2017-01-09,(선)가자미,방어진,2단,S/P,5,15.0,50000
2017-01-09,(선)가자미,방어진,4단,S/P,9,16.0,100000
2017-01-09,(선)가자미,방어진,5미,S/P,15,10.0,12000
2017-01-09,(선)가자미,방어진,6미,S/P,20,10.0,10000
2017-01-09,(선)가자미,방어진,중,S/P,8,20.0,150000
2017-01-09,(선)가자미,속초,11미,S/P,22,10.0,8000
2017-01-09,(선)가자미,속초,20미,S/P,21,10.0,4000
2017-01-09,(선)가자미,속초,6미,S/P,19,10.0,8000
2017-01-09,(선)가자미,속초,9미,S/P,11,10.0,5000
2017-01-09,(선)가자미,속초,중,S/P,20,10.0,10000
2017-01-09,(선)가자미,제주도,중,S/P,27,20.0,133700
2017-01-10,(선)가자미,속초,중,S/P,42,10.0,10000
2017-01-11,(선)가자미,방어진,2단,S/P,3,16.0,150000
2017-01-11,(선)가자미,방어진,3단,S/P,1,16.0,150000
2017-01-11,(선)가자미,속초,중,S/P,24,10.0,10000
2017-01-11,(선)가자미,인천,중,kg,297,1.0,2900
2017-01-11,(선)가자미,제주도,대,S/P,34,15.0,128100
2017-01-11,(선)가자미,포항,15미,S/P,62,11.0,30000
2017-01-12,(선)가자미,감포,중,S/P,2,20.0,80000
2017-01-12,(선)가자미,방어진,5미,S/P,25,10.0,13000
2017-01-12,(선)가자미,방어진,8미,S/P,50,10.0,12000
2017-01-12,(선)가자미,방어진,중,S/P,17,16.0,138200
2017-01-12,(선)가자미,속초,중,S/P,12,10.0,10000
2017-01-12,(선)가자미,제주도,중,S/P,52,1.0,13900
2017-01-12,(선)가자미,제주도,중,S/P,8,30.0,346600
2017-01-12,(선)가자미,통영,대,S/P,2,15.0,350000
2017-01-13,(선)가자미,방어진,10미,S/P,110,10.0,30000
2017-01-13,(선)가자미,방어진,1단,S/P,5,16.0,150000
2017-01-13,(선)가자미,방어진,2단,S/P,17,16.0,150000
2017-01-13,(선)가자미,방어진,5미,S/P,93,10.0,12000
2017-01-13,(선)가자미,방어진,6미,S/P,51,10.0,15000
2017-01-13,(선)가자미,방어진,대,S/P,10,16.0,150000
2017-01-13,(선)가자미,방어진,중,S/P,5,16.0,150000
2017-01-13,(선)가자미,속초,20미,S/P,17,10.0,10000
2017-01-13,(선)가자미,속초,중,S/P,8,10.0,10000
2017-01-13,(선)가자미,제주도,대,S/P,19,15.0,140500
2017-01-14,(선)가자미,방어진,10미,S/P,41,10.0,25000
2017-01-14,(선)가자미,방어진,2단,S/P,10,16.0,150000
2017-01-14,(선)가자미,방어진,중,S/P,1,16.0,150000
2017-01-14,(선)가자미,속초,중,S/P,26,10.0,10000
2017-01-14,(선)가자미,제주도,대,S/P,14,15.0,129100
2017-01-14,(선)가자미,통영,대,S/P,22,15.0,260500
2017-01-14,(선)가자미,통영,중,S/P,19,10.0,122100
2017-01-16,(선)가자미,방어진,10미,S/P,64,10.0,25000
2017-01-16,(선)가자미,방어진,2단,S/P,29,16.0,150000
2017-01-16,(선)가자미,방어진,대,S/P,6,16.0,150000
2017-01-16,(선)가자미,제주도,대,S/P,44,1.0,12000
2017-01-16,(선)가자미,제주도,중,S/P,39,10.0,123000
2017-01-16,(선)가자미,제주도,중,S/P,18,36.0,325600
2017-01-16,(선)가자미,통영,중,S/P,10,10.0,130000
2017-01-16,(선)가자미,통영,중,S/P,8,20.0,323600
2017-01-17,(선)가자미,목포,중,S/P,1,10.0,120000
2017-01-17,(선)가자미,방어진,중,c/s(상자),4,16.0,150000
2017-01-17,(선)가자미,속초,중,S/P,75,10.0,8700
2017-01-17,(선)가자미,제주도,중,S/P,2,10.0,25000
2017-01-17,(선)가자미,제주도,중,S/P,23,15.0,128900
2017-01-17,(선)가자미,통영,중,S/P,6,15.0,110800
2017-01-18,(선)가자미,부산(기장),대,S/P,5,15.0,80000
2017-01-18,(선)가자미,속초,중,S/P,10,10.0,10000
2017-01-18,(선)가자미,제주도,대,S/P,48,1.0,14000
2017-01-18,(선)가자미,제주도,대,S/P,33,15.0,140000
2017-01-19,(선)가자미,속초,중,S/P,44,10.0,10000
2017-01-19,(선)가자미,제주도,대,S/P,77,1.0,14000
2017-01-19,(선)가자미,통영,중,S/P,13,10.0,130000
2017-01-20,(선)가자미,부산(기장),중,S/P,10,16.0,100000
2017-01-20,(선)가자미,속초,11미,S/P,33,10.0,10000
2017-01-20,(선)가자미,속초,20미,S/P,22,10.0,5000
2017-01-20,(선)가자미,속초,중,S/P,22,10.0,10000
2017-01-20,(선)가자미,통영,대,S/P,13,15.0,400000
2017-01-20,(선)가자미,통영,중,S/P,4,10.0,90000
2017-01-20,(선)가자미,통영,중,S/P,52,15.0,59400
2017-01-21,(선)가자미,군산,중,S/P,1,7.0,13000
2017-01-21,(선)가자미,군산,중,S/P,18,8.0,15000
2017-01-21,(선)가자미,방어진,10미,S/P,104,10.0,20000
2017-01-21,(선)가자미,방어진,2단,S/P,24,16.0,150000
2017-01-21,(선)가자미,방어진,4단,S/P,7,16.0,80000
2017-01-21,(선)가자미,방어진,8미,S/P,43,10.0,20000
2017-01-21,(선)가자미,방어진,대,S/P,17,16.0,150000
2017-01-21,(선)가자미,방어진,중,S/P,22,16.0,150000
2017-01-21,(선)가자미,부산(기장),중,S/P,10,16.0,70000
2017-01-21,(선)가자미,부산(기장),중,S/P,3,20.0,120000
2017-01-21,(선)가자미,여수,중,S/P,31,15.0,113200
2017-01-21,(선)가자미,제주도,대,S/P,9,1.0,10000
2017-01-21,(선)가자미,제주도,대,S/P,30,15.0,140300
2017-01-21,(선)가자미,제주도,중,S/P,60,1.0,13100
2017-01-21,(선)가자미,제주도,중,S/P,1,10.0,90000
2017-01-21,(선)가자미,제주도,중,S/P,41,15.0,130400
2017-01-21,(선)가자미,통영,대,S/P,5,15.0,120000
2017-01-23,(선)가자미,감포,18미,S/P,10,11.0,25000
2017-01-23,(선)가자미,방어진,10미,S/P,100,10.0,25000
2017-01-23,(선)가자미,방어진,1단,S/P,10,16.0,150000
2017-01-23,(선)가자미,방어진,2단,S/P,23,16.0,150000
2017-01-23,(선)가자미,방어진,2단,S/P,5,20.0,150000
2017-01-23,(선)가자미,방어진,3단,S/P,20,16.0,150000
2017-01-23,(선)가자미,방어진,3단,S/P,3,20.0,150000
2017-01-23,(선)가자미,방어진,4단,S/P,2,16.0,100000
2017-01-23,(선)가자미,방어진,대,S/P,15,16.0,150000
2017-01-23,(선)가자미,방어진,중,S/P,25,16.0,82000
2017-01-23,(선)가자미,속초,중,S/P,23,10.0,10000
2017-01-23,(선)가자미,여수,중,S/P,17,10.0,94100
2017-01-23,(선)가자미,제주도,26미,S/P,9,10.0,100000
2017-01-23,(선)가자미,제주도,대,S/P,14,10.0,113800
2017-01-23,(선)가자미,제주도,대,S/P,10,15.0,110000
2017-01-23,(선)가자미,제주도,중,S/P,3,10.0,60000
2017-01-23,(선)가자미,제주도,중,S/P,34,15.0,130000
2017-01-23,(선)가자미,축산,중,S/P,51,10.0,10000
2017-01-23,(선)가자미,포항,중,S/P,14,1.0,4000
2017-01-23,(선)가자미,포항,중,S/P,4,11.0,25000
2017-01-24,(선)가자미,방어진,3단,S/P,5,16.0,130000
2017-01-24,(선)가자미,방어진,대,S/P,10,16.0,130000
2017-01-24,(선)가자미,방어진,진통,S/P,5,16.0,130000
2017-01-24,(선)가자미,보령,3단,c/s(상자),10,15.0,50000
2017-01-24,(선)가자미,보령,대,c/s(상자),11,15.0,50000
2017-01-24,(선)가자미,보령,중,c/s(상자),14,15.0,30000
2017-01-24,(선)가자미,부산(기장),중,S/P,17,16.0,40000
2017-01-24,(선)가자미,제주도,대,S/P,31,15.0,117400
2017-01-24,(선)가자미,제주도,대,S/P,8,33.0,120000
2017-01-24,(선)가자미,통영,대,S/P,1,15.0,320000
2017-01-25,(선)가자미,목포,4미,S/P,1,22.0,10000
2017-01-25,(선)가자미,목포,6미,S/P,2,22.0,10000
2017-01-25,(선)가자미,목포,진통,S/P,2,22.0,10000
2017-01-25,(선)가자미,방어진,2단,S/P,10,16.0,120000
2017-01-25,(선)가자미,방어진,대,S/P,5,16.0,120000
2017-01-25,(선)가자미,부산(기장),중,S/P,10,16.0,50000
2017-01-25,(선)가자미,삼천포,대,S/P,8,15.0,78800
2017-01-25,(선)가자미,속초,중,S/P,106,10.0,9300
2017-01-25,(선)가자미,제주도,대,S/P,102,1.0,10900
2017-01-26,(선)가자미,방어진,대,S/P,2,22.0,80000
2017-01-26,(선)가자미,방어진,중,S/P,10,16.0,100000
2017-01-26,(선)가자미,부산(기장),대,S/P,15,16.0,30000
2017-01-26,(선)가자미,속초,20미,S/P,55,10.0,8000
2017-01-26,(선)가자미,속초,중,S/P,27,10.0,10000
2017-01-26,(선)가자미,제주도,대,S/P,82,1.0,11900
2017-01-26,(선)가자미,제주도,대,S/P,15,10.0,110000
2017-01-27,(선)가자미,방어진,2단,S/P,4,16.0,80000
2017-01-27,(선)가자미,속초,중,S/P,26,10.0,8000
2017-01-27,(선)가자미,제주도,중,S/P,80,1.0,7200
2017-01-27,(선)가자미,제주도,중,S/P,40,15.0,73500
2017-02-01,(선)가자미,방어진,10미,S/P,6,10.0,10000
2017-02-01,(선)가자미,방어진,2단,S/P,28,16.0,80000
2017-02-01,(선)가자미,방어진,8미,S/P,44,10.0,10000
2017-02-01,(선)가자미,방어진,대,S/P,5,16.0,80000
2017-02-01,(선)가자미,방어진,중,S/P,5,16.0,80000
2017-02-01,(선)가자미,방어진,진통,S/P,6,16.0,120000
2017-02-01,(선)가자미,보령,중,c/s(상자),6,15.0,50000
2017-02-01,(선)가자미,속초,중,S/P,83,10.0,9400
2017-02-01,(선)가자미,통영,대,S/P,1,15.0,70000
2017-02-01,(선)가자미,통영,중,S/P,27,10.0,92500
2017-02-01,(선)가자미,포항,중,S/P,3,11.0,10000
2017-02-02,(선)가자미,방어진,10미,S/P,146,10.0,12000
2017-02-02,(선)가자미,방어진,2단,S/P,9,10.0,100000
2017-02-02,(선)가자미,방어진,대,S/P,34,16.0,90000
2017-02-02,(선)가자미,속초,20미,S/P,37,10.0,7000
2017-02-02,(선)가자미,속초,소,S/P,25,10.0,2000
2017-02-02,(선)가자미,속초,중,S/P,23,10.0,10000
2017-02-02,(선)가자미,제주도,18미,S/P,3,10.0,45000
2017-02-02,(선)가자미,제주도,대,S/P,18,15.0,79400
2017-02-02,(선)가자미,제주도,대,S/P,20,16.0,90000
2017-02-02,(선)가자미,통영,대,S/P,3,25.0,120000
2017-02-03,(선)가자미,방어진,1단,S/P,13,16.0,90000
2017-02-03,(선)가자미,방어진,2단,S/P,8,16.0,90000
2017-02-03,(선)가자미,부산(기장),대,S/P,10,16.0,40000
2017-02-03,(선)가자미,부산(기장),중,S/P,1,16.0,40000
2017-02-03,(선)가자미,속초,20미,S/P,10,10.0,7000
2017-02-03,(선)가자미,속초,중,S/P,73,10.0,10000
2017-02-03,(선)가자미,제주도,중,S/P,2,10.0,80000
2017-02-04,(선)가자미,속초,중,S/P,39,10.0,9500
2017-02-04,(선)가자미,통영,3미,S/P,2,25.0,110000
2017-02-04,(선)가자미,통영,중,S/P,90,1.0,3500
2017-02-06,(선)가자미,방어진,10미,S/P,48,10.0,12000
2017-02-06,(선)가자미,방어진,2단,S/P,11,10.0,90000
2017-02-06,(선)가자미,방어진,3단,S/P,6,10.0,90000
2017-02-06,(선)가자미,방어진,3단,S/P,3,16.0,90000
2017-02-06,(선)가자미,방어진,6미,S/P,39,10.0,12000
2017-02-06,(선)가자미,방어진,6미,S/P,39,15.0,7400
2017-02-06,(선)가자미,방어진,8미,S/P,23,15.0,8000
2017-02-06,(선)가자미,방어진,대,S/P,8,10.0,90000
2017-02-06,(선)가자미,방어진,대,S/P,10,16.0,90000
2017-02-06,(선)가자미,방어진,중,S/P,17,16.0,90000
2017-02-06,(선)가자미,방어진,진통,S/P,11,16.0,90000
2017-02-06,(선)가자미,속초,14미,S/P,16,10.0,3000
2017-02-06,(선)가자미,속초,20미,S/P,14,10.0,10000
2017-02-06,(선)가자미,속초,중,S/P,52,10.0,8800
2017-02-06,(선)가자미,안흥,중,c/s(상자),6,15.0,50000
2017-02-06,(선)가자미,제주도,대,S/P,31,16.0,101400
2017-02-06,(선)가자미,제주도,대,box,121,10.0,10000
2017-02-06,(선)가자미,제주도,대,box,7,20.0,100000
2017-02-06,(선)가자미,제주도,중,S/P,5,1.0,3500
2017-02-07,(선)가자미,방어진,10미,S/P,12,10.0,12000
2017-02-07,(선)가자미,방어진,2단,S/P,4,16.0,90000
2017-02-07,(선)가자미,방어진,6미,S/P,40,10.0,12000
2017-02-07,(선)가자미,방어진,6미,S/P,57,15.0,16800
2017-02-07,(선)가자미,방어진,대,S/P,6,10.0,110000
2017-02-07,(선)가자미,방어진,대,S/P,10,16.0,90000
2017-02-07,(선)가자미,방어진,중,S/P,3,16.0,90000
2017-02-07,(선)가자미,방어진,진통,S/P,8,16.0,90000
2017-02-07,(선)가자미,보령,3단,c/s(상자),14,15.0,50000
2017-02-07,(선)가자미,보령,대,c/s(상자),1,15.0,115000
2017-02-07,(선)가자미,보령,소,c/s(상자),2,15.0,100000
2017-02-07,(선)가자미,보령,중,S/P,26,10.0,45000
2017-02-07,(선)가자미,보령,중,c/s(상자),5,15.0,110000
2017-02-07,(선)가자미,부산(기장),중,S/P,3,16.0,90000
2017-02-07,(선)가자미,부산(기장),중,S/P,10,25.0,110000
2017-02-07,(선)가자미,삼천포,18미,S/P,5,10.0,50000
2017-02-07,(선)가자미,삼천포,중,S/P,2,15.0,90000
2017-02-08,(선)가자미,속초,중,S/P,18,10.0,8000
2017-02-08,(선)가자미,제주도,대,S/P,21,15.0,90000
2017-02-09,(선)가자미,방어진,2단,S/P,12,10.0,120000
2017-02-09,(선)가자미,부산(기장),중,S/P,5,22.0,50000
2017-02-09,(선)가자미,속초,중,S/P,18,10.0,10000
2017-02-09,(선)가자미,여수,중,S/P,3,10.0,80000
2017-02-09,(선)가자미,제주도,중,S/P,32,1.0,7800
2017-02-09,(선)가자미,제주도,중,S/P,1,5.0,50000
2017-02-09,(선)가자미,제주도,중,S/P,23,15.0,87400
2017-02-10,(선)가자미,목포,중,S/P,16,10.0,57500
2017-02-10,(선)가자미,목포,중,S/P,25,15.0,85000
2017-02-10,(선)가자미,방어진,10미,S/P,35,10.0,16000
2017-02-10,(선)가자미,방어진,6미,S/P,50,10.0,12000
2017-02-10,(선)가자미,방어진,진통,S/P,4,16.0,120000
2017-02-10,(선)가자미,보령,2단,c/s(상자),3,15.0,64000
2017-02-10,(선)가자미,보령,중,c/s(상자),11,15.0,52100
2017-02-10,(선)가자미,부산(기장),중,S/P,10,16.0,80000
2017-02-10,(선)가자미,삼천포,특대,S/P,247,1.0,4900
2017-02-10,(선)가자미,속초,중,S/P,6,10.0,10000
2017-02-10,(선)가자미,제주도,중,S/P,4,13.0,50000
2017-02-10,(선)가자미,제주도,중,S/P,98,15.0,66700
2017-02-10,(선)가자미,제주도,중,S/P,29,17.0,70000
2017-02-10,(선)가자미,통영,3미,S/P,5,10.0,150000
2017-02-10,(선)가자미,통영,중,S/P,89,1.0,4100
2017-02-11,(선)가자미,방어진,10미,S/P,34,10.0,15000
2017-02-11,(선)가자미,방어진,대,S/P,6,16.0,150000
2017-02-11,(선)가자미,삼천포,중,S/P,3,15.0,70000
2017-02-11,(선)가자미,제주도,중,S/P,9,15.0,70000
2017-02-11,(선)가자미,통영,8미,S/P,8,10.0,35000
2017-02-11,(선)가자미,통영,중,S/P,2,10.0,300000
2017-02-13,(선)가자미,목포,중,S/P,1,3.0,20000
2017-02-13,(선)가자미,목포,중,S/P,1,22.0,5000
2017-02-13,(선)가자미,방어진,10미,S/P,16,10.0,10000
2017-02-13,(선)가자미,방어진,14미,S/P,1,10.0,10000
2017-02-13,(선)가자미,방어진,2단,S/P,1,16.0,160000
2017-02-13,(선)가자미,방어진,대,S/P,2,15.0,160000
2017-02-13,(선)가자미,방어진,대,S/P,12,16.0,160000
2017-02-13,(선)가자미,방어진,대,S/P,17,20.0,160000
2017-02-13,(선)가자미,보령,중,S/P,2,10.0,100000
2017-02-13,(선)가자미,보령,중,S/P,3,13.0,30000
2017-02-13,(선)가자미,속초,20미,S/P,25,10.0,8000
2017-02-13,(선)가자미,속초,중,S/P,47,10.0,8700
2017-02-13,(선)가자미,제주도,중,S/P,53,8.0,81700
2017-02-13,(선)가자미,포항,15미,S/P,12,10.0,30000
2017-02-13,(선)가자미,포항,20미,S/P,8,10.0,30000
2017-02-14,(선)가자미,방어진,10미,S/P,51,10.0,13000
2017-02-14,(선)가자미,방어진,2단,S/P,2,15.0,150000
2017-02-14,(선)가자미,방어진,2단,S/P,7,16.0,150000
2017-02-14,(선)가자미,방어진,대,S/P,10,16.0,150000
2017-02-14,(선)가자미,방어진,중,S/P,12,16.0,150000
2017-02-14,(선)가자미,보령,중,c/s(상자),2,15.0,60000
2017-02-14,(선)가자미,삼천포,중,S/P,113,1.0,7000
2017-02-14,(선)가자미,삼천포,중,S/P,14,15.0,90000
2017-02-14,(선)가자미,속초,중,S/P,14,10.0,10000
2017-02-14,(선)가자미,제주도,대,S/P,35,15.0,80000
2017-02-14,(선)가자미,제주도,중,S/P,1,10.0,54000
2017-02-14,(선)가자미,제주도,중,S/P,74,15.0,76300
2017-02-14,(선)가자미,제주도,중,S/P,12,35.0,104700
2017-02-14,(선)가자미,포항,대,S/P,5,11.0,25000
2017-02-14,(선)가자미,포항,중,S/P,5,11.0,25000
2017-02-15,(선)가자미,방어진,10미,S/P,40,10.0,10000
2017-02-15,(선)가자미,방어진,2단,S/P,7,16.0,120000
2017-02-15,(선)가자미,방어진,대,S/P,10,16.0,130000
2017-02-15,(선)가자미,방어진,중,S/P,8,16.0,145000
2017-02-15,(선)가자미,방어진,진통,S/P,9,16.0,140000
2017-02-15,(선)가자미,삼천포,중,S/P,150,1.0,8000
2017-02-15,(선)가자미,삼천포,중,S/P,1,3.5,30000
2017-02-15,(선)가자미,삼천포,중,S/P,10,10.0,100000
2017-02-15,(선)가자미,속초,중,S/P,6,10.0,10000
2017-02-15,(선)가자미,제주도,중,S/P,1,7.0,50000
2017-02-15,(선)가자미,제주도,중,S/P,36,15.0,76400
2017-02-15,(선)가자미,포항,중,S/P,4,11.0,15000
2017-02-16,(선)가자미,삼천포,중,S/P,6,10.0,75000
2017-02-16,(선)가자미,삼천포,중,S/P,1,11.0,100000
2017-02-16,(선)가자미,속초,중,S/P,34,10.0,10000
2017-02-16,(선)가자미,제주도,대,S/P,12,1.0,4500
2017-02-16,(선)가자미,제주도,대,S/P,91,15.0,89000
2017-02-16,(선)가자미,제주도,중,S/P,1,15.0,74000
2017-02-17,(선)가자미,방어진,10미,S/P,10,10.0,10000
2017-02-17,(선)가자미,방어진,20미,S/P,1,10.0,10000
2017-02-17,(선)가자미,방어진,50미,S/P,2,15.0,100000
2017-02-17,(선)가자미,방어진,대,S/P,2,10.0,150000
2017-02-17,(선)가자미,방어진,대,S/P,2,16.0,130000
2017-02-17,(선)가자미,방어진,중,S/P,9,20.0,114400
2017-02-17,(선)가자미,속초,14미,S/P,20,10.0,8000
2017-02-17,(선)가자미,속초,20미,S/P,16,10.0,3000
2017-02-17,(선)가자미,속초,중,S/P,19,10.0,9400
2017-02-17,(선)가자미,제주도,대,S/P,120,1.0,9300
2017-02-17,(선)가자미,제주도,대,S/P,24,15.0,85700
2017-02-17,(선)가자미,제주도,중,S/P,1,10.0,114400
2017-02-17,(선)가자미,제주도,중,S/P,5,35.0,116400
2017-02-17,(선)가자미,통영,대,S/P,1,15.0,65000
2017-02-17,(선)가자미,포항,중,S/P,1,11.0,15000
2017-02-18,(선)가자미,방어진,10미,S/P,13,10.0,10000
2017-02-18,(선)가자미,방어진,13미,S/P,2,10.0,10000
2017-02-18,(선)가자미,방어진,2단,S/P,5,16.0,140000
2017-02-18,(선)가자미,방어진,65미,S/P,2,15.0,70000
2017-02-18,(선)가자미,방어진,대,S/P,13,16.0,140000
2017-02-18,(선)가자미,방어진,대,S/P,10,22.0,123000
2017-02-18,(선)가자미,방어진,진통,S/P,5,16.0,140000
2017-02-18,(선)가자미,삼천포,중,S/P,11,10.0,80000
2017-02-18,(선)가자미,속초,중,S/P,12,10.0,8200
2017-02-18,(선)가자미,제주도,대,S/P,1,7.0,50000
2017-02-18,(선)가자미,제주도,대,S/P,54,15.0,77700
2017-02-18,(선)가자미,제주도,중,S/P,9,15.0,80000
2017-02-18,(선)가자미,제주도,중,S/P,3,25.0,100000
2017-02-18,(선)가자미,통영,대,S/P,2,25.0,260000
2017-02-20,(선)가자미,방어진,10미,S/P,27,10.0,12000
2017-02-20,(선)가자미,방어진,2단,S/P,11,16.0,140000
2017-02-20,(선)가자미,방어진,3단,S/P,14,16.0,140000
2017-02-20,(선)가자미,방어진,대,S/P,9,15.0,111100
2017-02-20,(선)가자미,방어진,대,S/P,24,16.0,140000
2017-02-20,(선)가자미,속초,중,S/P,22,10.0,10000
2017-02-20,(선)가자미,제주도,대,S/P,62,15.0,75100
2017-02-20,(선)가자미,제주도,중,S/P,19,8.0,42000
2017-02-20,(선)가자미,제주도,중,S/P,22,10.0,78300
2017-02-20,(선)가자미,제주도,중,S/P,1,20.0,90000
2017-02-20,(선)가자미,통영,중,S/P,75,1.0,3400
2017-02-21,(선)가자미,감포,대,S/P,3,15.0,100000
2017-02-21,(선)가자미,목포,중,S/P,1,6.5,50000
2017-02-21,(선)가자미,방어진,10미,S/P,20,10.0,10000
2017-02-21,(선)가자미,방어진,1단,S/P,5,16.0,140000
2017-02-21,(선)가자미,방어진,2단,S/P,9,16.0,130000
2017-02-21,(선)가자미,방어진,3단,S/P,23,16.0,128700
2017-02-21,(선)가자미,방어진,65미,S/P,2,15.0,80000
2017-02-21,(선)가자미,방어진,대,S/P,20,16.0,100000
2017-02-21,(선)가자미,방어진,중,S/P,6,16.0,121700
2017-02-21,(선)가자미,부산(기장),중,S/P,31,10.0,40000
2017-02-21,(선)가자미,속초,중,S/P,2,16.0,130000
2017-02-21,(선)가자미,제주도,10미,S/P,1,5.0,30000
2017-02-21,(선)가자미,제주도,500/600,S/P,16,10.0,73000
2017-02-21,(선)가자미,제주도,대,S/P,2,1.0,5000
2017-02-21,(선)가자미,제주도,대,S/P,1,6.0,50000
2017-02-21,(선)가자미,제주도,대,S/P,2,10.0,53000
2017-02-21,(선)가자미,제주도,대,S/P,2,13.0,70000
2017-02-21,(선)가자미,제주도,대,S/P,44,15.0,73800
2017-02-22,(선)가자미,군산,중,kg,248,1.0,7700
2017-02-22,(선)가자미,방어진,10미,S/P,13,10.0,10000
2017-02-22,(선)가자미,방어진,1단,S/P,7,16.0,140000
2017-02-22,(선)가자미,방어진,3단,S/P,5,16.0,140000
2017-02-22,(선)가자미,방어진,5미,S/P,28,10.0,10000
2017-02-22,(선)가자미,제주도,3미,S/P,35,1.0,3300
2017-02-22,(선)가자미,제주도,대,S/P,100,1.0,7000
2017-02-22,(선)가자미,제주도,대,S/P,61,15.0,71500
2017-02-22,(선)가자미,제주도,대,S/P,3,35.0,120000
2017-02-22,(선)가자미,제주도,중,S/P,54,1.0,3700
2017-02-22,(선)가자미,제주도,중,S/P,27,15.0,74800
2017-02-22,(선)가자미,제주도,중,S/P,1,18.0,80000
2017-02-22,(선)가자미,통영,3미,S/P,1,10.0,150000
2017-02-22,(선)가자미,통영,대,S/P,29,8.0,56300
2017-02-22,(선)가자미,통영,대,S/P,1,25.0,260000
2017-02-22,(선)가자미,통영,중,S/P,17,10.0,30000
2017-02-23,(선)가자미,방어진,1단,S/P,3,16.0,130000
2017-02-23,(선)가자미,방어진,2단,S/P,10,15.0,79800
2017-02-23,(선)가자미,방어진,2단,S/P,6,16.0,130000
2017-02-23,(선)가자미,방어진,3단,S/P,2,16.0,130000
2017-02-23,(선)가자미,방어진,대,S/P,10,16.0,130000
2017-02-23,(선)가자미,방어진,진통,S/P,13,20.0,130000
2017-02-23,(선)가자미,속초,20미,S/P,8,10.0,8000
2017-02-23,(선)가자미,속초,중,S/P,15,10.0,10000
2017-02-23,(선)가자미,제주도,대,S/P,243,1.0,7700
2017-02-23,(선)가자미,제주도,대,S/P,17,15.0,80000
2017-02-23,(선)가자미,태안,중,kg,170,1.0,8200
2017-02-23,(선)가자미,포항,중,S/P,2,11.0,25000
2017-02-24,(선)가자미,감포,대,S/P,1,10.0,100000
2017-02-24,(선)가자미,감포,중,S/P,6,15.0,100000
2017-02-24,(선)가자미,군산,중,kg,438,1.0,7200
2017-02-24,(선)가자미,방어진,1단,S/P,10,16.0,130000
2017-02-24,(선)가자미,방어진,2단,S/P,28,16.0,133600
2017-02-24,(선)가자미,방어진,3단,S/P,8,16.0,130000
